text,label
im bank subsidiary launches rwanda stock exchange ipo,1
africas best stock markets ytd south africa 48 mauritius 48 namibia 32,1
ipo of tanzanian investment holding company tccia investments launches on february 1,1
nigeria to issue diaspora bond in effo to raise funds from nigerians living abroad,1
medview airlines debuts on nigerian stock exchange tomorrow  via ,1
mtn nigeria ipo unlikely in 2017,-1
mpesa has reduced povey in kenya especially in femaleheaded households,1
tigo and vodacom prepare ipos on tanzanias stock exchange complying with government requirement to do so,1
introducing kenyavestor your guide to the most promising kenyan stocks,1
  check out kenyavestor from  a guide to investing on the nairobi securities exchange ,1
its business as usual with zimbabwes bond note  for now,1
nigerian banks in distress not exactly,1
heres the biggest threat to your kenyan stock pofolio,-1
small african stock exchanges are likely to remain small  by ,-1
10 effective ways to pick better stocks,1
ghanas agricultural development bank adb raises 78 million in ipo,1
soaring wages make kenya airways a sell,-1
kenyas stock exchange to sta offering etfs,1
  best countries to do business in africa 2017 ,1
rwandas economy to grow 62 next year and 66 in 2018 says imf,1
south africas dischem announces november ipo,1
kenyas economy to grow 59 this year and 60 in 2017 says world bank,1
ugandas economy to grow 5 in 201617 55 next year says imf,1
merck opens regional hub in abidjan cote divoire,1
access bank ghana launches ipo,1
african angel investor summit to be held in lagos november 17 sponsored by ,1
ivory coasts leading sugar producer sucrivoire to launch ipo on wednesday,1
africas best stock markets ytd namibia 242 south africa 200 tanzania 54,1
access bank to launch ipo on ghana stock exchange this year,1
uganda to triple total electricity connections over next five years,1
african economies are through worst of downturn says afdb,1
kenyas three top dividend stocks,1
how to begin investing on the nairobi securities exchange,1
mtn nigeria ipo said to target 1 billion in proceeds,1
africas best stock markets ytd namibia 161 tanzania 158 south africa 125,1
bargains emerge as kenyas bank stock bloodletting continues updated,-1
kenyas battered bank stocks look like big bargains,-1
hi kevin  global equity screener is a good resource,1
africas best stock markets ytd south africa 226 namibia 216 tanzania 162,1
mtn nigeria on track to list on local stock exchange in 2017,1
small is beautiful the dar es salaam stock exchange ipo,1
7 ways brexit will be felt across africa,-1
africas best stock markets ytd south africa 135 namibia 123 tanzania 48,1
new reit to debut on kenyan stock exchange next month,1
beat the brexit with these 7 highyielding south african dividend stocks,1
tanzania to require telecom firms to list on local stock exchange,1
kenya stock exchange eyes ipo rush as lending rates s  oar,1
bullish on nigeria but sidestepping a currency pitfall,-1
billionaire wiese takes longterm africa view as growth dips,1
tanzanian stock exchanges ipo oversubscribed nearly five times,1
nigeria to abandon naira peg in favor of open market trading,1
namibian stock exchange to selflist,1
kenyan shoe vendor kshoe to list on nairobi securities exchange,1
mtn agrees to reduced fine of 167 billion in nigeria shares soar,1
mucoba bank becomes 17th local firm to list on tanzanias stock exchange,1
tanzanias bank m plans debut on dar es salaam and nairobi stock exchanges,1
africas best stock markets ytd south africa 76 namibia 49 tanzania 39,1
kenyas remittances rise 12 to 1411 million in march,1
africas healthcare gap presents oppounity to innovative local firms,1
nigerian stocks near 5month high after central bank adopts flexible foreign exchange policy,1
kenyas central bank announces surprise 100 basis point rate cut,1
africa to grow 37 this year 45 in 2017 says afdb,1
nigerian government removes fuel subsidies urges fx policy change,1
nigers gdp to grow 52 this year on improved agriculture and oil production says imf,1
im bank rwanda set for ipo before end of year,1
cote divoire considers sale of stake in orange ci on local stock exchange,1
kenya posts africas fastest rise in foreign direct investment,1
south africa budgeting 12 billion for energy investments over next three years,1
south africa to double its mobile broadband coverage to 80 by 2019,1
south africa to add 100 mw of solar power to national grid in 2018,1
   budget better late than never we maintain that nonoil revenue projections are over optimistic in weak growthâ€¦,-1
business in africa 12 billion oppounities,1
dar es salaam stock exchanges ipo to launch within next 10 days,1
new data on african private equity deals from riscura  ,1
south africa tunisia and botswana rank best in africa for entrepreneurs,1
revenues rise as tax systems across africa evolve,1
  africans  in africa   ,1
africas best stock markets ytd south africa 192 namibia 128 brvm 105,1
starbucks plans 150 stores in south africa,1
two firms removed from zimbabwe stock exchange,-1
kenya inflation falls in april paving way for rate cut,1
south africas trade balance swings to r29 billion surplus in march,1
nigerias promise turns to peril as investors head for the exits,-1
world bank sees faster kenyan economic growth this year and next,1
sierra leones economy to grow 43 in 2016 says imf,1
tanzanias president magufuli to slash salaries of senior civil servants by as much as 66,-1
imf says tanzanias economy to expand close to 7 in 2016,1
shoe retailer to list on kenyan stock exchange,1
imf estimates botswanas economy to grow 37 in 2016,1
mauritius economy to expand 38 in 2016 says imf,1
botswana telecom ipo breaks records,1
  made nearly 4000000 new loans in 2015 this works out to one new loan every eight seconds  ,1
ivory coast to see gdp growth of 85 in 2016 says imf,1
kenyas kcb bank dials up growth with mobile loans,1
south africas mtn offers 15 bln to settle nigeria fine,-1
south africa utility eskom says expects no power cuts for rest of 2016,-1
africas frontier markets are cheap again,1
kenyas monthly remittances rise 20 in january to 1375 million,1
south africas mtn says it may list on nigerian stock exchange when dispute over fine is resolved,1
rwanda issues 20 million infrastructure bond at 12 yield,1
african ipos to hit 5year high in 2016 says global law firm,1
african ipo forecast  by ,1
kenyas mombasa po traffic up 75 in 2015 thanks to infrastructure upgrade,1
  aapl trades more in 10 seconds than the entire kenyan stock market trade value for feb 26,1
mauritius sees tourism earnings rising 8 in 2016,1
ge believes it can double african revenue over next five years,1
francophone west africas regional stock exchange expects 12 ipos within next five years,1
tanzania makes big onshore natural gas discovery,1
ivory coast banks assets rise 25 in 2015,1
cheap valuations make african stocks attractive,1
french bakers rush to africa as the wealthy seek fresh goods,1
zambia sees higher economic growth on improved power supply,1
kenyas top stocks  last day to claim launch week offer 10 off regular price,1
zimbabwe says foreigners can buy stakes of up to 49 in local stocks,1
new ebook kenyas top stocks  ,1
new ebook kenyas top stocks launches tomorrow feb 3,1
why its a great time to buy kenyan stocks,1
kenyas 10 best stocks of the past 10 years,1
tanzania plans ipo for stateowned power utility tanesco this year,1
rwanda stock exchange expects three ipos in 2016,1
african growth outperforms global economy despite downward revisions,1
bank of africa mali launches ipo,1
  new feature  top gainers  losers stocks now available on african markets  httâ€¦,1
botswana telecom ipo to launch before end of 2015,1
custodian and allied a promising nigerian insurance stock ,1
imf raises rwanda economic growth forecast to 7,1
eskom expects no power cuts in south africa until april 2016,-1
this growing nigerian insurance stock now offers an 11 dividend yield,1
jse suspends mtn shares after 52 billion nigerian fine,-1
mozambiques economy to grow 65 next year says imf,1
bollore prepares listing of west african train project,1
tanzania plans to launch derivatives trading for stocks forex,1
tanzanias current account gap narrows 166 in year to august,1
diamondâ€™s atlas mara eyes three more africa acquisitions in 2015,1
google to buy into africaâ€™s largest wind farm in nohern kenya,1
subsaharan africas debt issuance down a third so far this year,1
world bank trims kenya growth forecast for 2015 and 2016,-1
south africa seen in 7year slouch as imf cuts growth view,-1
ipos at 8year high defy misery seizing south africas economy,-1
nigerian stock exchange appoints advisors to prepare possible ipo,1
private equity into subsaharan africa grows to 12 bln a year,1
botswana plans bold economic stimulus after diamond price drop,-1
new financial advisory holding company cmb intl to list on stock exchange of mauritius,1
  issuing lots of foreign denominated bonds can fuel  in   incr costs as us bond mkts yields incr,-1
ghana launches 15year 1 billion eurobond at 1075 rate,1
subsaharan africas gdp growth to slow to 37 this year world bank,-1
ugandas economic growth should reach 65 imf says,1
why africa is becoming more accessible for investors,1
africas best stock markets ytd brvm 67 namibia 28 botswana 05,1
kenya abolishes capital gains tax,1
ghana planning to raise 1 billion in eurobond sale this week,1
imf raises cameroon 2015 gdp growth forecast to 6,1
starbucks paner sees potential for 200 south african cafes within five years,1
ethiopia opens 475million light rail system,1
kellogg to spend 450 million to expand in africa,1
senegals growth to accelerate to 6 in 2016 says imf,1
ugandan economy to grow 6 next year on low oil prices says world bank,1
rand reprieve seen by top forecaster on signs selloff is overdone,-1
imf does not foresee new zimbabwe loans for at least three years,-1
zambia bears the brunt of chinaâ€™s economic slowdown,-1
nigeria bond yields spike stocks fall on jp morgan index expulsion,-1
diageo to increase stake in guinness nigeria,1
market turmoil makes south africas rand a buy for blackrock,-1
why jselisted avi should cast aside its seafood business,-1
mauritius stock exchange launches sustainability index,1
gabon named top subsaharan africa country for retail growth,1
uk propey firm to list on nairobi securities exchange,1
from hyperinflation to deflation zimbabweans cant catch a break,-1
zambias kwacha falls to record low as copper price tumbles,-1
africas best stock markets ytd malawi 93 brvm 70 botswana 54,1
africa stocks lead frontier market loser list as bears take hold,-1
zimbabwe stock exchange prepares to list debt instruments,-1
nigerias economic growth slows to 235 in second quaer of 2015,-1
south africaâ€™s gdp contracts 13 in 2nd quaer,1
south african rand sinks to record low,-1
botswana cuts 2015 growth to 26 on falling diamond prices,1
microlender real people debuts 155 million bond at kenyan stock exchange,1
bourses from accra to lagos unite to allow crossborder trading,1
nigeria central bank governor dismisses calls to devalue naira,-1
botswanas central bank cuts benchmark rate to 6,-1
imf nigerias financial penetration rate still low,-1
africas best stock markets ytd malawi 107 botswana 77 brvm 68,1
warning lights flash for africa borrowers after zambia debt sale,-1
zambia to issue up to 2 billion 10year eurobond,1
ugandas stock exchange to begin automated trading,1
rwandas crystal telecom shares rise 38 from ipo price,1
nigeria cant avoid devaluation says sp,-1
ghana stock exchanges sme segment attracts rising interest,1
ipo for botswanabased investment firm afinitas ltd closes july 17,-1
new kenya central bank chief shows inflationfighting mettle,1
namibian economy to grow 5 in 2015 says imf,1
ghanas agriculture development bank launches ipo,1
investors see growing risks in nigerias devaluation delay,-1
ghanaian consumer goods company hords launches ipo,1
zambia credit rating cut by sp as budget deficit worsens,-1
nigerian stock exchange to introduce depositary receipts allowing investors to buy apple louis vuitton,1
tanzania stock exchange plans ipo in six months,1
africas best stock markets ytd malawi 151 botswana 79 namibia 62,1
nigerian stock exchange seeks to sta trading local currency futures,1
us private equity firm to invest up to 1 billion in africa with mo ibrahims satya capital,1
tanzanian microlender launches ipo on dar es salaam stock exchange,1
ivory coasts nsia banqueci plans ipo before years end,1
imf sees ivory coast economy growing 79 in 2015,1
"   rating affirmed by sp
outlook stable

sas investment grade rating is safe for now

but hey more growth woâ€¦",1
kenya scraps proposed capital gains tax for stock exchange investors,1
africa to create free trade zone stretching from cape to cairo,1
kenya commercial bank kcb why we own it ,1
ethiopiaâ€™s hot for investors targeting africa,1
10year bond listed on rwanda stock exchange,1
zimbabwe stock exchange to sta online trading on july 3,1
imf says congo economy set to grow 92 in 2015,1
proplastics to list on zimbabwe stock exchange via spinoff next week,1
tuskys of kenya plans ipo ethiopia stores in five years,1
walma makes slow progress navigating africas challenges,-1
africas best stock markets ytd malawi 162 botswana 59 namibia 53,1
rwandas 10year treasury bond attracts huge demand,1
africas gdp growth seen at preeconomic crisis levels afdb,-1
ethiopias economy to grow 105 in 201516 says world bank,1
tanzanias mwalimu bank ipo oversubscribed by 24,1
foreign direct investment in africa surges 65 in 2014,1
ghanas oil production to rise sixfold by 2018 says finance minister,1
nairobi and johannesburg stock markets to crosslist securities,1
earnings take flight at nigerias airline services and logistics,1
mozambiques economy to grow 7 in 2015 imf,1
africaâ€™s 2014 private equity deals hit record 8 billion,1
ethiopia commodity exchange mulls adding stock bond trading,1
african pension funds invest in infrastructure projects,1
angola stock exchange set to meet 2015 launch deadline,1
propey firm to list on lusaka stock exchange,1
safaricom fullyear profit surges 38 as nondata revenue jumps,1
kenyan retailer tuskys aims for ipo within next five years,1
announcing a new fund from africa capital group llc,1
nigerian stock exchange delists ihs nigeria as telco firm opts for private restructuring,-1
trading on tanzanias stock exchange to go digital next month,1
malawian kwacha bucking the trendâ€¦ for now,1
botswana supermarket chain choppies to list on johannesburg stock exchange,1
new york pension fund to invest billions in africa,1
africas best stock markets ytd malawi 154 south africa 91 namibia 70,1
west african bourse to get two more listings this year,1
7 rock solid south african stocks that pay big dividends,1
how to defang the debt monster and reap a 43 annual return,1
kagame seeks lasting economic miracle for rwanda,1
private education institution launches ipo on ghana stock exchange,1
quenching ghanas thirst invigorates growth,1
heineken and cfao to build 164 million brewery in ivory coast,1
zimbabweâ€™s equity markets feeling effects of economic malaise,-1
  africa rush to eurobond issuance raises spectre of new debt relief ,1
africa new roads foster regional trade,1
tanzanian mobile phone subscribers jump by 16 in 2014,1
norways sovereign wealth fund turns to africa for profit growth,1
stanlib to list reits on kenyan stock exchange,1
templetons mobius says good time to invest in nigerian stocks,1
investment company to sell 20 stake in mtn rwanda on local stock exchange,1
imf cuts subsaharan africaâ€™s gdp growth to 45 on oil plunge,1
tanzania exchange expects three ipos in 2015,1
afrox zambia heads toward ipo,1
private equity firm raises almost 1 billion african fund,1
johannesburg has most ipos since 2008 as stocks reach record,1
hard times at the zimbabwe stock exchange,-1
the 9 fastestgrowing companies on the johannesburg stock exchange,1
im banks rwandan subsidiary heads toward ipo,1
successful elections buoy nigerias stock market,1
goldfields to list on the ghana stock exchange within next two years,1
tanzania to spend 14 billion on railways eyes regional hub status,1
zimbabwean plastics company to be listed on stock exchange following unbundling,1
ethiopia plans to introduce secondary bond markets next year,1
tanzanias mwalimu commercial bank launches ipo,1
moodys downgrades ghanas sovereign rating with negative outlook,-1
tanzanias economy grew more than 7 in 2014 says imf,1
mtn ghana considers ipo,1
guinness nigeria a glass half full,1
sabmiller keeps lid on prices to tap african beer market,1
bank seeks to raise 10 million via share sale in wartorn somalia,1
south africas rand tumbles to a new 13year low,-1
boots on the ground investing in nigeria,1
rwanda a remarkable rebih,1
burger king to open first zambian restaurant by end of 2015,1
world bank sees kenyas gdp growth at 60 in 2015,1
derivatives trading at nairobi securities exchange to sta by june,1
tanzanias dar es salaam stock exchange expects six ipos in 2015,1
africas best stock markets over last 12 months uganda 231 tanzania 200 kenya 177,1
kenyas keroche breweries plans expansion ipo,1
cote divoires 1 billion eurobond nearly four times oversubscribed,1
kenyas nairobi securities exchange plans to launch currency futures,1
times media group to delist from johannesburg stock exchange following buyout by blackstar,-1
ghana to compel multinationals to list on local stock exchange,1
botswana telecom to release ipo prospectus in mid2015,1
tanzanian reit sets sights on ipo,1
bidvest makes takeover bid for adcock ingram  offer at 13 premium to market price,1
gijima to delist from the johannesburg stock exchange,-1
samba foods launches ipo on ghana stock exchange,1
south african consoium applies for second stock market to rival johannesburg stock exchange,-1
kenyan shoe manufacturer seeks ipo on nairobi securities exchange,1
mondelez seeks to boost african coffee production 50 by 2017,1
ivory coast cashew production up 14 in 2014  now worlds 2nd largest producer,1
botswana stock exchange raises public float requirement for listed firms to 30,1
why nigeria may be on the verge of an internet boom,1
new venture to invest 19 billion in african wind and solar power projects,1
south africas naspers plans to list its novus printing unit on the johannesburg stock exchange,1
botswana cuts interest rate by 100 basis points to 65,1
pharmaceutical firm intravenous infusions launches ipo on ghana stock exchange,1
kenyas equity bank crosslists on rwanda stock exchange,1
  african ipos and other capital raisings soar to 11bn in 2014  €¦,1
nigeria to institute corporate governance scorecard for listed companies,1
fitness chain virgin active plans ipo on johannesburg stock exchange,1
rwanda launches east africas largest solar energy project,1
a second ugandan stock exchange to launch in may 2015,1
africas best stock markets over last 12 months tanzania 270 uganda 183 s africa 171,1
kenya airways launches africas first direct flights to vietnam,1
kenyan retailer uchumi plans 12 new stores in east africa region this year,1
ugandas electricity generation company aims for ipo within next two years,1
african ipos set to rise by a quaer in 2015,1
haldane mccall reit to list on nigerian stock exchange,1
kenya stock exchange gets ready for day trading with new platform,1
africas best stock markets of 2014 tanzania 235 kenya 135 uganda 125,1
capital raising on johannesburg stock exchange hits 9year high,1
instant coffee company prepares for ipo on tanzanias stock exchange,1
south african stocks log biggest gain in nearly six years,1
kenyas biggest power generator to raise 330 million via rights issue on nairobi stock exchange,1
new gas plant could save ghana 300 mln on fuel costs even with big drop in oil prices,1
oil exploration stock atlast development debuts on kenyan stock exchange,1
botswana telecom ipo postponed again deferred until 2015,-1
johannesburg stock exchange launches initiative to attract uk and us companies to dual list,1
mobius says political improvements will boost nigerian stocks,1
tanzanias top 5 stocks of 2014,1
african insurers in vogue with investors as incomes rise,1
rand slumps to sixyear low versus dollar on us jobs gains,-1
private hospital group mediclinic crosslists on namibian stock exchange,1
taxi company set to float shares on tanzanian stock exchange,1
an east african manufacturerâ€™s journey from modest staup to listed company,1
investors find africas longterm growth potential hard to ignore,1
australias magnum gas  power lists on the botswana stock exchange,1
online retailer homechoice international to list on johannesburg stock exchange tomorrow,1
botswanas 5 best stocks of 2014,1
ma activity heats up in africa as investors bet on growth,1
nigerias naira hits new record low of 18755 against dollar in response to falling oil prices,-1
fastjet plans to sell 51 stake of tanzanian subsidiary on dar stock exchange,1
high costs sluggish listings hold back african capital markets,-1
africas bestperforming stock markets ytd tanzania 272 uganda 167 kenya 146,1
axa buys nigerian insurer in african push,1
botswana telecom ipo deferred until december 31,-1
somalia to launch stock exchange in 2015 seven companies expected to list,1
three propey companies to debut on johannesburg stock exchange within next two weeks,1
nigeria raises interest rate for first time in three years devalues naira,-1
ethiopia plans first sovereign bond sale,1
zimbabwe to launch a bond market by end of june,1
carlyle group buys 18 stake in nigerias diamond bank,1
kenyas kcb bank to offer mogagebacked securities,1
kenya to crosslist its 2 bln eurobond on the nairobi securities exchange,1
nigerian stock exchange delists four companies for failing to comply with market rules,-1
uk company plans to list on nairobi stock exchange after buying out kenyan logistics firm,1
kenya proposes scrapping foreign investorsâ€™ caps on stocks,1
africas best stock markets ytd tanzania 300 south africa 185 uganda 146,1
what to make of gsk nigerias big profit drop,-1
  pe growth in africa is real it doubled this year it will double again  €¦,1
nigeria removes vat on stock market transactions,1
tanzania eyes telecoms listings in early 2015,1
africa oilfields to list on kenyan and london stock exchanges by end of year,1
manufacturing firm flame tree to debut on nairobi stock exchange in november,1
marriott to build 50 hotels in nigeria south africa egypt by 2020,1
ivory coast set for 8 gdp growth in 2014 2015 says imf,1
johannesburg stock exchange lists african currencies on futures platform,1
nedbank buys 20 of ecobank as qatari lender builds stake,1
kenyan it firm empire microsystems to list on nairobi stock exchange by end of year,1
heres why shares of cooperative bank of kenya just popped 12,1
africas best stock markets ytd tanzania 306 uganda 180 malawi 157,1
kenya adds 70mw of geothermal electricity to grid replacing more expensive thermal power,1
kenyan it firm east african data handlers plans ipo for november,1
7 growth is good but not good enough for 40 million tanzanians,-1
africas disposable income to grow at average rate of 55 over next 15 years,1
ghanas 1 bln eurobond oversubscribed sells at lessthanexpected rate of 8125,1
tanzanias stock exchange is opening to foreign investors here are 4 shares to know,1
nairobi securities exchange shares almost double in kenya debut,1
kenyas nairobi securities exchange ipo 6x oversubscribed raises 7 million for expansion,1
south africas rhodes foods plans ipo on johannesburg stock exchange,1
africas best stock markets ytd tanzania 231 malawi 190 uganda 132,1
south africas bidvest considers listing on london stock exchange,1
world bank cuts rwandas 2014 growth forecast to 57,-1
kenya votes to reintroduce capital gains tax,-1
zimbabwe stock exchange to introduce electronic share trading,1
kenyan supermarket nakumatt aims for ipo within 612 months,1
  sap unfolds plan to invest 500m in nigeria others     €¦,1
africa set to turbocharge growth of middle class,1
private equity firm to exit bakery investment via listing on nairobi stock exchange,-1
trade volumes increase on uganda stock exchange after change to rules on bidask spreads,1
finance bank zambia aims for ipo before end of 2014,1
cocacola plans to spend additional 5 billion in africa over next six years,1
rwanda plans 1 billion bond on investor demand,1
usafrica summit garners over 17 bln in investment pledges,1
nigerian stock exchange to revoke licenses of inactive brokers after six months,1
african consumer spending expected to double by 2020,1
africas best stock markets ytd tanzania 205 malawi 173 uganda 120,1
african bond sales likely to beat 2013 record of 166 billion this year,1
nigerian stock exchange to introduce depository receipts,1
african ipo fundraising surpasses 2013 in first half of 2014,1
angola wont launch stock market until at least 2017 due to low accounting standards,-1
new etf prepares to list on nigerian stock exchange,1
nigerian stock exchange to fine companies for delayed dividend payments,1
pwc looks to tap rise of africa will double african staff over next 5 years,1
zimbabwe stock exchange demutualizes paves way for ipo,1
nairobi securities exchanges ipo to open on july 24,1
east african commodities exchange launches in rwanda,1
ghanas agricultural development bank secures approval for ipo,1
kenyan manufacturing company flame tree group plans ipo for late 2014,1
kenyan stock exchange to sell 31 of its shares in ipo,1
new ceo builds investor confidence in nigerian stock exchange,1
africas best stock markets ytd malawi 164 rwanda 140 tanzania 114,1
rothschild to launch 530m african private equity fund,1
tanzania drags feet on lifting limits to foreign investment in dar stock exchange,1
kenyan economy to grow 47 this year says world bank,1
nigerias total number of hotel rooms to triple over next five years,1
tanzania says economy will expand by 20 after gdp rebasing,1
nigerian stock exchange delists 20 companies for failure to file financial statements,-1
kenyas 2 billion eurobond more than 400 oversubscribed in spite of security concerns,1
african fund giant seeks to launch fixed income fund in october,1
for africa and its entrepreneurs credit bureaus the path to growth,1
kenya mauritius enact tax treaty promote stronger business ties,1
pouguese construction firm mota to kick off ipo of africa business in london,1
south africa credit rating cut to bbb by sp on weak growth,-1
rwanda sees economic growth picking up to 7 in 2016,1
main street usa invests in african stocks via nile fund,1
17 million investors now actively trading on nairobi stock exchange doubled from last year,1
kenya to rebase gdp calculation estimated size of economy to increase 206,1
16 african countries will post gdp growth of 6 or more in 2014 says world bank,1
accra casablanca and freetown rank as africaâ€™s cities with most potential for inclusive growth,1
nigerian stock exchange fines seven listed companies for late filing of financial results,-1
kenyas weighting in msci frontier 100 index jumps from 30 to 48,1
nigerian stock exchange soars in spite of boko haram with help from msci index reweighting,1
kenyan retailer uchumi to crosslist on tanzanian stock exchange,1
lower inflation allows uganda to cut key interest rate to 11,1
frontier markets less volatile than emerging markets over past decade  via ,1
  rtrs  nigerian stocks hit 4mth high after msci reweights frontier mkt index nigeria now has 19 weight 2nd only to kuwaâ€¦,1
imf says rwandas economy will grow 6 this year,1
africas best stock markets ytd malawi 146 rwanda 106 kenya 81,1
goldminer metallon eyes listing on zimbabwe stock exchange,1
australian oil explorer swala energy to debut on dar stock exchange next month,1
africaâ€™s gdp is vastly understated likely 33 larger than official stats indicate says afdb,1
foreign pofolio investment in africa set to reach record 241 billion this year,1
remittances from kenyas diaspora up 122 over past 12 months,1
subsaharan africas average economic growth to rise to 58 pct in 2014 says afdb,1
zambiaâ€™s biggest pension fund to spur most ipos since 2002,1
africa is investing in africa  the continent is now the source of 23 of its own fdi,1
ugandas economic growth to accelerate to 61 despite reduced foreign aid says imf,1
kenyas bourse to sell up to 38 stake in ipo next month,1
oil services firm caveon to debut on nigerian stock exchange on may 20,1
tanzanias crdb bank to crosslist on nairobi securities exchange,1
heineken to spend 688 million per year in africa to upgrade production facilities,1
more nigerian companies plan to list on london stock exchange,1
finance bank zambia to list on lusaka stock exchange before end of 2014,1
africas best stock markets ytd malawi 134 rwanda 113 kenya 96,1
private investment company mega african capital lists on ghana stock exchange,1
nairobi securities exchange to list its own shares on the market by july,1
carlyle group raises 698 million for subsaharan africa private equity fund,1
tanzanias president says limits on foreign ownership of shares to be eased by 2015,1
africas builders benefit from broadening economies,1
mauritian lottery company lottotech moves toward ipo,1
tanzanias stock exchange pushes for privatization of telecom and mining companies,1
south africas psg konsult to list on johannesburg stock exchange in june,1
kenyas comcraft group mulls ipo,1
nigerian oil group seplat debuts on nigerian and london stock exchanges,1
subsaharan africas gdp growth to accelerate to 52 in 2014 says world bank,1
totalâ€™s senegal unit to sell shares on west african bourse,1
5 deflationbusting zimbabwean stocks and 2 to avoid,1
marriott becomes africas biggest hotel group after buying south africas protea,1
africas best stock markets ytd rwanda 126 malawi 79 kenya 53,1
new index etf lists on nigerian stock exchange,1
nigerian oil company seplat plans ipo in london and lagos,1
indian companies looking to africa for growth,1
kenyan gold exploration company plans ipo on nairobi stock exchange,1
nigerian stock exchange cuts transaction costs for traders,1
  good prospects for uganda stock market  ,1
norways sovereign wealth fund buys more african stocks,1
africas best stock markets ytd rwanda 93 tanzania 44 ghana 43,1
new bridge in abidjan ivory coast could boost economic growth by 1,1
ghanas economy grew 55 in 2013 imf,1
unilever ikea to set up factories in ethiopia,1
south africa eases restrictions on companies investing in africa,1
usbased africa capital group to launch africa equity fund,1
insurance firm uap holdings plans ipo on nairobi stock exchange,1
rwanda stock exchange expects five ipos this year,1
  madison insurance to list on the lusaka stock exchange shortly,1
lenovo to expand in africa as smaphones debut in nigeria,1
warscarred ivory coast reopens for business  reuters,1
mauritania mulls creation of stock exchange,1
africas best stock markets over last 12 months malawi 752 ghana 424 brvm 415,1
