angola and egypt want un to lift car and south sudan sanctions  via @africareview
icc sentences dr congo's bemba to 18 years in jail  via @africareview
africa today at a glance  via @africareview
developing: icc to sentence dr congo's bemba for war crimes  via @africareview
families of egyptair crash victims to get compensation  via @africareview
how naira flotation will affect nigeria  via @africareview
five kenyan policemen killed in terror attack  via @africareview
africa today at a glance  via @africareview
the riddle of rampant shootouts in uganda  via @africareview
four killed in cameroon building collapse  via @africareview
sudanese rebels call for immediate ceasefire talks  via @africareview
drama as pistorious walks on stumps in court  via @africareview
gambia threatens military action against senegal  via @africareview
"angola records 3,137 yellow fever cases  via @africareview"
algerian troops kill two islamist militants: ministry  via @africareview
burundi school suspends 230 students for defacing nkurunziza's photo  via @africareview
why ethiopia and eritrea could go to war again  via @africareview
kenyan lawmakers to face hate speech charges  via @africareview
turkey police seize 'gaddafi dagger' in istanbul: report  via @africareview
china to write off $4.5m mozambique debt  via @africareview
steenkamp's father says #pistorius must pay for his sins  via @africareview
turkey defies odds to change somalia's fortunes  via @africareview
rwandese tycoon sues kenyan company in share sale row  via @africareview
gambia bans music and dancing during ramadhan  via @africareview
'broken' pistorious in court for murder sentencing  via @africareview
africa today at a glance  via @africareview
eritrea accuses ethiopia of launching border attack  via @africareview
foreign ministers endorse kenya's muburi-muita to take great lakes  via @africareview
"raila calls off anti-iebc demos, allows uhuru 48 hours  via @africareview"
dar seeks help from east africa to curb export of sex slaves  via @africareview
guinea leader fires his communication minister over criticism  via @africareview
tensions build as nigeria retires 35 senior army officers  via @africareview
dr congo opposition demands kabila quit by year's end  via @africareview
nigeria army 'killed biafra protesters'  via @africareview
pistorious grants first tv interview ahead of prison return  via @africareview
mh370 search: new debris found on madagascar beach  via @africareview
libya conflict: government forces 'advance' against is-held sirte  via @africareview
us reaffirms support for war crimes court for south sudan  via @africareview
uganda police arrest mp over alleged plot to kill president museveni  via @africareview
ethiopia base in somalia attacked by al-shabab  via @africareview
"nigeria to start recruiting 500,000 teachers  via @africareview"
suspect extradited for people smuggling 'is wrong man'  via @africareview
"uganda budget: without a cabinet, museveni reads own budget as opposition protests  via @africareview"
south africa terror alerts spark diplomatic tensions  via @africareview
eritrean leaders guilty of crimes against humanity: un  via @africareview
tributes galore as nigeria bids farewell to soccer legend  via @africareview
egyptair makes 'bomb threat landing'  via @africareview
africa richest woman edges towards power in angola  via @africareview
africa today at a glance  via @africareview
ex tanzania leader in fresh bid to end burundi strife  via @africareview
people-smuggling 'kingpin' mered medhanie extradited to italy  via @africareview
zanu-pf bans mugabe succession talk  via @africareview
egypt condemns  25 to death over tribal clashes  via @africareview
sa malls on high alert after terror alert  via @africareview
malawi albinos 'targeted in unprecedented killing wave'  via @africareview
africa today at a glance  via @africareview
burkina faso cancels arrest warrant for cote d'ivoire speaker  via @africareview
"300,000 algerian students to resit exams after leak  via @africareview"
inside africa's biggest bushmeat market in angola  via @africareview
one killed in kenya poll agency demos  via @africareview
south africa downplays us terror threat alert  via @africareview
buhari to seek medical care in uk  via @africareview
sudan authorities intercept cocaine at airport  via @africareview
"gridlock looms as 3,000 trucks plan to block kenyan roads in protest  via @africareview"
africa today at a glance  via @africareview
libya pm rules out international military intervention  via @africareview
liberia's sireaf lands ecowas job  via @africareview
south sudan delegation in khartoum for bilateral talks  via @africareview
"buhari turns to jonathan, obasanjo over militants  via @africareview"
rt @the_eastafrican: burundi president asks criminal gangs to surrender in 15 days  
boko haram attack kills 32 in niger  via @africareview
kenya: 
what museveni thinks: 
connectivity: 
african leaders and justice  
wold bank gives $122m to fight tb in southern africa  
gabon bans cameroon poultry over bird flu scare  
kenya's president and opposition leaders hold talks  
former char ruler handed life sentence for crimes against humanity  
"quarter of kenyans live in towns, world bank report says  "
indian police arrest five in delhi over assaults on africans  
africa at a glance  
"jenerali ulimwengu: our mps are drunk, our youth are drunk, and i’m not feeling too sober myself @julimwengu "
elsie eyakuze: almost straightened my hair could’ve said it was old school  
the bitter truth is that sugar is political in africa  
political temperature rise as zambia parties prepare to pick flag bearers  
champs: 
nigeria's buhari to keep delta amnesty programme @mbuhari 
shipwrecks 'kill up to 700 migrants'  
zimbabwe opposition march against mugabe  
"au observers call for electoral, judicial reforms in kenya 
 "
rwanda to scrap visas for africans by 2018  
"address energy gaps, africa urged as curtains fall on afdb meeting
"
migrant crisis: uk to send second royal navy ship to libya  
south africa's house rules to reign over unruly mps kick in  
fresh militant attack deals a blow to nigeria's oil production  
african diplomats skip event in protest over india 'racism and afro-phobia'  
"no bail for nigerian pro-secessionist, appeal court judges rule  "
somali president warns against kenya's decision to close dadaab  
rt @nationfmke: children born out of wedlock can have father's name in birth records court rules consent from father not needed. 
"panic as bird flu outbreak kills 15,000 birds in cameroon  "
"sierra leone, guinea navy clash
 "
rt @nairobi_news: 10 things to remember about former first lady lucy kibaki  
al shabaab spy chief killed in attack  via @africareview
anti-apartheid veteran kathrada calls for zuma to resign  via @africareview
police to end siege at uganda opposition leader's home  via @africareview
african union chief dlamini-zuma not to run for second term  via @africareview
mozambican national to serve 158 years in south african jail  via @africareview
south africa's opposition leader julius #malema    
total opts for tanzania oil route despite kenya-uganda talks  
french court to probe karim wade plea  via @africareview
opposition whistles delay kenya's state of the nation address  via @africareview
why are south african students so angry?  via @africareview
cypriot ex-wife recounts 'black years' with egypt hijacking suspect  via @africareview
zuma must pay rules south africa court  via @africareview
suicide bomber kills at least 9 in central somalia  via @africareview
six killed in somalia shootings  via @africareview
africa today at a glance  
kinshasa and juba to revamp cooperation  via @africareview
nairobi reality distorted in fiction film about drone attack on al  via @africareview
boko haram attack in niger kills six soldiers  via @africareview
libya's unity government leaders in tripoli power bid  via @africareview
mozambican opposition to begin 'governing provinces'  
hundreds of ethiopians evacuated from war torn-yemen  via @africareview
7 million ugandans haven’t been to school - census report  via @africareview
zambian clergy meet president over poll violence  via @africareview
"ebola has been contained, declares who  "
bemba conviction a small step in protecting civilians  via @africareview
africa today at a glance  
world bank commits $500m to nigeria's social protection programme  via @africareview
cameroon legend roger milla's life after football  
egyptair hijack: man held after using fake suicide belt  via @africareview
severe fuel scarcity hits nigerian cities  
"rt @the_eastafrican: french navy seize hundreds of assault riffles, machine guns&anti tank weapons from a boat en route to somalia, second…"
mtn to lay off south sudan staff  via @africareview
updates: egyptair hijacker detained  
ethiopia to restrict the use of plastic products  via @africareview
police battle women at uganda opposition leader's home  via @africareview
updates: #egyptair hijacker demands to see  estranged cypriot  wife  
hijacked egyptair plane on the tarmac at larnaca airport in cyprus. photo | afp 
curse of the black gold: discovery of oil deposits in east africa  via @africareview
africa today:  
"update: negotiations result in the release of all passengers, except the crew & four foreigners - #egyptair. "
#egyptair updates: 
would-be suicide bomber 'not one of' abducted #chibok schoolgirls  
latest on #egyptairhijack 
17 angola youth activists sent to jail  
'hijacked' egypt plane lands in cyprus  
uganda police block access to opposition leader's home  via @africareview
new fifa boss pledges 7 world cup slots for africa  via @africareview
boko haram abducts 16 women in northeast nigeria  via @africareview
au warns sudanese opposition over failure to sign deal  via @africareview
cote d'ivoire song defies al-qaeda after grand bassam attack  via @africareview
"move on, kenya, the coalition of the willing is not working  via @africareview"
sa family gets closure after years of gallows agony  via @africareview
zanzibar president sets priorities as he's sworn in  via @africareview
nigerian lawmakers hike fine against mtn to $15.6 billion  
rt @the_eastafrican: opposition leader besigye condemns month of house arrest by ugandan govt  
congo president denis sassou nguesso wins landslide third term  
an unresolved gang-rape shakes up the closed chadian regime  
"zuma’s son, guptas to be investigated  via @africareview"
'opposition protests' over congo-brazzaville election results  via @africareview
hrw fears for the media in kenya  via @africareview
guptas: south africa’s shadow government?  via @africareview
zimbabwe gives ultimatum on indigenisation of foreign firms  
icc confirms 70 charges against uganda war lord  via @africareview
rwanda's kagame drops intelligence chief  
icc sets date for kenya vp's case  via @africareview
africa today at a glance  via @africareview
liberia shuts down border with guinea over new ebola flare-up  via @africareview
rights activists hail bemba guilty verdict  via @africareview
buhari condemns belgium terror attack  via @africareview
private sierra leonean airline fails to fly  via @africareview
"rt @africaarguments: #namibia’s president geingob one year on: a for effort, d for performance  #1yearofgeingob "
opposition describe niger's election as a 'sham'  via @africareview
"communications cut as congo awaits vote outcome
 "
puntland parades captured al-shabaab militants  via @africareview
africa today at a glance  via @africareview
‘yes’  leads in senegal presidential term vote  
"uhuru, museveni fail to reach agreement over oil pipeline  "
rwandans don’t go rioting in the streets they don’t need to  
obbo: why many africans wouldn’t make good suicide bombers  
benin pm concedes defeat to businessman in presidential run-off  via @africareview
benin pm concedes defeat to businessman in presidential run-off  
al-shabaab claim killing at least 73 somali troops  via @africareview
nigeria: audit uncovers more financial sleaze during jonathan regime  via @africareview
beleaguered zuma gets fulsome anc backing  via @africareview
juba feels the economic pinch as political crisis persists  via @africareview
"uhuru, museveni to hold talks on uganda-kenya oil pipeline  via @africareview"
south africa remembers 1960 sharpeville massacre  via @africareview
cape verde prepares for parliamentary polls  via @africareview
accountants: declare graft in kenya a national disaster  via @africareview
africa today at a glance  via @africareview
benin troops ready to join anti-boko haram task force  via @africareview
how i survived the cote d'ivoire beach attack  via @africareview
donors give burkina faso $36m for population census  via @africareview
eu aid to repressive eritrea indefensible  via @africareview
south africa loses appeal over bashir arrest  via @africareview
nigerian shi'ite group given ultimatum to testify over clash with  via @africareview
"unsure of her future, zim first lady ruffles feathers  "
ivorian leader vows no intimidation by terrorists  via @africareview
anc marches against hani killer's release  via @africareview
uganda law lecturers join anti-museveni petition  via @africareview
today in africa at a glance  via @africareview
shooting at cote d'ivoire's grand bassam beach resort  via @africareview
angolan leader says he'll quit after 36 years in office  via @africareview
moment of truth for sa baby abductor as she faces jail term  via @africareview
raped ethiopian girl finally gets justice after 15 long years  @judykosgei @undpethiopia 
"'deficiencies' to blame for failure in al-shabaab war, us military  via @africareview"
"mandela grandson not off the hook for rape, yet  via @africareview"
"nigeria blames mtn for 10,000 boko haram deaths  via @africareview"
a  via @africareview
musicians sucked into uganda political power games  via @africareview
africa today at a glance  via @africareview
al-shabaab journalist sentenced to death  via @africareview
impoverished interior poses risk for struggling tunisia  via @africareview
floods ravage uganda's capital  via @africareview
uganda dumps kenya in $4bn pipeline deal  via @africareview
africa today at a glance  via @africareview
court confirms touadera as car president-elect  via @africareview
23 candidates vie for chad presidential election  via @africareview
"east african leaders to consider banning used vehicles, clothes  via @africareview"
museveni victory challenged in court  via @africareview
"what impending barclays africa sale means for its customers
 "
judgment on ownership of mandela's qunu home reserved  via @africareview
nigeria's former ruling pdp splits   via @africareview
africa today at a glance  via @africareview
bhang from senegal seized at kenya airport  via @africareview
ousted zimbabwe vp mujuru launches new party  via @africareview
israeli pm to tour africa for entebbe raid 40th anniversary  via @africareview
africa today at a glance  
traditionalists back winnie #mandela as she fights for qunu home  
protests as kenyan teen shot multiple times by us policemen  via @africareview
uhuru wants more troops in somalia  via @africareview
31 killed in twin explosions in somalia's baidoa town  via @africareview
beijing woos africa's opinion-shapers  via @africareview
"byanyima: govts, global partners must join hands to avert humanitarian crisis  "
south african cities 'the best' in africa  
plot to kill zuma claim lands man in trouble  
niger opposition refuses to recognise presidential poll results  
africa today at a glance  via @africareview
french agency in deal to repair cameroon airport  via @africareview
kenya police boss orders 'bully' pilot arrest  via @africareview
zuma to lead au team to burundi to unlock dialogue  via @africareview
un chief brokers all-party talks in burundi  via @africareview
more deaths reported as un chief arrives in burundi  via @africareview
savimbi family demand state funeral for angolan rebel  via @africareview
university of pretoria students reject afrikaans  via @africareview
rt @nationfmke: #uganda's main opposition leader @kizzabesigye1 held by police. details w/ @teddyeugene at 1pm. #ugandadecides 
mugabe at 92: 
south africa tightens border controls over zika  
africa today at a glance  via @africareview
fifa presidency: no love for sexwale  
"museveni defends victory, dismisses rigging claims  via @africareview"
defeated car candidate concedes poll results despite ‘massive fraud’  via @africareview
south africa confirms first case of #zika virus 
"museveni declared winner, besigye party rejects results  "
"ugandan police surround opposition tally centre, teargas supporters  via @africareview"
"ugandavotes: police surround opposition party, fdc,  tally centre, teargas supporters "
touadera ‘comfortably’ leading in car presidential runoff  via @africareview
zimbabwe police teargas protesting war veterans  via @africareview
ghana bus crash death toll now 71  via @africareview
kizza besigye arrest confirmed by opposition party  via @africareview
rt @dailynation: uganda’s electoral commission extends voting time  #ugandadecides 
uganda votes:  
rt @bbcafrica: uganda's electoral commission says it's not aware of any order to block social media access  
rt @ntvkenya: al-shabaab deputy commander mahad karatey killed in kdf strike  
uganda blocks social media as polls under way
"rt @dailymonitor: voting has been suspended in kibale and kitagwenda counties, kamwenge district for directly elected mps after ballot boxe…"
gunmen kidnap former nigerian president's foster father  via @africareview
menengitis outbreak kills 142 in west africa  via @africareview
uganda's museveni in stern warning on poll violence  via @africareview
former un chief boutros-ghali is dead  via @africareview
innovation: 
somali jihadists al-shabaab claim holding crashed us drone  
south sudan affairs: 
museveni the man: 
africa today  
zambian president ready to 'accept' defeat  via @africareview
sa cargo plane grounded in harare over mysterious body  via @africareview
uganda opposition candidate besigye arrested  via @africareview
change won’t come easily for uganda (it never does)  via @africareview
drought wreaks havoc in north somalia  via @africareview
"rt @nationbreaking: south sudan rebel leader riek machar welcomes his appointment as vice president
"
"for the cheapest mobile call in africa, go to #somalia  "
opposition threatens to disrupt #zuma speech  
congolese plan 'dead cities' protests against kabila  via @africareview
opposition threatens to disrupt zuma speech  via @africareview
us officials warn of chaos in drc if kabila declines to surrender  via @africareview
activists plan demos against fresh term for kabila  via @africareview
sa traditional leaders want mandela grandson to relinquish  via @africareview
"rt @unctadkituyi: open now! accreditation for #unctad14 (nairobi 17-22 july).
apply before 30 april  "
ten agitators shot in southeast nigeria trying to keep #biafra dream alive  
ready to return? #bokoharam displaced reluctant to go home 
rt @bbcafrica: burundi's economy fell into recession last year amid political crisis  #bbcafricalive 
storm over envisaged #zambia parties alliance  
more join the bid to unseat the long-serving #nguesso  
rt @our_da: da presence outside of the #concourt. 
rt @africaarguments: the central african republic’s presidential run-off: mr clean vs. the prof - by @i_amten  
rt @the_eastafrican: intel vows to sell conflict-free mineral products  
"nigeria insists mtn must pay fine, refuses out of court truce  "
obama signs #powerafrica initiative into law  
africa today  
"un: over 58,000 somali children facing starvation  "
icc apologises for gbagbo witness blunder  via @africareview
rt @the_eastafrican: uganda's election is museveni’s to lose 10 key issues that will determine the outcome  
scientists say #zikavirus unlikely to spread in #africa  
madagascar to deploy drones for disaster management  
"rt @the_eastafrican: freed of sanctions, iranians are coming to east africa they plan to set up agribusinesses  htt…"
algeria reinstates term limit and recognises berber language  
somali plane bomb 'was hidden in laptop': intelligence officials  
"for $53,000, a nairobi hotel will lavish you with '50 shades of valentines'  "
was a man sucked out of plane mid-air in somalia a suicide bomber?  via @africareview
museveni has no time for presidential debate- official  
zuma's rich friends pledge support to settle #nkandla surcharge  
rwanda pours cold water on un claims of arming burundi rebels  
sudan resumes river transportation to south sudan  
oh no! more sex abuse claims foul un peace mission in car  via @africareview
nigerian pension heist suspect on interpol's cross-hairs  
the sudans finally douse flames of vexed oil transit fee row  via @africareview
congolese warlord on trial again after completing icc sentence  via @africareview
tanzania issues tough rules for diplomats  via @africareview
addis hosts us-africa business summit  via @africareview
zimbabweans spent $7m on condoms in 2015  
breaking: one killed in mystery somali plane blast  
ahead of uganda polls: 
zuma bows to pressure to repay for home 'upgrades'  
"zimbabwe ag, army officers accused of mugabe bomb plot  "
eastern africa has highest cases of unsafe abortions in the world ? 
africa today:  
who creates zika response unit  via @africareview
south sudan opposition backs igad stand  via @africareview
kenya revenue body freezes envoy's assets in tax row  via @africareview
congo opposition names presidential candidate  via @africareview
uganda unveils 'africa's first solar bus'  via @africareview
mortar shells target somalia palace  via @africareview
equatorial guinea bans  gbagbo trial talk  via @africareview
arms flows to south sudan rivals revealed in un report  via @africareview
africa today at a glance  via @africareview
kikwete appointed au special envoy to libya  via @africareview
"rt @the_eastafrican: chad president idriss deby elected chairman of african union, taking over from zimbabwe president robert mugabe."
iran seeks to revive stalled oil deal with kenya  
"rt @the_eastafrican: eritrea refutes forced polygamy story hoax, country's information minister yemane gebremeskel says story lacked truth …"
british pm set to visit kenya  via @africareview
kiir orders south sudan military to retreat from sudan border  via @africareview
zambia bishops condemn escalating pre-election violence  via @africareview
buhari pays state visit to kenya   via @africareview
kenya enlists hollywood stars to help fight poaching  via @africareview
zambia bishops condemn escalating pre-election violence  via @africareview
"court confirms car runoff results, cancels parliamentary results  via @africareview"
mass arrests in senegal over terror threats  via @africareview
cartoonist earns a name from making fun of egypt's president  via @africareview
kenya troops 'pull out of somali el-adde base'  via @africareview
congo's sassou-nguesso to seek third term in march vote  via @africareview
zambia ruling party splits  via @africareview
"us, uk deny recognising ‘biafra passports’  via @africareview"
kenya's deputy president seeks au help in icc case  via @africareview
anc veteran calls for fresh party leadership  via @africareview
sierra leone records a new ebola case  via @africareview
sa in fresh racism stir over 'ejection' of black teen from pool  via @africareview
nigeria shuts down refineries after militants attack oil pipelines  via @africareview
somalia fails to agree on system for president's election  via @africareview
sa opposition vows to tackle racism within its ranks  via @africareview
libya's unity government nominated  via @africareview
ivorian leader decries burkinabe arrest warrant on speaker  via @africareview
un security council envoys return to burundi  via @africareview
senegal submits president's reform to limit terms  via @africareview
suicide attackers kill 12 in north cameroon mosque  via @africareview
tanzania suspends tv and radio stations  via @africareview
gabon recalls ambassador from france amid major row  via @africareview
un envoy urges libyans to form unity govt without delay  via @africareview
