text,label,,,,,
",0,,,,,
rt @ftmideastafrica: zimbabwe’s new president seeks to build bridges with west ,0,,,,,
rt @ftmideastafrica: kenya’s maasai launch battle to protect their brand ,0,,,,,
rt @ftmideastafrica: kenyan setbacks fail to dent investor optimism ,0,,,,,
#angola central bank governor eyes move towards kwanza float ,0,,,,,
#kenya central bank holds main lending rate at 10% - reuters news ,1,,,,,
vtb in talks to prolong #angola's $1.5 bln loan to 10 years ,0,,,,,
#ghana central bank keeps policy rate unchanged at 20 pct ,0,,,,,
imf cuts south africa's growth forecast for next two years ,-1,,,,,
#nigeria expects $700 mln from international sources:  dmo ,0,,,,,
#angola to issue $2 bln eurobond in 2018 to ease debt burden ,0,,,,,
private debt can help drive #african growth  via @financialtimes,0,,,,,
rt @technology: cryptocurrencies are crashing  ,0,,,,,
#nigeria expects $700 mln from multilateral sources -dmo ,0,,,,,
"fitch revises #egypt's outlook to positive,,0,,,,
bank of #ghana sees more stable cedi in 2018 on lower inflation ,1,,,,,
#angola's kwanza weakens around 12% in latest forex auction ,-1,,,,,
moody's not anticipating #angola defaulting on its debt ,0,,,,,
#kenya secures $750 mln syndicated loan to pay off earlier loan ,1,,,,,
#nigeria's exchange to be publicly listed once bill is signed ,0,,,,,
rt @bbgafrica: nigeria’s world-beating stocks are riding on oil ,0,,,,,
"rt @bbgafrica: bloomberg news is looking for a stringer in abidjan,,0,,,,
rt @bbgafrica: nigerian interest rate drop still some way off even as inflation slows ,-1,,,,,
rt @bbgafrica: south african reserve bank names first woman to mpc since 2014 ,0,,,,,
"davido,,0,,,,
"rt @bbgafrica: angola kwanza weakens in first currency sale after peg ends,,,,,,
",0,,,,,
"rt @bbgafrica: naspers in talks to lead $200 million investment in online food-delivery company,,,,,,
",0,,,,,
rt @ftlifearts: we asked ft readers to recommend their titles of 2017. here's what they said. ,0,,,,,
rt @bbgafrica: from angola to zimbabwe: a guide to africa's key markets in 2018  ,0,,,,,
asiama’s departure will complete senior management overhaul at #ghana's central bank  via @business,0,,,,,
#angola joins long list of oil nations in ditching dollar peg  via @markets,0,,,,,
"pmis show expansion in #nigeria,,,,,0,
#kenya's president says he is retaining henry rotich as finance minister ,0,,,,,
a deputy governor of the bank of #ghana resigns ,0,,,,,
south africa's rand eyes longest weekly winning streak since 2002 ,0,,,,,
"nigerian stocks rise 1.5 pct to 3-week high,,1,,,,
#angola's depleting fx reserves led to currency easing: central bank ,1,,,,,
private equity-backed viathan issues #nigeria's debut 10-year guaranteed naira bond ,0,,,,,
#ghana’s smart new hotels lure winter sun seekers  via @financialtimes,0,,,,,
#nigeria stocks expected to rise next year on hopes of lower rates ,1,,,,,
#egypt's central bank keeps interest rates unchanged ,0,,,,,
"#africa development body,,0,,,,
#nigeria is exiting recession but economy remains vulnerable - imf ,0,,,,,
rt @ftmideastafrica: profile: cyril ramaphosa finally fulfils his political destiny ,0,,,,,
rt @reutersafrica: no clean sweep for south africa's ramaphosa in anc race ,0,,,,,
"rt @reutersafrica: in nigeria,,0,,,,
"rt @bbgafrica: from angola to zimbabwe: a guide to key african markets in 2018,,,,,,
",0,,,,,
rt @ftmideastafrica: cyril ramaphosa wins anc leadership race dealing blow to zuma ,0,,,,,
rt @reutersafrica:  dollar bonds extend gains as #ramaphosa elected anc leader ,1,,,,,
"rt @bbgafrica: ramaphosa wins anc leadership race,,,,,,
",0,,,,,
rt @reutersafrica: ecobank ivory coast subsidiary listed on west africa bourse ,0,,,,,
"rt @reutersafrica:  ramaphosa,,0,,,,
"rt @bbgafrica: angola is too small for four phone operators,,0,,,,
rt @bbgafrica: africa’s biggest company is ready to fix its tencent problem ,0,,,,,
rt @bbgafrica: south africa's ruling anc votes on new leader to replace president jacob zuma ,0,,,,,
ellen pao: ‘we need leaders who see harassment for what it is — a crime’  via @ft @ekp @jabdulai,0,,,,,
rt @ftmideastafrica: south africa’s anc faces its day of reckoning ,0,,,,,
foreign investment in egyptian securities rises to $19 bln  #egypt,1,,,,,
kenyan agency mulls $1.46 billion bond to fund road repairs  via @bpolitics #kenya,1,,,,,
sterling bank revives bond-sale plan as nigerian rates ease  via @business #nigeria,1,,,,,
the investor who won big in india is now eyeing vietnam and #nigeria  via @business,0,,,,,
#ghana seeks $750 million loan to replace diseased cocoa trees  via @markets,0,,,,,
#egypt's finance minister says expects jan inflation at 20% ,0,,,,,
"bitcoin tops $16,,1,,,,
retail giant steinhoff’s share rout raises scrutiny of transactions  via @wsj,0,,,,,
kenya’s growth seen at five-year low opposition leader announces upcoming ‘inauguration’   via @wsj,0,,,,,
zimbabwe moves to reverse mugabe economic legacy   via @wsj,0,,,,,
fitch cuts nigeria's 2017 gdp growth forecast to 1 pct ,-1,,,,,
steinhoff scandal knocks $12 bln off value in blow to tycoon wiese ,0,,,,,
rt @ftmideastafrica: world bank cuts kenya’s outlook for growth ,0,,,,,
bozoma saint john: ‘people love the uber product they don’t necessarily love the brand’  via @ft #ghana @badassboz,0,,,,,
"rt @bbgafrica: here's what emerging-market pioneer mark mobius would do with $100,,0,,,,
"rt @bbgafrica: dreyfus money manager watches nigeria after betting on china,,,,,,
",0,,,,,
rt @bbgafrica: sterling bank resuscitates bond-sale plan as nigerian rates ease ,0,,,,,
"rt @bbgafrica: steinhoff share price plunge nears 90% as debt cut to junk,,,,,,
",0,,,,,
rt @bbgafrica: global banks have billions at risk as steinhoff scandal deepens ,0,,,,,
rt @bbgafrica: africa's richest woman prepares new deals after losing oil post ,0,,,,,
supermarket chain’s collapse shows perils of #africa’s hottest retail market  via @wsj,-1,,,,,
rt @reutersafrica: nigeria suspends sec head to probe alleged financial misconduct ,0,,,,,
the #bloomberg50: our list of people who changed the world this year  via @business,0,,,,,
"rt @bbgafrica: it’s hot money,,,,,,
",0,,,,,
"rt @bbgafrica: cash trickles back into zimbabwe as banks stock teller machines,,,,,,
",0,,,,,
rt @bbgafrica: angola plans to open up telecoms industry to foreign bidders ,0,,,,,
rt @reutersafrica: #zambia says 'must have' $1.3 bln imf loan in place in 2018 ,0,,,,,
rt @reutersafrica: imf to send mission to #zimbabwe in coming days ,0,,,,,
rt @reutersafrica: barclays announces final sale of stake in barclays africa ,0,,,,,
rt @reutersafrica: nigerian capital inflows more than doubled in q3 to $4.2 bln ,1,,,,,
rt @ftmideastafrica: zimbabwe’s chance to follow the china model ,0,,,,,
rt @ftmideastafrica: mnangagwa names first post-mugabe zimbabwe cabinet ,0,,,,,
rt @technology: uber’s losses widen as softbank launches its bid to buy shares  ,0,,,,,
#bitcoin topped a record - critics and backers alike - varying degrees of views. ,0,,,,,
"#kenya president sworn in,,0,,,,
cost of hard currency tumbles in #zimbabwe  via @markets,-1,,,,,
#kenya president pledges unity as he’s sworn in for a disputed second term  via @bpolitics,0,,,,,
"it's hot money,,,0,,,
#zambia says 'must have' $1.3 bln imf loan in place in 2018 ,0,,,,,
rt @bbgafrica: a blockchain venture wants to change african farming forever ,0,,,,,
"rt @cnbcafrica: kenya president uhuru kenyatta sworn in for second,,0,,,,
zimbabwe president mnangagwa appoints chinamasa acting finance minister ,0,,,,,
nigerian capital inflows more than doubled in q3 to $4.2 bln ,1,,,,,
rt @technology: softbank will offer to buy shares in uber at a price that would value the company at 30% less than its most recent $69 bill…,1,,,,,
fitch affirms zambia at 'b' outlook negative ,0,,,,,
kenyan president to be sworn-in as opposition prepares to hold rival rally ,0,,,,,
rt @ftmideastafrica: mnangagwa appoints ally as finance chief ,0,,,,,
econet looking to list #zimbabwe  via @technology,0,,,,,
#kenya seeks proposals for $2 billion #eurobond sale  via @business,0,,,,,
ghana cut its benchmark interest rate to the lowest in more than three years  via @markets,0,,,,,
"investors undeterred by south africa's tumble to junk ""buying the dips"" ",0,,,,,
"three of #africa's biggest phone-tower firms plan 2018 ipos,,0,,,,
#zimbabwe cabinet picks to show if mnangagwa is breaking with the past ,0,,,,,
"south africa's weak growth,,-1,,,,
#ghana central bank cuts policy rate by 100 basis points to 20% ,0,,,,,
#nigeria set for $3 billion bond sale as pricing suggests favorable demand  via @wsj,0,,,,,
out of #africa: kkr disbands african private-equity team  via @wsj,0,,,,,
"south africa to outline ""decisive"" policy in 2018 after debt rating cut ",0,,,,,
"s&p downgrades south africa's local currency debt to ""junk"" status ",-1,,,,,
ratings cut? south africa's local bonds already trade as junk ,-1,,,,,
how 'princess' of #angola lost her oil crown ,0,,,,,
"#kenya's small firms keep economy resilient despite political storm,,0,,,,
"fitch keeps south africa's credit ratings unchanged at bb+,,0,,,,
"south africa's weak growth,,0,,,,
#namibia's president says won't seek imf or world bank bailouts ,0,,,,,
an african telecoms group is looking into selling shares on the london stock exchange  via @technology,0,,,,,
"rt @bbgafrica: econet seeks $8b #zimbabwe listing ,,,,,,
",0,,,,,
kenya central bank holds main lending rate at 10.0 pct ,0,,,,,
"zimbabwe's economic situation ""very difficult"": imf mission chief ",-1,,,,,
zambia moves to slow down debt accumulation as it seeks imf aid ,0,,,,,
"south africa holds repo rate,,-1,,,,
rt @ftmideastafrica: robert mugabe offered immunity from prosecution after resigning ,0,,,,,
"rt @bbgafrica: the ‘crocodile’ emerges as the improbable savior of zimbabwe,,,,,,
",0,,,,,
a startup disrupting the prescription drug business in #africa is getting major silicon valley support… ,0,,,,,
rt @bbgafrica: a week of desperation inside mugabe's losing struggle to stay in power ,0,,,,,
rt @reutersafrica: mnangagwa will be sworn in as #zimbabwe president - zanu-pf  ,0,,,,,
#mugabe resignation a bright spot in a world where the political landscape has been topsy turvy at best? #zimbabwe… ,0,,,,,
rt @bbgafrica: the most striking images from robert mugabe's 37-year rule in zimbabwe  ,0,,,,,
rt @ftmideastafrica: robert mugabe steps down as president of zimbabwe ,0,,,,,
rt @ftmideastafrica: zimbabwe crisis turns spotlight on china’s role in africa ,0,,,,,
"#zimbabwe's mugabe resigns,,0,,,,
#nigeria holds benchmark interest rate at 14 pct ,1,,,,,
#mozambique's inflation slows to 8.35 percent y/y in october ,1,,,,,
"rt @finminnigeria: nigeria floats us$3bn dual-tranche bond,,1,,,,
rt @hmkemiadeosun: i'm pleased to announce the successful pricing of nigeria's 4th eurobond—a 10-year bond at a yield of 6.5% and a 30-year…,1,,,,,
rt @ftmideastafrica: kenya’s supreme court clears way for kenyatta to be sworn in ,0,,,,,
rt @ftmideastafrica: ousted vice-president refuses to return to zimbabwe ,0,,,,,
#nigeria comes to market with two part eurobond deal in a bid to raise $3 billion #africa ,1,,,,,
rt @bbgafrica: mugabe's woes wipe out $5 billion from zimbabwe's skewed stocks ,-1,,,,,
rt @bbgafrica: mugabe era draws to a close in zimbabwe as impeachment looms ,0,,,,,
"rt @bbgafrica: bidvest bank buys finglobal to build financial services offering,,,,,,
",0,,,,,
rt @ftmideastafrica: african debt servicing costs hit 16-year high ,-1,,,,,
rt @ftmideastafrica: war veterans ramp up pressure on mugabe after his defiant speech ,0,,,,,
rt @bbgafrica: zimbabwe's ruling party says mugabe was informed of impeachment plan ,0,,,,,
"rt @fifipeters: buckle up southern africa,,0,,,,
ex-zambian leader kaunda sent to convince mugabe to go: source ,0,,,,,
#kenya's supreme court upholds kenyatta's presidential win ,0,,,,,
nigerian economy grows 1.4 pct in q3: stats office ,1,,,,,
zimbabwe's mugabe calls for cabinet meeting on tuesday ,0,,,,,
rt @reutersafrica: #mugabe given until noon monday to quit as president of #zimbabwe ,0,,,,,
rt @bbgafrica: zimbabwe's economy is in free-fall as robert mugabe prepares to stand down  ,-1,,,,,
rt @bbgafrica: zimbabwe's mugabe may face impeachment after shocking the nation by refusing to step down  ,0,,,,,
"angola in ""mild recovery"" but macroeconomic challenges remain:imf ",0,,,,,
central banks in nigeria and kenya to hold rates next week ,0,,,,,
mugabe defies demands to quit as #zimbabwe's leader after party fires him ,0,,,,,
#ghana govt sees 2017 economic growth at 7.9 pct ,1,,,,,
"#angola in ""mild recovery"" but macroeconomic challenges remain:imf ",0,,,,,
rt @trevorncube: i can confirm that flights in and out of #zimbabwe are operating per normal. air zimbabwe took off for bulawayo this morni…,0,,,,,
rt @bbgafrica: kenya's economy could face a bleak 2018 ,0,,,,,
rt @bbgafrica: armed forces seize power in zimbabwe but deny it's a military coup against robert mugabe  ,0,,,,,
rt @bbgafrica: bitcoin prices are going wild in zimbabwe  ,-1,,,,,
rt @bbgafrica: opposition leader tendai biti says the “coup” carried out by zimbabwe’s military offers an opportunity for the country to br…,0,,,,,
"#zimbabwe army launches takeover against 'criminals' around mugabe,,0,,,,
south africa seen keeping rates at 6.75 pct ,1,,,,,
rt @bbgafrica: how mobile communication is driving africa's economic growth  #abmi2017 ,0,,,,,
rt @bbgafrica: kenya's government takes control of kenya airways in a debt swap ,1,,,,,
"rt @bbgafrica: #ghana president speaks on democracy,,,,,,
",0,,,,,
south africa's treasury turmoil sends rand to one-year low ,-1,,,,,
south africa strains pushes debt insurance costs to 4-month high ,-1,,,,,
dangote cement shares trade in off-market deal worth $86 mln ,1,,,,,
government raises #kenya airways stake in debt swap deal ,1,,,,,
peugeot launches joint venture to build cars in algeria ,0,,,,,
uber board strikes agreement to pave way for softbank investment | article [amp] | reuters ,0,,,,,
"rt @technology: lyft is set to claim a third of u.s. market in 2017,,0,,,,
rt @ftmideastafrica: maputo works to restore calm after $2bn loan scandal ,1,,,,,
nigeria’s booming start-up scene draws foreign investment ,1,,,,,
how to build the perfect power desk ,0,,,,,
fitch affirms rwanda at 'b+' outlook stable ,0,,,,,
kenya's arm cement looking for a strategic investor ,0,,,,,
kenya offers bigger share of oil revenue to local communities ,0,,,,,
"petrobras,,0,,,,
mozambique to approve anadarko's gas field plan this month - minister ,0,,,,,
"mozambique needs imf,,0,,,,
"ghana names fieldstone,,0,,,,
"egypt,,1,,,,
rt @bbgafrica: arm cement of  #kenya is an acquisition target ,0,,,,,
rt @bbgafrica: south africa central bank has little policy space to boost growth ,0,,,,,
rt @bbgafrica: #nigeria seeks to narrow budget gap with rise in non-oil revenue  #economy,0,,,,,
nigeria plans $2.3 bln in oil asset equity restructuring: dmo ,0,,,,,
"mozambique needs imf,,0,,,,
rt @bw: the most expensive home ever seized in new york city has found a new owner  ,0,,,,,
"rt @bbgafrica: ramaphosa has early edge in race to replay zuma as anc president,,,,,,
",0,,,,,
rt @bbgafrica: nigeria’s buhari proposes 16% increase in spending for 2018 ,0,,,,,
"rt @bbgafrica: kenya's western allies urge talks to break elections impasse,,,,,,
",0,,,,,
#ghana's consumer price inflation falls to 11.6 pct in october ,1,,,,,
#nigeria bonds shrug off moody's downgrade as investors seek yield ,0,,,,,
imf urges south africa to launch reform plan to boost economy ,0,,,,,
rt @bbcworld: snapchat owner plunges as losses continue ,0,,,,,
rt @bbgafrica: #ghana misses $816 million bond target after extended bidding ,-1,,,,,
rt @bbgafrica: ramaphosa appears to have early edge in race for anc presidency ,0,,,,,
finland's nokia joins vodacom to trial 5g technology in south africa ,0,,,,,
#uber bullish on #africa despite opposition from local taxi firms ,0,,,,,
"#kenya's economic growth to rebound in 2018,,0,,,,
"rt @bbgafrica: business is easier in nigeria,,,,,,
",0,,,,,
"rt @bbgafrica: sub-saharan dollar bonds attract investors hungry for yield,,,,,,
",0,,,,,
"rt @bbgafrica: diary of an african cryptocurrency miner,,,,,,
",0,,,,,
"rt @bbgafrica: africa holds promise for mobile carrier's banking service: chart,,,,,,
",0,,,,,
rt @bbgafrica: abraaj is said to delay ipo of s. african consumer firm libstar ,0,,,,,
rt @bbgafrica: investors aren't ready to call end to #nigeria's currency problem  #naira,0,,,,,
rt @bbgafrica: africa's largest bank challenges u.k. lenders with aldermore buy ,0,,,,,
rt @bbgafrica: kenyan politician files petition to overturn result of repeat election ,0,,,,,
rt @bbgafrica: south african airways seeks investor to revive its fortunes ,0,,,,,
petition filed at kenya's supreme court challenging election results ,0,,,,,
kosmos expects to resume drilling on ghana's ten project in early 2018 ,0,,,,,
"focused on ending hunger,,0,,,,
ghana sells less than targeted of 10-year energy bond ,-1,,,,,
imf sees uganda 2017/18 growth at 5 percent ,0,,,,,
uk's aldermore agrees $1.3 bln takeover by firstrand ,0,,,,,
zambian president warns judges of chaos if they block his re-election ,0,,,,,
diamond bank to sell west africa units to focus on nigeria ,0,,,,,
ghana's cocobod says clearing debts after wasteful spending ,0,,,,,
ghana to issue domestic dollar bond next week - arrangers ,0,,,,,
private equity fund norfund shifts focus to west africa - ceo ,0,,,,,
imf cuts cameroon gdp growth forecast to 3.7 pct for 2017 ,1,,,,,
south africa not considering imf bailout for now  - treasury official ,0,,,,,
kenya economy to fare better after elections than post-2008 vote ,0,,,,,
"rt @manutd: jose: ""tottenham beat liverpool 4-1,,,0,,,
#angola's net reserves fall to $15.1 billion in september ,-1,,,,,
#kenya's inflation slows to 5.72 percent in october ,1,,,,,
#ghana's esla to pay 19.0 pct yield on 7-yr tranche of energy bond ,0,,,,,
heineken to double beer production in ivory coast to meet greater thirst ,0,,,,,
#nigeria's access bank eschews m&a in #ghana growth strategy ,0,,,,,
#kenya's top share index jumps 1.49 pct after presidential vote result ,1,,,,,
no election in #kenya is better than a flawed election  via @ft,0,,,,,
#zambia's inflation slows to 6.4 y/y in october ,1,,,,,
#nigeria's cabinet approves draft 2018 budget - minister ,0,,,,,
#namibia central bank leaves lending rate unchanged at 6.75% ,0,,,,,
#mozambique cuts key lending rate to 22 percent on falling inflation ,1,,,,,
ivory coast to auction 22 new blocks for hydrocarbon exploration ,0,,,,,
vodacom #tanzania sells helios towers stake for $58.5 mln ,1,,,,,
#chad hires rothschild to advise on $1 bln glencore debt - sources ,0,,,,,
"rating agencies downbeat on south african budget deficit,,-1,,,,
#ghana extends debut energy bond sale due to strong interest- arrangers ,0,,,,,
#kenya vote delayed to oct. 28 in four counties - commission ,0,,,,,
south african markets reel from budget shock ,0,,,,,
political path to trump south africa's near-term economic woes - s&p ,0,,,,,
#kenya's foreign debt investors take election turmoil calmly ,0,,,,,
"rt @reutersafrica: in kenya opposition stronghold,,0,,,,
rt @reutersafrica: transferwise resumes nigeria money transfers citing confidence in naira ,0,,,,,
"rt @reutersafrica: #nigeria's new 650,,0,,,,
rt @reutersafrica: west african leaders plan shared currency by 2020 ,0,,,,,
rt @reutersafrica: #uganda expects up to $20 bln oil sector investment in next 3-4 years ,0,,,,,
rt @reutersafrica: #kenya crisis deepens as vote delay petition goes unheard ,0,,,,,
rt @reutersafrica: kenya election board head: elections will go ahead thursday as scheduled  ,0,,,,,
"rt @reutersafrica: kenya opposition leader urges vote boycott,,0,,,,
rt @bbgafrica: #kenya election set to go ahead after supreme court fails to hear case  #electionske,0,,,,,
"rt @bbgafrica: south africa signals rising debt as ratings downgrades loom,,,,,,
",0,,,,,
rt @bbgafrica: the rand slid to the lowest in more than six months over fiscal deficit fears ,0,,,,,
rt @bbgafrica: traders prepare for a rate hike in south africa as the rand tanks ,0,,,,,
@hotspurtickets rt looking for a single for next wednesday game against madrid.,0,,,,,
@hotspurtickets any solo tickets available for madrid game next wednesday?,0,,,,,
"my fashion nationalism,,0,,,,
barcelona to offer messi lifetime deal ,0,,,,,
rt @bbgafrica: moody’s sees angola as no-go zone for u.s. banks ,0,,,,,
rt @manutd: ft: huddersfield 2 #mufc 1. #hudmun ,0,,,,,
"rt @financialtimes: video: my fashion nationalism,,0,,,,
rt @bbgafrica: nigerian inflation stays sticky as food costs climb ,-1,,,,,
rt @bbgafrica: kenyan election body seeks to break impasse as it meets president ,0,,,,,
"in #ghana,,0,,,,
barrick gold to give tanzania mines stake and $300 mln to end dispute ,1,,,,,
dangote cement still interested in south africa's ppc: ceo ,0,,,,,
imf #mozambique aid resumption unlikely next year: official ,0,,,,,
"#kenya president snubs vote crisis meeting,,0,,,,
#ghana attracts interest for sale of thermal power plant stakes ,0,,,,,
#kenyan election board chairman says hard to guarantee free election ,0,,,,,
#ghana cocobod in talks for $500 mln china exim bank loan ,0,,,,,
south africa's cpi quickens to 5.1 percent year/year in september ,-1,,,,,
#nigeria looks to food exports to boost fx income after oil shock ,0,,,,,
#kenya faces high political uncertainty but institutions stronger: cenbank gov ,0,,,,,
"south africa's cabinet changes rattle bonds,,0,,,,
"south africa's cabinet changes rattle bonds,,0,,,,
"mckinsey ""embarrassed"" by failings in south #africa scandal ",0,,,,,
#zambia and imf agree to chart path towards debt sustainability ,0,,,,,
"rt @investinafrica: africa's best stock markets ytd: malawi +46.7%,,,1,,,
@ronakgopaldas > 4.70 :),0,,,,,
"silicon valley loses out on #africa startups,,0,,,,
#africa's economic future depends on its farms ,0,,,,,
#nigeria’s vice president says investor interest ‘remains strong ,0,,,,,
nigerian bank just sold most expensive emerging-market bond ,1,,,,,
#ghana preparing $1.4 billion bond sale to clear energy debt ,0,,,,,
#ghana cocoa regulator faces more than $280 million shortfall ,-1,,,,,
#gabon proposes 2018 budget increase despite ongoing oil slump ,0,,,,,
#ghana to keep cocoa farmer price unchanged for 2017/18 season: document ,0,,,,,
sub-saharan africa economic growth to pick-up next year ,0,,,,,
short review: nollywood by emily witt  via @ft,0,,,,,
#kenya election re-run puts further damper on economy ,0,,,,,
investors undeterred as south africa bond inflows soar ,0,,,,,
# africa's contemporary art finds a home in cape town museum ,0,,,,,
#nigeria's dangote no longer interested in south african ppc tie-up ,0,,,,,
"@manutdspares @mufc_tickets_  @mufc_tickets looking to pick up single game ticket spurs at home oct 27th,,0,,,,
how #rwanda became the most unlikely tourist destination in #africa  via @luxury,0,,,,,
#kenya's inflation at 7.06 percent year-on-year in september ,-1,,,,,
s&p says republic of #kenya 'b+/b' ratings affirmed outlook stable‍​ ,0,,,,,
#ghana gdp growth rises to 9.0 pct in q2 2017 ,1,,,,,
"#zambia sees higher growth,,0,,,,
"#nigeria aims to issue $2.5 billion eurobond by mid-nov,,0,,,,
what does an african superhero look like?  via @ajstream,0,,,,,
imf approves one-year extension of ghana aid programme -sources  #ghana,0,,,,,
sub-saharan africa economic growth to recover slightly in 2017: imf  via @reuters,0,,,,,
africa’s youngest billionaire’ is less successful than he seems  @ashishjthakkar @maragrp #africa,0,,,,,
nigeria seeks ‘cheapest possible money’ to finance infrastructure -   via @ft,0,,,,,
nigeria eyes china’s panda bond market to help plug $11bn deficit -   via @ft,0,,,,,
nigeria may save cash for oil projects to make up budget shortfall-finance minister ,0,,,,,
kenya a rare bright spot in emerging markets gloom -   via @ft,0,,,,,
helios said working with citigroup to sell interswitch  via @business,0,,,,,
axa targets africa customers with $84 million online investment  via @technology,1,,,,,
"nigeria seeks $3.5 billion in loans from world bank,,0,,,,
"verod’s idiahi on african economy,,0,,,,
nigerian growth rate seen rising from lowest this century  via @business,0,,,,,
nigeria's national oil company posts $1.3 billion full-year loss  via @business,0,,,,,
etisalat sues mtn over deal for nigeria online firm visafone  via @technology,0,,,,,
zambia cuts local debt auction sizes after yields hit record  via @business,0,,,,,
kenya calls on g20 to coordinate currency policy to curb turmoil  via @business,0,,,,,
norway fund mulls w. africa expansion with ghana investments  via @business,0,,,,,
"anglogold seeks obuasi ghana solution this year,,0,,,,
#africa internet group set to become continent’s first ‘unicorn’ -   via @ft,0,,,,,
african private equity investment slides 69% -   via @ft,1,,,,,
@melissafrakman @empea @ey_emergingmkts thanks for sharing.,0,,,,,
nigerian fintech company interswitch could become #africa’s first public startup unicorn  via @techcrunch,0,,,,,
"tanzania central bank sees strong economy,,0,,,,
"south africa’s rand may weaken to 19 per dollar,,-1,,,,
rand weakens to record low as nomura predicts more losses  via @business,0,,,,,
zambia consumer prices climb most since 2003 as kwacha slides  via @business,0,,,,,
"first quantum to cut 730 jobs at zambia copper mine,,0,,,,
uganda to raise more concessional loans for infrastructure plans  via @business,0,,,,,
kenya prosecutor says no evidence of crime in eurobond spending  via @business,0,,,,,
imf chief calls on nigeria to raise vat as budget strained  via @business,0,,,,,
naira forwards hint nigeria may be next to devalue: chart  via @business,0,,,,,
mtn buys visafone of nigeria as court mulls $3.9 billion penalty  via @technology,1,,,,,
"south africa's zuma says reaction to sacking finance minister ""an exaggeration"" ",0,,,,,
ghana says has fixed power deficit that caused years of blackouts ,0,,,,,
