text,label,,,
"cheaper smartphones set pace for mobile growth,,1,,
kwale snake chammer subdues a python with a kiss the snake was aggressive and b ,0,,,
cheaper smartphones set the pace for mobile growth the cost reduction is being at ,1,,,
cheaper smartphones driving mobile penetration the cost reduction is being at ,1,,,
"former nation md joins standard group board ms juliana rotich,,0,,
jeff koinange isn’t as smart as he’d like you to believe veteran journalist under fire ,0,,,
standard dons a brave face as it sinks deeper in the red the group mainly attributes th ,0,,,
standard dons a bold face as it sinks deeper in the red the group mainly attributes th ,0,,,
standard group dives into red the group mainly attributes th ,0,,,
"standard names former nation md to its board ms juliana rotich,,0,,
meet kwale man who is at home with snakes mwachambuli haji  crisscrosses ,0,,,
us firm launches self-service laundry system in kenya the unveiling of commercial la ,0,,,
barclays takes on m-swari with timiza launch lender wants to attract at lea ,1,,,
floods could contaminate water sources: davis & shirtliff leading water and energy solut ,0,,,
floods could contaminate water sources: davis & shirtliff  leading water and energy solu ,0,,,
is jeff koinange overrated? critics agree veteran journalist under fire ,0,,,
woman sues national bank ceo for sexual assault ,0,,,
"enjoy,,,,
,,,,
1. free minor servicing at all shell stations countrywide,,,,
2. discounts on car lubricants.  ,,,,
3. monthly plans… ",0,,,
"you can now pay all your bills via safaricom platinum. ,,,,
,,,,
upgrade/download mysafaricom app>  ,,,,
,,,,
#wefocusonyou",0,,,
"safaricom platinum offers cheaper plans on data,,1,,
kenya to host continental congress on cleft lip and palate the theme of the congress will ,0,,,
kfs appeals ruling barring it from constructing new ferries appellate judges alnashir visr ,0,,,
get deals for your wheels with @safaricomplc platinum. enjoy discounts on lubricants and minor servicing at shell s… ,0,,,
keroche billionaire’s daughter sued over sh19.9m loan she has admitted she borrowed ,0,,,
businessman sues annerlisa muigai over sh19.9 loans she has admitted she borrowed ,0,,,
"share infrastructure to boost rural africa coverage,,0,,
"zakaria hersi named head of truecaller’s nairobi office in this position,,0,,
ntv anchor takes over swale mdoe’s job at citizen tv jamila mohamed has resigned fr ,0,,,
"with safaricom platinum,,,1,
flight attendant dies after tumbling from emirates plane the exact cause of the inciden ,0,,,
taxify gets into boda boda service to incentivise taxify boda dri ,0,,,
chris kirubi’s first public appearance after treatment the silence from his family an ,0,,,
taxify unveils boda boda service to incentivise taxify boda dri ,0,,,
sk macharia raids nmg and standard insiders see the expansion of ,0,,,
mombasa road closed as river athi bursts into homes thousands set to be affected a ,0,,,
flooding forces closure of mombasa road thousands set to be affected a ,0,,,
flooding forces closure of mombasa road hundreds of motorists are set ,0,,,
flooding forces closer of nairobi-mombasa highway hundreds of motorists are set ,0,,,
empowering generation z through technology africa needs to consider that ,0,,,
"meet the generation that can’t live without social media unlike millennials,,0,,
meet the generation that can’t live without social media a new generation is emerging a ,0,,,
introducing generation z a new generation is emerging a ,0,,,
stanbic africa eyes more stake in kenyan operation standard bank group subsidiary ,0,,,
ntsa guide for drivers and pedestrians in heavy rains director general francis meja ,0,,,
ntsa calls for caution as rains flood roads director general francis meja ,0,,,
one rule you must remember when carrying an umbrella as with a sword or a gun — ser ,0,,,
"kirubi: if you’re poor,,0,,
uap announces 46% increase in net profit ceo peter mwangi says the busi ,1,,,
cbk oks telkom’s entry into mobile money market apex bank says move will provi ,1,,,
cbk oks telkom’s into mobile money market apex bank says move will provi ,1,,,
first visa’s everywhere initiative in sub sahara africa unveiled entrants will compete for a ch ,1,,,
government to provide land in sh2.6 trillion housing project cs james macharia says they ta ,1,,,
"10,,1,,
moving floods photos that show nairobi is a ticking timebomb the flooding once again put th ,0,,,
co-op bank 2017 profits drops to sh11.4b group managing director and ce ,-1,,,
co-op bank fy 2017 profits drops to sh11.4b group managing director and ce ,-1,,,
chris kirubi’s first public appearance after treatment the silence from his family an ,0,,,
chris kirubi makes first public appearance after treatment the silence from his family an ,0,,,
ntv anchor takes over swale mdoe’s job at citizen tv jamila mohamed has resigned fr ,0,,,
ntv’s jamila mohamed to take over swale mdoe’s job ntv kiswahili news anchor jami ,0,,,
"kenya offers many unique experiences,,,,
#tembeakenya",0,,,
uproar as police target standard reporter over jkia story according to the letter seekin ,0,,,
"when you visit kenya,,,,
#tembeakenya",0,,,
"ntv,,0,,
police seek journalist over jkia security breach story according to the letter seekin ,0,,,
yet another reporter quits business daily though ict writer muthoki mumo ,0,,,
yet another reporter quits business daily though ict writer muthoki mu ,0,,,
"kenya is a land of adventure and excitement. whatever you are looking for,,0,,
from a relaxing spa experience to high fashion to ideas for a morning workout at karura forest. nairobi has these a… ,0,,,
8 simple ventures that earn you money from the rains whether you see the rainy seas ,0,,,
sk macharia raids nmg and standard insiders see the expansion of ,0,,,
landlords resort to dirty tactics to force out nakumatt from switching off electricity ,0,,,
flash floods cut off mai maihu-narok road heavy rains caused massive da ,0,,,
"safaricom platinum offers cheaper plans on data,,0,,
lsk moves to oust matiang’i over tv shutdown law society files petition in ,0,,,
lsk moves to oust matiang’i over tv shutdown law society filed petition in ,0,,,
"camp at mount suswa,,,,
#tembeakenya",0,,,
"you can now pay all your bills via safaricom platinum. ,,,,
,,,,
upgrade/download mysafaricom app> ",0,,,
rt @safaricomplc: it may be the middle of the month but that doesn’t mean you can’t switch things up. embark on this captivating experience…,0,,,
micro-lending app okash lands in kenya okash enables users to access  ,0,,,
where to go camping in nairobi this easter friends and tourists looking f ,0,,,
kenya’s economic success lies in value-driven citizenry we have failed to utilise the ,0,,,
"don wins sh5m grant to study how facebook helps fight crime dr duncan omanga,,0,,
get deals for your wheels with @safaricomplc platinum. enjoy discounts on lubricants and minor servicing at shell s… ,0,,,
lorna irungu: the woman with nine lives after undergoing three kidney ,0,,,
download the mysafaricom app on android or ios and upgrade to safaricom platinum today.check out these awesome feat… ,0,,,
gina din picks former radio presenter as ceo with over 20 years work experi ,0,,,
woman sues national bank ceo for sexual assault asanta samantha luku claims wi ,0,,,
job opportunity: sex doll tester to earn sh5 million the job description includes f ,0,,,
interswitch to build and rollout telkom’s new t-kash the solutions will hasten the ,0,,,
former nation business editor to head safaricom communications wachira kang'aru takes over fr ,0,,,
"senator millicent omanga on politics,,0,,
joe ageyo gets biggest editorial position at royal media tension at ktn as senior edito ,0,,,
royal media in a fix over linus kaikai’s loans to woo the veteran journalist ,0,,,
"senator millicent omanga on politics,,0,,
cargo handlers protest forced sgr use chief of staff joseph kinyua i ,0,,,
seven tricks on how to get rich at a young age it is every individual's dream ,0,,,
trump fires secretary of state after kenyan trip he was on an official tour of ,0,,,
trump fires tillerson after kenyan trip he was on an official tour of ,0,,,
trump fires tillerson after kenyan trip us president donald trump has ,0,,,
trump fires tillerson a day after departing kenya us president donald trump has ,0,,,
uhuru picks noordin haji to become new dpp president announced his pick v ,0,,,
sanlam kenya hails africa’s largest insurance firm acquisition deal acting group ceo george kuria ,0,,,
former nation business editor to head safaricom communications wachira kang'aru takes over fr ,0,,,
former nation business editor wachira kang’aru to head safaricom communications wachira kang'aru takes over fr ,0,,,
wachira kang’aru returns to safaricom former daily nation business e ,0,,,
lorna irungu: day she got a second chance in life after undergoing three kidney ,0,,,
"enjoy,,,,
,,,,
1. minor servicing at all shell stations countrywide,,,,
2. discounts on car lubricants.  ,,,,
3. monthly plans of v… ",0,,,
lorna irungu appointed gina din group md with over 20 years work experi ,0,,,
another landlord seeks to evict nakumatt munga holdings says it has suf ,0,,,
plans to privatise sugar firms get into high gear national land commission (nlc) ,0,,,
joe ageyo gets biggest editorial position at royal media tension at ktn as senior edito ,0,,,
interswitch to build and rollout telkom’s new t-kash the solutions will hasten the ,0,,,
"former ktn boss makes a comeback katua nzile,,0,,
"safaricom to reward lipa na m-pesa customers the promotion,,0,,
lessons from kenya as fibre “land grab” gets underway competition in africa’s fibre ,0,,,
katua nzile makes a retun to ktn ven before ktn managing editor ,0,,,
royal media in a fix over linus kaikai’s loans to woo the veteran journalist ,0,,,
royal media in a fix over linus kaikai’s sh20m loans to woo the veteran journalist ,0,,,
safaricom to reward lipa na m-pesa customers safaricom on tuesday launched ,1,,,
you can now pay all your bills via safaricom platinum. download mysafaricom app and join the world of privileges>… ,0,,,
"join safaricom platinum and enjoy major discounts on food,,,,1
business today editor teaching at us university a former business today editor ,0,,,
uhuru launches china-based doctoral scholarships the scholarship programme will ,0,,,
kenya re md shown the door board decision follows a revie ,0,,,
"telkom takes on m-pesa,,1,,
sub saharan africa’s first cyber security training centre launched serianu’s cyber immersion cent ,0,,,
"rt @safaricomplc: experience a world of privilege starting today with safaricom platinum. #wefocusonyou,,,,
find out more at ",0,,,
rt @safaricomplc: when he texts you “be ready in 5”. find out more about safaricom platinum's eatout offers at  and…,0,,,
"safaricom platinum offers cheaper plans on data,,0,,
gionee targets trendy kenyans with s11 lite smartphone the s11 lite is dual sim and c ,0,,,
"safaricom platinum provides you with an effortless mobile plan,,0,,
join safaricom platinum and enjoy great deals and discounts.get reminders on all scheduled payments and more>… ,1,,,
lady strikes big business in keeping luggage in city centre mercy njeri operates an agency ,0,,,
doctors protest being ‘paid too much’ the group say they are offende ,0,,,
president uhuru’s call that sealed linus kaikai’s fate the former ntv general manager ,0,,,
doctors protest being ‘paid too much’ the group say they are offende ,0,,,
doctors protest at being ‘paid too much’ the group say they are offende ,0,,,
lady strikes big business in keeping luggage in city centre mercy njeri operates an agency ,0,,,
president uhuru’s call that sealed linus kaikai’s fate the former ntv general manager ,0,,,
"only 10 kenyans are super-rich,,0,,
bank seizes swaleh mdoe’s mercedes-benz citizen tv anchor told former ,0,,,
seven tricks on how to get rich at a young age it is every individual's dream ,0,,,
kbl rewards spirits lovers with sh11 million the 12-week promotion dubbed ‘ ,1,,,
seven tricks on how to get rich at a young age it is every individual's dream ,0,,,
"safaricom platinum offers cheaper plans on data,,1,,
china-made smartphones flagged for spying on users top security and defence offic ,0,,,
bitter-sweet secrets of uhuru-raila meeting given the nature of kenya's po ,0,,,
"secrets of uhuru,,0,,
"safaricom platinum is a @safaricomplc lifestyle product tailored to cater and focus on you...join here>,,,,
#wefocusonyou",0,,,
"rt @safaricomplc: if you knew there was a hero out there designed just to cater to your needs,,0,,
kbl unveils sh11m “win-a-ride 2” competition the 12-week promotion dubbed ‘ ,1,,,
"uhuru,,0,,
bank seizes swaleh mdoe’s mercedes-benz citizen tv anchor told former ,0,,,
"popular milele fm host nzula makosi quits makosi,,0,,
ngare ndare is a favorite location if you are looking to have fun and unwind with family or friends #tembeakenya ,0,,,
get deals for your wheels with safaricom platinum. enjoy discounts on lubricants and minor servicing at shell servi… ,0,,,
"popular milele fm host nzula makosi quits makosi,,0,,
nmg sinks sh150m in new publishing system acting ceo stephen gitagama sa ,1,,,
"shrewd businessman who squeezed sh1bn from uhuru milk deal he left state house,,,0,
state house scuttles linus kaikai’s move to royal media according to a reliable source ,0,,,
"popular milele fm host nzula makosi quits makosi,,0,,
furious david ndii hits out at nmg for killing his column nasa strategist and chief gove ,0,,,
two kenyans among best social entrepreneurs on child health ge’s healthymagination mother ,0,,,
"two kenyans among best social entrepreneurs on child health  ,,,,
,,,,
ge’s healthymaginati ",0,,,
"ngo-run health facility a godsend for kibera residents dr evans gacheru,,0,,
firm to distribute sh2m worth of drugs over six months mydawa's distribution list ran ,0,,,
"i&m bank,,0,,
nmg acquires new system to boost convergence acting ceo stephen gitagama sa ,0,,,
"@safaricomplc safaricom platinum offers cheaper plans on data,,0,,
britam seeks to lay off 100 employees group md benson wairegi says b ,0,,,
"you can now pay all your bills via safaricom platinum>  ,,,,
#wefocusonyou ",0,,,
kenya secures imf standby credit line extension bretton woods institution says ,0,,,
on your mysafaricom app join @safaricomplc safaricom platinum to enjoy the world of privileges>… ,0,,,
pharmacists laud choice of mwatu to head quality control lab kapi chairman dr anastasia nya ,0,,,
furious david ndii hits out at nmg for stopping his column nasa strategist and chief gove ,0,,,
"no wine,,0,,
kcb group reports flat net profit for 2017 lender's profit after tax stag ,0,,,
slap in the face for nmg boss as board reinstates sacked editor revocation of eric obino's sac ,0,,,
"#wefocusonyou get on @safaricomplc safaricom platinum  and enjoy deals from @shell service stations countrywide,,0,,
truecaller: women report more unwanted calls than men report shows men in kenya rece ,0,,,
why africa’s super-rich prefer buying property in kenya property makes up 43% of kenya ,1,,,
"super rich people prefer art to wine or cars,,1,,
only 10 kenyans worth sh50b in net assets the number of kenya’s dollar m ,0,,,
state house scuttles linus kaikai’s move to royal media according to a reliable source ,0,,,
state house scuttles linus kaikai’s move to royal media according to another reliable ,0,,,
imperial bank fraud architects still part of recovery team this is despite central bank o ,0,,,
citizen tv launches new business show warui debuted on the screen on ,0,,,
how foreign retailers are winning over kenyans’ hearts a strategy to buy into local r ,0,,,
tough times ahead for banks as risk penalty grows kdic will in the next two year ,0,,,
"the world of privilege is finally here for you to enjoy. #wefocusonyou ,,,,
get on  safaricom platinum >",0,,,
local airline launches direct flights between kisumu and mombasa the small aircrafts will be de ,0,,,
local airline launches director flights between kisumu and mombasa the small aircrafts will be de ,0,,,
two kenyan women land top africa bank jobs stella kilonzo and wambui gich ,0,,,
nakumatt administrator protests nyali eviction peter kahi says he will be swi ,0,,,
"get reminders on all scheduled payments and clear the bill at once easily with @safaricomplc safaricom platinum,,,,
>… ",0,,,
anne warui lands new role as citizen business anchor warui debuted on the screen on ,0,,,
how foreign retailers are winning over kenyans’ hearts a strategy to buy into local r ,0,,,
"for the best deals and amazing discounts of fuel and food,,0,,
french firms line up sh1tr investments in kenya more than 60 business executiv ,0,,,
job opportunity: sex doll tester to earn sh5 million the job description includes f ,1,,,
job advert: sex doll tester to earn sh5 million the job description includes f ,1,,,
bidco unveils online platform for food bloggers  launched in pa ,0,,,
wa iria roots for bill to legalise hawking murang'a governor wonders why ,0,,,
directors flee troubled uchumi mr loius otieno and ms margare ,0,,,
tough life ahead for banks as risk penalty grows kdic will in the next two year ,0,,,
eadb secures sh1.5b arab bank credit line the purpose of the facility is ,1,,,
kenyan photographers make sony awards shortlist fredrik lerneryd focuses his s ,0,,,
panic as customers allege kcb mobile accounts being hacked lender took to social media to ,0,,,
media firm to pay sh100m to disruptive developers the firm says it will run a un ,0,,,
xinhua building mixed-use africa bureau in nairobi its first purpose built office ,0,,,
kcb launches probe into ‘unauthorised’ deductions lender took to social media to ,0,,,
government agency raids nmg for talent mugambi mutegi joined the nati ,0,,,
a24media sets up sh101m fund for disruptive developers the firm says it will run a un ,1,,,
"join safaricom platinum and enjoy major discounts on food,,,,1
computer scientist makes eco-friendly floor mats from old tyres anthony wamburu started stocle ,0,,,
"former uon professor tumbo-oeri is dead his nephew,,0,,
competition authority raids nmg for talent mugambi mutegi joined the nati ,0,,,
"with @safaricomplc safaricom platinum,,0,,
xinhua builds africa regional bureau in nairobi the new office building of chi ,0,,,
us-trained computer scientist finds calling in mat-making anthony wamburu started stocle ,0,,,
"shrewd businessman who squeezed sh1bn from uhuru milk deal he left state house,,,0,
sweetheart deal: payroll manager who paid wife sh7.8m salary elgeyo marakwet payroll manage ,0,,,
"shrewd businessman who squeezed sh1bn from uhuru milk deal he left state house,,,0,
"shrewd businessman who squeezed sh1bn from milk deal with uhuru he left state house,,,0,
"battle for simmers prime plot moves to court suleiman murunga,,0,,
funguo buys kwale food processor as appetite for deals grows the deal is partially funded b ,0,,,
private equity firm funguo acquires kwale food processor the deal is partially funded b ,0,,,
court ejects nakumatt from mombasa’s city mall justice charles yano said the ,-1,,,
"safaricom platinum is a great saver,,,,
learn more>>",0,,,
new kisumu-mombasa direct flights boost tourism the small aircrafts will be de ,0,,,
bill proposes creation of hawkers and street vendors authority the draft bill comes at a time ,0,,,
kenya’s newest radio station hits the airwaves the musician and mwalimu rache ,0,,,
new radio station hits the airwaves the musician and mwalimu rache ,0,,,
"daily nation journalist gets engaged the two,,0,,
lg rolls out premium 2018 tv lineup reinforcing leadership in expa ,0,,,
"former mp moves to court over simmers demolition suleiman murunga,,0,,
airtel launches smart postpaid bundles the new smart postpaid plans a ,0,,,
"world’s last male northern white rhino sudan improves slightly sudan,,0,,
with safaricom platinum you get to know and enjoy discounts/offers at shell service stations countrywide>… ,1,,,
hfc secures sh1.5b financing facility the new credit line from  arab ,1,,,
timmy tdat debuts as nrg radio hits the airwaves the musician and mwalimu rache ,0,,,
kenya bans sa meat imports after disease outbreak in a letter to all county publ ,0,,,
"get yourself travel offers on holidays and air tickets,,0,,
meru vc kicked out over student leader’s killing education cabinet secretary am ,0,,,
uk firm posts job advert for sex doll tester the job description includes f ,0,,,
"pay all your bills on time from your comfort,,,0,
kcaa puts illegal drone operators on notice the kenya civil aviation (remo ,0,,,
why ruto’s 680 hotel shut down simmers club the popular nairobi restaurant ,0,,,
world bank says kenya can earn more from wildlife-based tourism new report reveals nature-base ,0,,,
secret bank account that uhuru used to spend sh8bn the interior ministry operated ,0,,,
audit queries how uhuru spent sh8 billion the interior ministry operated ,0,,,
"like in milk sector,,,0,
"like in milk sector,,,0,
equitel customers to get medical cover in case of admission for a per ,0,,,
nbk mulls branch closures to cut costs nbk will make a decision early ,0,,,
aga khan puts premium price on nmg stake the nation media group princip ,0,,,
aga khan puts premium price on nmg stake according to sources familiar ,0,,,
royal media woos ktn top editor joe ageyo citizen tv interest in ageyo a ,0,,,
cbk starts review of microfinance banking law apex bank calls on stakeholder ,0,,,
aga khan wants top dollar in deal to sell nmg according to sources familiar ,0,,,
proposed fuel tax to worsen inflation treasury principal secretary k ,0,,,
"purchasing managers’ index climbs to a 22-month high according to the pmi,,0,,
"new whatsapp perfect cure for scammers,,,0,
how global warming in impacting on kenyans due to damage of the ozone lay ,0,,,
revealed: the billions aga khan wants from uhuru according to sources familiar ,0,,,
rising rental prices hit nairobi’s poor the rise has been so significa ,0,,,
royal media woos ktn top editor joe ageyo sources intimated rms's intere ,0,,,
uhuru hails watu wote crew despite missing an oscar the film had been nominated fo ,0,,,
"safaricom platinum offers cheaper plans on data,,0,,
jubilee insurance poaches telkom man to lead retail business mruttu has worked at telkom fo ,0,,,
why ruto’s 680 hotel shut down simmers club the popular nairobi restaurant ,-1,,,
row over oil revenues threatens to delay tullow production tullow has already spent ksh 1 ,0,,,
resilient stanbic posts sh4.3b net profit the nse-listed lender’s perfor ,1,,,
"pay all your bills on time from your comfort,,,1,
rt @safaricom_care: the world of privilege is finally here for you to enjoy. join safaricom platinum today & enjoy amazing packages inclusi…,0,,,
7 characters that destroy relationships it is important to identify yo ,0,,,
inside the dark word of night-runners business today talked to the p ,0,,,
safaricom makes changes in m-pesa management sitoyo lopokoiyit replaces ron ,0,,,
"money or the kidney? swaleh mdoe waits with crossed fingers tafakari haya: one week later,,0,,
"inspiring lessons from teacher who sells fish using facebook and instagram,,0,,
billions of corruption money recovered anti-corruption commission com ,0,,,
dp ruto’s hand in simmers closure the popular nairobi restaurant ,0,,,
young kenyans would rather travel than buy property nearly half of kenyans millenn ,0,,,
fifa world cup trophy tour and the idolisation of brands the cup landed in a customized ,0,,,
endeavors insurance agency wins top award the company took home a nissan ,0,,,
safaricom names new head of m-pesa sitoyo lopokoiyit replaces ron ,0,,,
ten best paying jobs in kenya – and their salaries etting a well-paying job is no ,0,,,
knh ceo lily koros suspended also suspended was director of ,0,,,
six places you are sure to get a job this year tsc has requested for ksh 16 b ,0,,,
study reveals kenyan millennials peculiar travel habits nearly half of kenyans millenn ,0,,,
nmg hires golfer to replace linus kaikai nation media group raids aljaz ,0,,,
is larry madowo on the verge of leaving ntv? the news anchor has recently b ,0,,,
six places you are likely to get a job in 2018 tsc has requested for ksh 16 b ,0,,,
"money or the kidney? swaleh mdoe waits with crossed fingers tafakari haya: one week later,,0,,
you can now access all your bills for easy payment using your own bill manager! join safaricom platinum here>… ,0,,,
why you are likely to lose a fight to your boss we live in a self-perpetuating ,0,,,
embakasi east mp babu owino loses his seat the petition was filed by his ,0,,,
embakasi central mp babu owino loses his seat the petition was filed by his ,0,,,
10 shocking cases of wrong-patient surgeries while kenyans woke up to the s ,0,,,
10 shocking cases of wrong-patient surgeries kenyans are rightly horrified ,0,,,
"get yourself travel offers on holidays and air tickets,,0,,
"you need this:you can now pay all your bills via safaricom platinum.all you need to do is download mysafaricom app,,0,,
kenyans in horror over knh brain surgery debacle medical team at country's larg ,0,,,
"forget the slayers,,,0,
kenya’s middle class finds new home at carrefour french retailer is quietly see ,0,,,
foreign retailers take over nairobi more exotic names are replacin ,0,,,
central tycoons behind nation media takeover bid is someone pummeling the compa ,0,,,
harvest time as journalists get 12% pay rise a consent prepared by the empl ,1,,,
harvest time as journalists get 21% pay rise a consent prepared by the empl ,1,,,
"rt @mgengegrandson: kama vipi leo kuna club vouchers pale anuba,,,,
 cha msingi ni kujiunga na #safaricomplatin…",0,,,
club anuba mombasa is the place to be tonight!pass through for a chance to win a voucher worth 2500 courtesy of saf… ,0,,,
"everest park’s dream houses turn into a nightmare developers of everest park,,0,,
savannah cement to tap into big four agenda to drive growth firm says strategic focus on i ,0,,,
de la rue invests sh30m in staff skills training eight of its 300 employees rec ,1,,,
kq signs global declaration on illegal wildlife trade ceo sebastian mikosz says unde ,0,,,
kitengela’s newest gated community opens doors to buyers the 211 maisonettes and apartm ,0,,,
high school girls tame elephants using technology the students behind the unique ,0,,,
fertilizer maker tips farmers on increasing crop yield exporting trading group countr ,0,,,
manufacturer tips farmers on increasing crop yield exporting trading group countr ,0,,,
manufacturer tips farmers on fertilizer use exporting trading group countr ,0,,,
construction of africa’s tallest building gets underway in nairobi the pinnacle will include offi ,0,,,
"rt @mgengegrandson: all you  have to do is to join #safaricomplatinum via mysafaricom app,,,,
#wefocusonyou",0,,,
"rt @safaricomplc: the world of privilege is finally here for you to enjoy. #wefocusonyou ,,,,
find out more at  ",0,,,
"rt @mgengegrandson: we call it first friday instesd of thursday,,,,
#we…",0,,,
rt @djjoemfalme: kisumu & mombasa. join safaricom platinum and enjoy club vouchers at club signature kisumu in mombasa - club anuba from 7…,0,,,
bank managers upbeat on economic growth cbk survey shows lenders will ,0,,,
new gated community goes live in kitengela the 211 maisonettes and apartm ,0,,,
"this is a must have join safaricom platinum and enjoy major discounts on food,,,,0
foreign retailers take over nairobi more exotic names are replacin ,0,,,
kenya’s middle class finds solace in carrefour french retailer is quietly see ,0,,,
foreign retailers take over nairobi more exotic names are taking o ,0,,,
"foreign retailers take over nairobi slowly but steadily,,0,,
