text,label,,,,,,
"black panther is just what it is - a marvel superhero movie and a purely capitalist venture,,,,,,,
",0,,,,,,
"south africa’s currency value fluctuates in the wake of the news that zuma is likely to leave office.,,,,,,,
",0,,,,,,
"weekly economic index: 5-year record dollar inflow at cbn.,,,,,,,
",0,,,,,,
"could this finally be the 'zexit' of jacob zuma?,,,,,,,
,,,,,,,
",0,,,,,,
"highlights of the nigerian women bobsledders' visit to the country.,,,,,,,
",0,,,,,,
"what you need to know about the report on nigerian sustainable banking principles.,,,,,,,
",0,,,,,,
"black panther is just what it is- a marvel superhero movie and a purely capitalist venture.,,,,,,,
",0,,,,,,
"ellen johnson sirleaf is the first female laureate of the mo ibrahim prize for achievement in african leadership.,,,,,,,
",0,,,,,,
"weekly economic index: naira depreciates slightly,,,,,,,
",0,,,,,,
"somaliland issues a religious ban against female genital mutilation.,,,,,,,
",0,,,,,,
"stargems and the anhui-congo mining investment company successfully tender 641,,,,,,,
",0,,,,,,
"dana air debacle: when flying in nigeria,,,,,,,
",0,,,,,,
"somaliland issues a religious ban against female genital mutilation.,,,,,,,
",0,,,,,,
"#icymi: @olx_nigeria to shut down its offices in the country.,,,,,,,
",0,,,,,,
"the role of @afreximbank in promoting trade and economic development in sudan.,,,,,,,
 ",0,,,,,,
"lagos-maputo: the eighth edition of invisible borders trans-african road trip.,,,,,,,
",0,,,,,,
"#icymi: the @shopkonga and @yudalaonline merger through the eyes of a former employee.,,,,,,,
",0,,,,,,
"meet the woman promoting indigenous chocolate production in nigeria.,,,,,,,
",0,,,,,,
"#icymi: starting next month,,,,,,,
",0,,,,,,
"is the nigerian senate finally getting it right with healthcare?,,,,,,,
",0,,,,,,
"more lagosians are keeping fit for marathons.,,,,,,,
",0,,,,,,
"@shopkonga and @yudalaonline merger through the eyes of a former employee.,,,,,,,
",0,,,,,,
"alassane ouattara,,,,,,,
",0,,,,,,
"somaliland issues a religious ban against female genital mutilation.,,,,,,,
",0,,,,,,
"@opera news becomes the number one news app on @googleplay in nigeria,,,,,,,
",0,,,,,,
"the @shopkonga and @yudalaonline merger through the eyes of a former employee.,,,,,,,
",0,,,,,,
"stargems and the anhui-congo mining investment company successfully tender 641,,,,,,,
",0,,,,,,
"here's @afreximbank's role in promoting trade and economic development in sudan.,,,,,,,
",0,,,,,,
"lagos - maputo: the eighth edition of invisible borders trans-african road trip.,,,,,,,
",0,,,,,,
"as @olx_nigeria shuts down its offices,,,,,,,
",0,,,,,,
"meet the woman promoting indigenous chocolate production in nigeria.,,,,,,,
",0,,,,,,
"rt @africaceoforum: the programme of the africa ceo forum 2018 is now available! ,,,,,,,
check it out & make sure to add it to your agenda 📆👇#acf2…",0,,,,,,
"here's an explainer on the merger between @shopkonga and @yudalaonline through the eyes of a former employee.,,,,,,,
",0,,,,,,
"as @olx_nigeria shuts down its offices,,,,,,,
",0,,,,,,
"@opera news becomes the number one news app on google play store in nigeria,,0,,,,,
"lagos-maputo: the eighth edition of invisible borders trans-african road trip.,,,,,,,
",0,,,,,,
"@afreximbank's role in promoting trade and economic development in sudan.,,,,,,,
",0,,,,,,
"here's an explainer on the @shopkonga and @yudalaonline merger through the eyes of a former employee.,,,,,,,
",0,,,,,,
"starting next month,,,,,,,
",0,,,,,,
"meet the woman promoting indigenous chocolate production in nigeria.,,,,,,,
",0,,,,,,
"weekly economic index: oil prices dip,,,,,,,
,,,,,,,
",0,,,,,,
"meet the woman promoting indigenous chocolate production in nigeria.,,,,,,,
",0,,,,,,
facebook messenger for kids - mark zuckerberg must decide between the welfare of children and families or pursuing… ,0,,,,,,
"is the nigerian senate finally getting it right with healthcare?,,,,,,,
",0,,,,,,
"there is an ongoing repression against the press in kenya.,,,,,,,
",0,,,,,,
"the intricacies surrounding volkswagen's plant in rwanda.,,,,,,,
",0,,,,,,
"starting next month,,,,,,,
",0,,,,,,
"the intricacies surrounding volkswagen's assembly plant in rwanda.,,,,,,,
",0,,,,,,
"there is an ongoing repression against the press in kenya.,,,,,,,
",0,,,,,,
"is the nigerian senate finally getting it right with healthcare?,,,,,,,
",0,,,,,,
"there is an ongoing repression against the press in kenya.,,,,,,,
",0,,,,,,
"the intricacies surrounding volkswagen's assembly plant in rwanda.,,,,,,,
",0,,,,,,
"is the nigerian senate finally getting it right with healthcare?,,,,,,,
",0,,,,,,
"facebook messenger for kids - mark zuckerberg must decide between the welfare of children and families,,0,,,,,
"many high net worth individuals are leaving lagos. here's why.,,,,,,,
",0,,,,,,
"is the nigerian senate finally getting it right with healthcare?,,,,,,,
",0,,,,,,
"the intricacies surrounding volkswagen's assembly plant in rwanda.,,,,,,,
",0,,,,,,
"many high net worth individuals are leaving lagos. here's why.,,,,,,,
",0,,,,,,
"wives on strike 2: the blueprint on how we should strike.,,,,,,,
",0,,,,,,
"facebook messenger for kids - mark zuckerberg must decide between the welfare of children and families,,0,,,,,
"ports across nigeria may be shut down next week over the decrepit state of access roads.,,,,,,,
",0,,,,,,
"many high net worth individuals are leaving lagos. here's why.,,,,,,,
",0,,,,,,
"nigerian air force once again involved in extra-judicial killings.,,,,,,,
",0,,,,,,
"angola's aenergy becomes @afreximbank latest shareholder.,,,,,,,
 ",0,,,,,,
"paul kagame is the new au chairperson maybe he's what the body needs.,,,,,,,
",0,,,,,,
"ports across the country may be shut down next week over the decrepit state of access roads.,,,,,,,
",0,,,,,,
"weekly economic index: nigeria's external reserve continues to rise.,,,,,,,
",0,,,,,,
"more than 43,,,,,,,
",0,,,,,,
"angola's aenergy becomes @afreximbank latest shareholder.,,,,,,,
",0,,,,,,
"paul kagame is the new african union chairperson maybe he's what the body needs.,,,,,,,
",0,,,,,,
"ports across nigeria may be shutdown next week over the decrepit state of access roads.,,,,,,,
",0,,,,,,
"""last week,,,,1,,,
"air peace expands to sierra leone,,,,,,,
",0,,,,,,
"paul kagame is the new african union chairperson maybe he's what the body needs.,,,,,,,
",0,,,,,,
"ports across nigeria may be shut down next week over the decrepit state of access roads.,,,,,,,
",0,,,,,,
"weekly economic index: nigeria's external reserve continues to rise as oil price reaches 4 years high.,,,,,,,
",0,,,,,,
"""according to the report,,,,,,,
here are… ",0,,,,,,
"more than 43,,,,,,,
",0,,,,,,
"air peace expands to sierra leone,,,,,,,
",0,,,,,,
"jsc russian export centre becomes @afreximbank latest shareholder.,,,,,,,
",0,,,,,,
"nestle and international cocoa initiative help didier drogba foundation open its first school.,,,,,,,
",0,,,,,,
"#icymi: nigeria is the 4th largest producer of cashew in the world.,,,,,,,
",0,,,,,,
"orange and @gavi set to invest $5.47 million to boost child immunization in cote d'ivoire.,,,,,,,
",0,,,,,,
"more than 43,,,,,,,
",0,,,,,,
"a millenial disaster? cnn's $25 million investment in youtube star,,,,,,,
",0,,,,,,
"""according to the report,,,,,,,
here are… ",0,,,,,,
"the value of merger and acquisition transactions involving sub-saharan africa hits a six-year low.,,,,,,,
",0,,,,,,
“its mere existence is an insurance policy that will remind governments that the last object establishment could co… ,0,,,,,,
"#icymi: ""inequality is on the rise the richest 1 percent hold about 82 percent of the wealth created in 2017. 3.7… ",0,,,,,,
africa food prize puts a bright spotlight on bold initiatives and technical innovations that can be replicated acro… ,0,,,,,,
"how facebook's algorithm change will affect your online business.,,,,,,,
",0,,,,,,
"air peace expands to sierra leone,,,,,,,
",0,,,,,,
"rt @ngrpresident: president @mbuhari has arrived addis ababa,,,0,,,,
"more than 43,,,,,,,
",0,,,,,,
"cnn's $25 million investment in youtube star,,,,,,,
",0,,,,,,
"here are some of the risks business owners in nigeria should be worried about in 2018.,,,,,,,
",0,,,,,,
"""beautifully scripted and cinematically engaging,,0,,,,,
"orange and @gavi set to invest $5.47 million into child immunization in cote d'ivoire.,,,,,,,
",0,,,,,,
“its mere existence is an insurance policy that will remind governments that the last object establishment could co… ,0,,,,,,
"“the value of announced mergers & acquisitions (m&a) transactions,,,0,,,,
"""“starting january 2018,,0,,,,,
"""one billionaire was added every two days,1,,,,,,
"the recent world bank controversy might complicate things for nigeria.,,,,,,,
",0,,,,,,
"how facebook's algorithm change will affect your online business.,,,,,,,
",0,,,,,,
"orange and @gavi set to invest $5.7 million for child immunization in cote d'ivoire.,,,,,,,
",0,,,,,,
"nassim nicholas taleb on bitcoin and how it could save us from an 'orwellian' future.,,,,,,,
",0,,,,,,
"weekly economic index: nigerian stock continues to soar.,,,,,,,
",0,,,,,,
"it will take 217 years to close the gender pay gap,,,,,,,
",0,,,,,,
"mergers and acquisitions in sub-saharan africa took a nosedive over the past five years.,,,,,,,
",0,,,,,,
"highlights of day one of the 2018 world economic forum in davos.,,,,,,,
",0,,,,,,
"jsc russian export centre becomes @afreximbank latest shareholder.,,,,,,,
",0,,,,,,
"introducing  an uber-like app for tutors in south africa.,,,,,,,
",0,,,,,,
"nestle and international cocoa initiative help didier drogba foundation open its first school.,,,,,,,
",0,,,,,,
"the value of mergers and acquisitions involving the sub-saharan africa region hits six year low.,,,,,,,
",0,,,,,,
"highlights of day one of the 2018 world economic forum holding in davos.,,,,,,,
",0,,,,,,
"@vervecard welcomes mike ogbalu iii as new ceo.,,,,,,,
",0,,,,,,
"weekly index report: nigerian stocks continue to soar.,,,,,,,
",0,,,,,,
"jsc russian export centre becomes @afreximbank latest shareholder.,,,,,,,
",0,,,,,,
"""...there was a big increase in the number of billionaires around the world last year,1,,,,,,
"""sometimes having a job does not mean you’ve escaped poverty it means you are not living in extreme poverty. 56 pe… ",1,,,,,,
"africa food prize opens 2018 nominations.,,,,,,,
",0,,,,,,
"nestle and international cocoa initiative help didier drogba foundation open its first school.,,,,,,,
",0,,,,,,
"introducing  an uber-like app for tutors in south africa.,,,,,,,
",0,,,,,,
"new @oxfam report on inequality says it will take 217 years to close the gender pay gap.,,,,,,,
",0,,,,,,
"nestle and international cocoa initiative help didier drogba foundation open its first school.,,,,,,,
",0,,,,,,
@jobbermandotcom wants to identify and celebrate the top employers in nigeria for 2017 as rated by employees and pr… ,0,,,,,,
"the niger delta avengers are back,,,,,,,
",0,,,,,,
"africa food prize opens 2018 nominations.,,,,,,,
",0,,,,,,
" - an uber-like app for tutors in south africa.,,,,,,,
",0,1,,,,,
"""traditionally,1,1,,,,,
"""basically,1,,,,,,
"#icymi: access bank approves paternity leave for its male employees.,1,,,,,,
",1,1,,,,,
"""for countries like nigeria,1,,,,,,
"nestle sells its us sweets and chocolate business to ferrero group for $2.8 billion.,,,,,,,
",0,,,,,,
"radisson blue opens its third hotel in nigeria.,,,,,,,
",0,,,,,,
"""""wives on strike 2 is largely built on how to tackle one of the most pervasive forms of oppression that women in n… ",-1,,,,,,
"how facebook's algorithm change will affect your online business.,-1,,,,,,
",,-1,,,,,
"""the numerous abandoned and low-occupancy structures tell a different story: a tale of high costs,-1,,,,,,
"meet dr. maxwel okoth,,,,,,,
",0,,,,,,
"""many of the largest infrastructure projects in africa have a long-term investment life-cycle and their bankability… ",-1,,,,,,
"#icymi: nigeria's inflation hits its lowest since april 2016.,,,,,,,
",0,,,,,,
african energy stakeholders are set to meet leading international businesses to discuss investment partnerships at… ,-1,,,,,,
"radisson blue opens its third hotel in nigeria.,,,,,,,
",0,,,,,,
"access bank approves paternity leave for its male employees.,,,,,,,
",0,,,,,,
hill+knowlton strategies becomes @laligaen's ambassador for africa.,0,,,,,,
"#icymi: nigeria is the 4th largest producer of cashew in the world.,,,,,,,
",0,,,,,,
"how the recent world bank controversy involving chile complicates things for nigeria.,,,,,,,
",0,,,,,,
"how facebook's algorithm change will affect your online business.,,,,,,,
",0,,,,,,
"@myaccessbank approves paternity leave for its male employees.,,,,,,,
",0,,,,,,
african energy stakeholders are set to meet leading international businesses to discuss investment partnerships at… ,0,,,,,,
"nigeria is the fourth largest producer of cashew in the world.,,,,,,,
",0,,,,,,
"how facebook's algorithm change will affect your online business.,,,,,,,
",0,0,,,,,
"""for countries like nigeria,,,,,,,
"radisson blue opens its third hotel in nigeria.,,,,,,,
",0,,,,,,
"@laligaen partners with hill+knowlton strategies,,,,,,,
",0,,,,,,
"@nestle sells its us sweets and chocolate business to ferrero group for $2.8bn.,,,,,,,
",0,,,,,,
"nigeria's inflation hits its lowest since 2016.,,,,,,,
",0,,,,,,
"nigeria is the 4th largest producer of cashews in the world.,,,,,,,
",0,,,,,,
"the recent world bank controversy involving chile might complicate things for nigeria.,,,,,,,
",0,,,,,,
"african energy stakeholders set to meet leading international businesses in usa.,,,,,,,
",0,,,,,,
"radisson blu opens its third hotel in nigeria.,,,,,,,
",0,,,,,,
"""wives on strike 2 is largely built on how to tackle one of the most pervasive forms of oppression that women in ni… ",0,0,,,,,
"""the numerous abandoned and low-occupancy structures tell a different story: a tale of high costs,,,,,,,
"nigeria is the fourth largest producer of cashew in the world.,,,,,,,
",0,,,,,,
"how the recent world bank controversy involving chile complicates things for nigeria.,,,,,,,
",0,,,,,,
"nigeria's inflation hits its lowest since april 2016.,,,,,,,
",0,,,,,,
"@nestleusa sells its us sweets and chocolate business to ferrero group for $2.8 billion.,,,,,,,
",0,,,,,,
"thanks to hill+knowlton strategies,,,,,,,
",0,,,,,,
"""there,,,,,,,
wi… ",0,,,,,,
"""many of the largest infrastructure projects in africa have a long-term investment life-cycle and their bankability… ",1,,,,,,
"nigeria is the 4th largest producer of cashew in the world.,,,,,,,
",0,,,,,,
"""this serves a critical lesson for our society,,,,,,,
wives on… ",0,,,,,,
"“almost everywhere in this broad street is empty. god will help us"",,0,,,,,
an exclusive on the exodus at the marina,,,,,,,
"meet dr. maxwel okoth,,,,,,,
",0,,,,,,
"tunde bakare addresses the ineffectiveness of president buhari's administration in a tweet thread.,,,,,,,
",0,,,,,,
"""marina is overpopulated,-1,,-1,,,,
"""wives on strike 2 is largely built on how to tackle one of the most pervasive forms of oppression that women in ni… ",-1,,,,,,
"hill+knowlton strategies becomes la liga's ambassador for africa.,,,,,,,
",0,,,,,,
"rt @venturesafrica: examining the state of dilapidated high-rise buildings in marina,,,,,,,
",0,,,,,,
"weekly economic index: oil price hits its highest in three years.,,,,,,,
",0,,,,,,
"meet dr. maxwel okoth,,,,,,,
",0,,,,,,
"examining the state of dilapidated high-rise buildings in marina,,,,,,,
",0,,,,,,
"wives on strike: the blueprint for how we should strike.,,,,,,,
",0,,,,,,
"6) examining the state of dilapidated high-rise buildings in marina. ,,,,,,,
,,,,,,,
the marina exodus by tomilade olugbemi.… ",0,0,,,,,
"rt @onyediiiii: #wivesonstriketherevolution is a damn good movie entertaining,-1,-1,,,,,
"5) ""the numerous abandoned & low-occupancy structures in marina tell a different story: a tale of high costs,-1,-1,,,,,
"4) for many millennials and businessmen in lagos,,,,,,,
3) the nicon building in marina.the building's rental value keeps decreasing due to neglect and a lack of maintenan… ,0,,,,,,
"2) the savannah bank house,,,1,,,,
rt @wef: emerging #economies might be deindustrializing too quickly  ,1,-1,,,,,
"1) below is the uncompleted lasaco assurance company house in the heart of marina,,,,,,,
"@tecnomobileng camon cm is the perfect phone for selfie lovers.,,,,,,,
",0,,,,,,
"""many [african countries] are enjoying unprecedented levels of fdi and a powerful commitment from policymakers in n… ",1,,,,,,
"recently launched @opera news app has become the most downloaded in africa.,,,,,,,
",0,,,,,,
"south african entrepreneur promotes inclusivity by creating a swim cap for black hair.,,,,,,,
",0,,,,,,
"#icymi: nigeria is the cheapest place to buy petrol in the world.,,,,,,,
",0,,,,,,
"#icymi: aliko dangote remains africa's richest.,,,,,,,
",0,0,,,,,
"#icymi: nigeria's presidential elections will hold on the 16th of february,,,,,,,
"""many of the largest infrastructure projects in africa have a long-term investment life-cycle and their bankability… ",0,,,,,,
"the recently launched @opera news app becomes the most downloaded in africa.,,,,,,,
",0,,,,,,
"aliko dangote is africa's richest man for the seventh consecutive year.,,,,,,,
",0,,,,,,
"the new @tecnomobileng's tecno camon cm is the perfect phone for selfie lovers.,,,,,,,
",0,,,,,,
"2) meet maxwel okoth,,,,,,,
",0,,,,,,
"1) introducing dr. maxwel okoth,,,,0,,,
"@kenyaairways offers the first non-stop flight between east africa and the usa.,,,,,,,
",0,,,,,,
"nigeria's presidential elections set to hold on february 16,,,,,,,
",0,,,,,,
"@jclaudebastos on how investors can navigate the african private equity lifecycle.,,,,,,,
",0,,,,,,
"nigeria is the 8th cheapest place to buy petrol in the world.,,,,,,,
",0,,,,,,
"cyrus ardalan appointed new chair of iffim board.,,,,,,,
",0,,,,,,
"the ethiopian parliament has banned the adoption of ethiopian children by foreigners.,,,,,,,
",0,,,,,,
"@diamondbankng becomes the first nigerian company to be appointed member adviser at the world economic forum.,,,,,,,
",0,,,,,,
"@jclaudebastos on how investors can navigate the african private equity lifecycle. @quantum_global ,,,,,,,
",0,,,,,,
"@kenyaairways launches the first ever non-stop flight between east africa and the usa.,,,,,,,
",0,,,,,,
"inec releases timetable for 2019 elections as the race to aso rock begins.,,,,,,,
",0,,,,,,
"cbn provides 26 billion naira intervention fund for nigerian smes.,,,,,,,
",0,,,,,,
"nigeria is the 8th cheapest country to buy petrol in the world.,,,,,,,
",0,,,,,,
"the ethiopian parliament has revoked the adoption of ethiopian children by foreigners.,,,,,,,
",0,,,,,,
"cyrus ardalan becomes new chair of iffim board.,,,,,,,
",0,,,,,,
"nigeria is the 8th cheapest place to buy petrol in the world.,,,,,,,
",0,,,,,,
"@diamondbankng is the first nigerian company to become a wef adviser.,,,,,,,
",0,,,,,,
"cbn provides 26 billion naira enterprise development intervention fund for nigeria's informal sector.,,,,,,,
",0,,,,,,
"south african entrepreneur promotes inclusivity by creating a swim cap for black hair.,,,,,,,
",0,1,,,,,
"""according to a report,,,,,,,
"what you need to know about nigeria's first inland dry port.,,,,,,,
",0,,,,,,
"a lifeline for nigerian smes as cbn provides 26 billion naira enterprise development intervention fund.,,,,,,,
",0,,,,,,
"weekly economic index: oil prices hit the highest in 32 months as nigeria's foreign reserves continue to grow.,,,,,,,
",0,,,,,,
"south african entrepreneur promotes inclusivity by creating a swim cap for black hair.,,,,,,,
",0,,,,,,
"#icymi: what you need to know about nigeria's first inland dry port. ,,,,,,,
",0,,,,,,
"#icymi: these are the african elections to watch out for in 2018.,,,,,,,
",0,,,,,,
"#icymi: here is how the nigerian stock market fared in 2017.,,,,,,,
",0,,,,,,
"""s&p dow jones indices ranked the nigerian stock exchange (nse) as one of the 5 best capital markets in the world f… ",1,,,,,,
"here are the best mergers and acquisitions of 2017.,,,,,,,
",0,,,,,,
"african elections to watch out for in 2018.,,,,,,,
",0,,,,,,
"what you need to know about nigeria's first inland dry port.,,,,,,,
",0,,,,,,
"the best and worst of nollywood in 2017.,,,,,,,
",0,,,,,,
"#madeinnigeria: nigerian army partners with innoson motors for the manufacture of military vehicles.,,,,,,,
",0,,,,,,
"here are the best mergers and acquisitions of 2017.,,,,,,,
",0,,,,,,
"here is how the nigerian stock market fared in 2017.,,,,,,,
",0,,,,,,
"the significant policy issues in nigeria and africa in 2017.,,,,,,,
",0,,,,,,
"african elections to watch out for in 2018.,,,,,,,
",0,,,,,,
"#madeinnigeria : nigerian army partners with innoson motors to manufacture military vehicles.,,,,,,,
",0,,,,,,
"in light of current events in benue state,,,0,,,,
"eight significant policy issues in nigeria and africa in 2017.,,,,,,,
",0,,,,,,
"2018 is a year for important elections in africa.,,,,,,,
",0,,,,,,
"the best and worst movies out of nollywood in 2017.,,,,,,,
",0,,,,,,
"the seven nigerian songs that made 2017.,,,,,,,
",0,,,,,,
"how to empower telcos to cost-effectively address africa's rural market.,,,,,,,
",0,,,,,,
"the best and worst of nollywood in 2017.,,,,,,,
",0,,,,,,
"african elections to watch out for in 2018.,,,,,,,
",0,,,,,,
thanks for all the lovely moments we shared in 2017. may we have lots more in the glorious new year. happy new year! ,0,,,,,,
rt @umulingak: chiamaka obuekwe @dsocialprefect promotes afro-tourism and gets tourists to discover different parts of nigeria & appreciate…,0,,,,,,
"the weah win: what lies ahead for liberia's newly elected president?,,,,,,,
",0,,,,,,
"three recipes from kitchen butterfly you should try this holiday.,,,,,,,
",0,,,,,,
"african elections to watch out for in 2018.,,,,,,,
",0,0,,,,,
"@dsocialprefect 2) eyes in the sky! meet besa mumba,,,,,,,
"@tecnomobileng rewards winners of the super zoom and dual camera challenge.,,,,,,,
",0,0,,,,,
"1) meet chiamaka 'social prefect' obuekwe @dsocialprefect,,0,,,,,
"since 2015 we have published an annual list of top african innovators. this year,,,,,,,
"how to empower telcos to cost-effectively address africa's rural market.,,,,,,,
",0,,,,,,
"these are the seven nigerian songs that made my 2017. ,,,,,,,
",0,,,,,,
"@afreximbank signs its first-ever line of financing agreements with icd.,,,,,,,
",0,,,,,,
"three recipes from kitchen butterfly you should try this holiday.,,,,,,,
",0,,,,,,
"what lies ahead for liberia's newly elected president?,,,,,,,
",0,,,,,,
"george weah's win: what lies ahead for liberia's newly elected president?,,,,,,,
",0,,,,,,
"@tecnomobileng rewards winners of the super zoom and dual camera challenge.,,,,,,,
",0,,,,,,
rt @venturesafrica: @afreximbank signs its first ever line of financing agreement with the islamic corporation for the development of the p…,0,,,,,,
@afreximbank signs its first ever line of financing agreement with the islamic corporation for the development of t… ,0,,,,,,
"three recipes from kitchen butterfly you should try this holiday.,,,,,,,
",0,,,,,,
"how to empower telcos to cost-effectively address africa's rural market.,,,,,,,
",0,,,,,,
"here is why egypt could become a frontrunner in african trade.,,,,,,,
",0,,,,,,
"angola's sovereign wealth fund reports $40.5 million profit for q3 2017.,,,,,,,
",0,,,,,,
"switching to new money transfer services could benefit thousands of nigerians this christmas. here's why.,,,,,,,
",0,,,,,,
"how to empower telcos to address africa's rural market.,,,,,,,
",0,,,,,,
"here is why switching to new money transfer services could benefit thousands of nigerians this christmas.,,,,,,,
",0,,,,,,
"egypt could become a frontrunner in african trade.,,,,,,,
",0,,,,,,
limited knowledge about trade opportunities in african countries is one of the biggest impediments to intra-african… ,0,,,,,,
"angolan sovereign wealth fund reports $40.5 million profit for q3 2017.,,,,,,,
",0,,,,,,
"more questions as ecowas summit refuses to acknowledge togo protests.,,,,,,,
",0,,,,,,
"honoris united universities expands to egypt.,,,,,,,
",0,,,,,,
"egypt can be a frontrunner in transforming intra-african trade.,,,,,,,
",0,,,,,,
"angolan sovereign wealth fund reports $40.5 million profit for q3 2017.,,,,,,,
",0,0,,,,,
"rt @nnpcgroup: press release: @nnpcgroup releases 300 trucks of petrol daily to #lagos,,,,,,,
an update on the fuel scarcity in nigeria. ,0,,,,,,
"nigerian high court declares aiteo's benedict peters' earnings as legitimate.,,,,,,,
",0,,,,,,
"""at what moment will ecowas feel a compulsion to wade into the situation in togo?"",,,,,,,
more questions as ecowas summit… ",0,,,,,,
"weekly economic index: nigeria's forex reserve on the rise as oil prices become volatile.,,,,,,,
",0,,,,,,
"nigerian high court declares aiteo's benedict peters' earnings as legitimate.,,,,,,,
",0,,,,,,
"more questions as ecowas summit refuses to acknowledge togo protests.,,,,,,,
",0,,,,,,
"weekly economic index: nigeria's forex reserve on the rise as oil price becomes volatile.,,,,,,,
",0,,,,,,
"#africa2017: why african countries should emulate china's development model.,,,,,,,
",0,,,,,,
"""people who have spoken out against biya’s rule of oppression and the systemized marginalization have been arrested… ",0,,,,,,
"have you ever been to china? do you hope to visit the ‘asian giant’ someday?,,,,,,,
here's a travel guide of china in 23 t… ",0,,,,,,
"meet the winner of the 'elevator pitch' at the africa 2017 forum.,,,,,,,
",0,,,,,,
"#africa2017: why african countries should emulate china's development model.,,,,,,,
",0,0,,,,,
"""things haven’t gone according to plan,,,,,,,
"a nigerian's travel guide of china in 23 tweets.,,,,,,,
",0,,,,,,
"#icymi: the military continues to be the fourth arm of government for african dictators. will that end anytime soon?,,,,,,,
",0,,,,,,
#icymi: limited knowledge about trade opportunities in african countries is one of the biggest impediments to intra… ,0,,,,,,
"#africa2017: why african countries should emulate china's development model.,,,,,,,
",0,,,,,,
"do it afraid 2017 with omilola osikoya - the promise of a rainbow.,,,,,,,
",0,,,,,,
"""paul biya represents everything the anglophone cameroonians are fighting against neo-colonialist rule and authori… ",0,0,,,,,
"lagos state will once again host the 'do it afraid' conference themed 'the promise of a rainbow',,0,,,,,
"lagos state will once again host the 'do it afraid' conference themed 'the promise of a rainbow',,,,,,,
"#risingtogether: africa's growth depends on its young entrepreneurs.,,,,,,,
",0,,,,,,
"are you looking to invest in nigeria? these are the top investment opportunities in the country.,,,,,,,
",0,,,,,,
"less than 30% of africa's e-commerce startups are profitable.,,,,,,,
",0,,,,,,
limited knowledge about trade opportunities in african countries is one of the biggest impediments to intra-african… ,0,,,,,,
"meet the winner of the 'elevator pitch' at the africa 2017 forum.,,,,,,,
",0,,,,,,
"a nigerian's travel guide of china in 23 tweets.,,,,,,,
",0,,,,,,
limited knowledge about trade opportunities in african countries is one of the biggest impediments to intra-african… ,0,,,,,,
"here is the longlist for the @9mobilereads prize for literature 2017.,,,,,,,
",0,,,,,,
