text,label,,,,,,,,
"#30thausummit to start the process of establishing a single african air market #saatm,,0,,,,,,,
#africa to launch a single air transport market #saatm. saatm is an @_africanunion #agenda2063 flagship project tha… ,0,,,,,,,,
the #30thausummit kicks off with the 35th session of the permanent representative committee. read the press release… ,0,,,,,,,,
.@_africanunion to launch 2018 as the african anti-corruption year #30thausummit read more @ ,0,,,,,,,,
#30thausummit 35th ordinary session of the permanent representatives committee #prc opening session. find more @… ,0,,,,,,,,
#30thausummit watch the 35th ordinary session of the permanent representatives committee #prc opening session live… ,0,,,,,,,,
statement of the african union (au) on the elections of the pan african  youth union #pyu. #bethefuturetoday… ,0,,,,,,,,
tenth (10th) african union gender pre-summit calls on african #women to join in the fight against #corruption.… ,0,,,,,,,,
"do you think more women and youth representation will reduce the level of #corruption? #gender4all,,,0,,,,,,
you are welcome to share your thoughts with us on #gender4all. all journalists covering the #30thausummit are invit… ,0,,,,,,,,
"rt @auc_moussafaki: a fruitful meeting with ghassan salame,,0,,,,,,,
rt @auc_moussafaki: i received us amb marybeth leonard and took the opportunity to reiterate the @_africanunion's outrage at the comments a…,0,,,,,,,,
"rt @auc_moussafaki: held discussionswith president @paulkagame and the un secretary-general's personal envoy for western sahara,,0,,,,,,,
"rt @auc_moussafaki: 5/5: to date,,,1,,,,,,
"rt @auc_moussafaki: 4/5: to date,,1,,,,,,,
rt @auc_moussafaki: 3/3: the au's high level of financial dependence on international partners was such that the credibility of our politic…,0,,,,,,,,
"rt @auc_moussafaki: 2/5:financing of the au is crucial,,,,,,,,,
the decisions taken in johannesburg i…",0,,,,,,,,
rt @auc_moussafaki: 1/5: i opened the meeting of the committee of ministers of finance of the au this morning in kigali. this meeting will…,0,,,,,,,,
"rt @auc_moussafaki: the au,,,0,,,,,,
rt @auc_moussafaki: i am all the more dismayed as the usa is a unique example of how migration contributes to nation-building based on valu…,0,,,,,,,,
rt @auc_moussafaki: i am dismayed by the unfortunate remarks attributed to the president of the united states on migrants from african coun…,0,,,,,,,,
"rt @auc_moussafaki: i exchanged views with h.e. mr. horst koehler,,0,,,,,,,
"rt @auc_moussafaki: i held meetings with he mr aboubakr heyney,,0,,,,,,,
"the @_africanunion #women,,0,,,,,,,
the 10th au-gender pre-summit (gps) under the theme “winning the fight against corruption:  a sustainable path to g… ,0,,,,,,,,
"h.e mr. muhammadu buhari @mbuhari,,0,,,,,,,
governments and non-state actors have been instrumental in raising awareness about the devastating effects of corru… ,0,,,,,,,,
.@_africanunion recognizing the need to address the root causes of corruption on the continent and acknowledging th… ,0,,,,,,,,
"rt @auc_moussafaki: productive meeting with micheal kafando,,0,,,,,,,
"rt @auc_moussafaki: ma déclaration sur #equatorialguinea suite à ma rencontre avec se siméon,,,,,,,,,
oyono esono ange,,0,,,,,,,
"rt @auc_moussafaki: my statement on #equatorialguinea following my meeting with he simeon ,,,,,,,,,
oyono esono ange,,0,,,,,,,
statement by the chairperson of the african union commission @auc_moussafaki on #equatorialguinea @ ,0,,,,,,,,
"rt @auc_moussafaki: melkam gena to all christians,,0,,,,,,,
rt @auc_moussafaki: #melkamgenna to all ethiopians friends and all collegues  celebrating orthodox christmas.,0,,,,,,,,
"the #aucpcc,,,0,,,,,,
#30thausummit a lot has been done over the last few years since the adoption of the african union convention on pre… ,0,,,,,,,,
rt @auc_moussafaki: 5/5: i call on all ethiopians to embrace and sustain the spirit of forgiveness and unity in the interest of their count…,0,,,,,,,,
"rt @auc_moussafaki: 4/5: these steps will also enhance the country’s stability,,0,,,,,,,
rt @auc_moussafaki: 3/5: these steps will help create a conducive environment for the pursuit and consolidation of the impressive socio-eco…,0,,,,,,,,
rt @auc_moussafaki: 2/5: i commend the ethiopian authorities for this decision and for their commitment to foster national consensus and wi…,0,,,,,,,,
rt @auc_moussafaki: 1/5: i welcome the announcement by the ethiopian prime minister pardoning or suspending judicial cases of members of po…,0,,,,,,,,
statement of the chairperson of the african union commission @auc_moussafaki on recent developments in #ethiopia @ ,0,,,,,,,,
"rt @auc_moussafaki: as we enter 2018,,,0,,,,,,
"rt @auc_moussafaki: we should not also forget the women + men serving in au or un peace operations in africa. in 2017,,0,,,,,,,
rt @auc_moussafaki: my warmest congratulations to all  liberians and @georgeweahoff as president- elect after peaceful polls.  a personal s…,0,,,,,,,,
"2018 new year message of the chairperson of the african union commission,,0,,,,,,,
rt @auc_moussafaki: my warmest wishes of peace and joy during this christmas season.,0,,,,,,,,
statement  of the chairperson of the african union commission @auc_moussafaki regarding the agreement on the #pool… ,0,,,,,,,,
rt @auc_moussafaki: i congratulate the gov of the rep of congo and rev ntumi for signing a ceasefire agreement in the #pool region of #cong…,0,,,,,,,,
remarks by the chairperson of the  commission of the african union @auc_moussafaki at the closing of the forum for… ,0,,,,,,,,
"rt @auc_moussafaki: by signing the #igad-brokered cessation of hostilities agreement,,0,,,,,,,
"rt @auc_moussafaki: it is time to accelerate the pace to achieve a sustainable,,0,,,,,,,
"rt @auc_moussafaki: tonight's signing of a cessation of hostilities,,0,,,,,,,
read the statement by auc chairperson @auc_moussafaki on the occasion of the launching of the intergovernmental aut… ,0,,,,,,,,
rt @auc_moussafaki: met south sudan foreign minister deng alor on margins of the last day of  #igad high level revitalisation forum and war…,0,,,,,,,,
"rt @au_kwesiquartey: on the latest edition of in-flight ""msafari"" magazine by @kenyaairways ,,0,,,,,,,
"rt @auc_moussafaki: the @_africanunion family held its last townhall of 2017 to reflect on the year that was,,0,,,,,,,
"rt @auc_moussafaki: 7/7 we will not hesitate,,,0,,,,,,
rt @auc_moussafaki: 6/7 supporting the quest for peace in #southsudan therefore means to unreservedly stand behind this regional initiative…,0,,,,,,,,
rt @auc_moussafaki: 5/7this tragedy is a betrayal. a betrayal of the fight for freedom and martyrdom of many south sudanese. a betrayal of…,0,,,,,,,,
rt @auc_moussafaki: 4/7their hopes cannot be disappointed. they must not be disappointed.your people will not understand it they will not…,0,,,,,,,,
"rt @auc_moussafaki: 3/7 southern sudanese look to addis ababa today. after so many unsuccessful bids at peace and dashed hopes,,0,,,,,,,
"rt @auc_moussafaki: 2/7 or it can come to mark the loss of all hope to resolve a conflict that continues to rage,,0,,,,,,,
rt @auc_moussafaki: 1/7this week will go down as one of the most crucial in the post-independence history of south sudan. it can mark the b…,0,,,,,,,,
rt @auc_moussafaki: congratulations to the 8th batch of @_africanunion youth volunteers who graduated from a 2week pre-employment training…,0,,,,,,,,
"rt @auc_moussafaki: during our meeting at #asovilla,,0,,,,,,,
rt @auc_moussafaki: productive meeting with president @mbuhari at #asovilla today ahead of my participation at the 52nd @ecowas_cedeao summ…,0,,,,,,,,
rt @auc_moussafaki: #sdgsafricaroundtable: true leadership is unafraid to audaciously do the right thing in the face of societal pressure.,0,,,,,,,,
"rt @auc_moussafaki: #sdgsafricaroundtable:leadership in africa must speak,,,0,,,,,,
rt @auc_moussafaki: mobilising support to accelerate  implementation of the #sdgs in africa in partnership with the private sector and civi…,0,,,,,,,,
rt @auc_moussafaki: proud to share the podium with pres @paulkagame and pres @nakufoaddo at the  #sdgsafricaroundtable this morning in accr…,0,,,,,,,,
rt @auc_moussafaki: 2/2: the au with partners has also taken steps identify and access all detention centers and facilitate the repatriatio…,0,,,,,,,,
rt @auc_moussafaki: 1/2:reports of african migrants being auctioned as slaves in #libya has angered the continent+many outside africa.the a…,0,,,,,,,,
"rt @auc_moussafaki: today,,0,,,,,,,
statement on the launch of the campaign in the lead-up to the 70th anniversary of the universal declaration of huma… ,0,,,,,,,,
statement  of the chairperson @auc_moussafaki  of the commission of the african union on the attack  on united nati… ,0,,,,,,,,
statement of the chairperson of the commission of the african union  on the attack on united nations peacekeepers a… ,0,,,,,,,,
statement of the chairperson @auc_moussafaki of the commission of the african union on the continental free trade a… ,0,,,,,,,,
click here to read the joint #aueu final declaration following the 5th  #aueusummit held in abidjan from 29-30 nov… ,0,,,,,,,,
rt @auc_moussafaki: 2/2 but also provokes reaction from the entire muslim world. we fear this decision will not only impact africa negative…,0,,,,,,,,
rt @auc_moussafaki: 1/2met donald yamamoto acting us @asstsecstateaf in addis abeba following highlevel meetings held in washingtondc on 16…,0,,,,,,,,
rt @auc_moussafaki: 5/5: i further urged libyan authorities to ensure the safety and security of migrants held in govt-controlled detention…,0,,,,,,,,
"rt @auc_moussafaki: 4/5: i also called on concerned member states to send consular officials to speedily provide consular services,,0,,,,,,,
"rt @auc_moussafaki: 3/5: on 5 dec 2017,,0,,,,,,,
rt @auc_moussafaki: 2/5: other priorities include working with:au memberstates to provide consular services to their nationals stranded in…,0,,,,,,,,
"rt @auc_moussafaki: 1/5: au-led task force with un and eu plans to repatriate within the next 6 weeks,,,0,,,,,,
rt @auc_moussafaki: 2/2libyan authorities must assist identify+persecute perpetrators involved in #libyanslavetrade +facilitate access to a…,0,,,,,,,,
rt @auc_moussafaki: 1/2 met with my special envoy he amira el fadil who just returned from #tripoli and ambassadors from countries with nat…,0,,,,,,,,
"rt @auc_moussafaki: bade farewell to h.e. afonso henriques de azeredo malheiro,,0,,,,,,,
"rt @auc_moussafaki: after reopening the embassy 2 yrs ago,,0,,,,,,,
"rt @au_wgdd: #panel discussion on gender based-violence #16daysendgbv ,,,,,,,,,
#orangeafrica #orangetheworld ,,,,,,,,,
@moussafaki_m @hequarteykwesi ,,,,,,,,,
@yayer…",0,,,,,,,,
"rt @ebbakalondo: .@moussafaki_m:""all religions,,,0,,,,,,
"rt @ebbakalondo: .@moussafaki_m:""we must be bold in breaking the codes of silence against all violence against women and children. together…",0,,,,,,,,
