text,label,,,,,
"ethiopia 'detains 1,,0,,,,
cote d'ivoire arrests opponents of proposed constitution  via @africareview,0,,,,,
ex-south africa public protector under fire over usaid funding  via @africareview,0,,,,,
dr congo's bemba found guilty at icc of witness bribing  via @africareview,0,,,,,
postponing dr congo poll 'will not solve' crisis  via @africareview,0,,,,,
dr congo to push back presidential election to 2018  via @africareview,0,,,,,
kenya's acting president claim senator quizzed  via @africareview,0,,,,,
dr congo stakeholders should participate in dialogue process ahead of forthcoming election - sa president zuma says.,0,,,,,
president zuma urges south sudan rebel leader riek machar to participate in the country's transitional government.,0,,,,,
kagame tells france to keep off jet crash probe  via @africareview,0,,,,,
ethiopia blames egypt for unrest  via @africareview,0,,,,,
gabonese doctor with 'daming report' on poll unrest arrested  via @africareview,0,,,,,
ethiopia declares state of emergency amid protests  via @africareview,0,,,,,
nigeria bans shiite muslims  via @africareview,0,,,,,
france re-opens probe into 1994 assassination of rwandan president  via @africareview,0,,,,,
are ethiopian protests a game changer?  via @africareview,0,,,,,
kenya tests extent of its african influence with bid for top au job  via @africareview,0,,,,,
"troika,,0,,,,
chinese investors pledge $70 billion to nigeria's oil sector  via @africareview,1,,,,,
sudan minister dismisses doctors strike as a flop  via @africareview,0,,,,,
sick cameroon soccer legend to be flow to france  via @africareview,0,,,,,
ibrahim index ranks zimbabwe high  via @africareview,0,,,,,
kenya nominates amina mohamed for au chair job  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
seychelles president james michel steps down after change in law  via @africareview,0,,,,,
ali bongo sworn-in as gabon president  via @africareview,0,,,,,
mali islamist jailed for shrine attacks  via @africareview,0,,,,,
ethiopian actor znah-bzu tsegaye flees country  via @africareview,0,,,,,
group condemns niger delta hostilities  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
students shut down south african universities over fee row  via @africareview,0,,,,,
dr congo bans opposition rally after two policemen killed  via @africareview,0,,,,,
somali general killed by al-shabab suicide car bomber  via @africareview,0,,,,,
"zimbabwe vp leaves hotel after incurring $620,,-1,,,,
onyango-obbo: how to spot impending african election theft — from miles away  via @africareview,0,,,,,
opposition chief named zambia finance minister  via @africareview,0,,,,,
mo ibrahim report date set  via @africareview,0,,,,,
heavily indebted cameroon secures $36m spanish loan  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
"40,,-1,,,,
dr congo warlord on hunger strike at war crimes trial  via @africareview,0,,,,,
zambia's lungu sworn-in  via @africareview,0,,,,,
zimbabwe police ban protests in harare  via @africareview,0,,,,,
"kiir,,0,,,,
"scare as quelea birds,,0,,,,
gabon election: justice minister quits over disputed result  via @africareview,0,,,,,
new niger delta militant group orders residents to relocate  via @africareview,0,,,,,
"rt @the_eastafrican: mutebi: who won,,0,,,,
zambia's edgar lungu to be sworn in next week: official  via @africareview,0,,,,,
robert mugabe jokes over health rumours  via @africareview,0,,,,,
facebook's africa satellite explodes  via @africareview,0,,,,,
kenya-rwanda sign east africa trade deal with europe  via @africareview,0,,,,,
african elephants census reveals dramatic decline  via @africareview,0,,,,,
bongo victory approved by gabon election commission: members  via @africareview,0,,,,,
special report: cameroon’s national carrier struggles to remain airborne  via @africareview,0,,,,,
mugabe abandons summit amid failing health speculation  via @africareview,0,,,,,
nigeria economy slips into recession  via @africareview,0,,,,,
five dead in somalia hotel suicide car bomb  via @africareview,0,,,,,
big cloud of smoke above mogadishu  via @africareview,0,,,,,
gabon presidential election 'lacked transparency': eu observers  via @africareview,0,,,,,
mwai kibaki scheduled for surgery on thursday in south africa  via @africareview,0,,,,,
south sudan envoy tells off igad after kerry’s remarks on leadership  via @africareview,0,,,,,
nigeria arrested for naming dog after president buhari  via @africareview,0,,,,,
libya parliament rejects un-backed unity government  via @africareview,0,,,,,
ethiopian runner makes protest sign as he crosses line in rio  via @africareview,0,,,,,
mali rebel'to admit' timbuktu mausoleum destruction at icc  via @africareview,0,,,,,
jean ping wins fresh support in bid to oust gabonese leader bongo  via @africareview,0,,,,,
senegalese woman fined after filming police bribe  via @africareview,0,,,,,
murmurs as mugabe deputy turns hotel room into a home  via @africareview,0,,,,,
special report: rotten chicken throws sierra leone's vendor a lifeline  via @africareview,0,,,,,
south sudan conflict: sacked vp riek machar goes into exile  via @africareview,0,,,,,
au troops jailed for running fuel racket in somalia  via @africareview,0,,,,,
mugabe deputy turns hotel room into a home  via @africareview,0,,,,,
zambia election: lungu holds a thanks-giving rally in lusaka  via @africareview,0,,,,,
zambia opposition vows to challenge results as lungu declared winner  via @africareview,0,,,,,
two south african universities shut over fees  via @africareview,0,,,,,
nigeria wants au to declare corruption a crime against humanity  via @africareview,0,,,,,
rio 2016: namibian boxer held over alleged sex assault  via @africareview,0,,,,,
sudanese rebels agree to au peace proposal  via @africareview,0,,,,,
seven dead in troubled east dr congo  via @africareview,0,,,,,
ugandan activist matsanga ‘used forged papers to fix icc president’  via @africareview,0,,,,,
"dakar set to get new train to move 15,,0,,,,
libya unity forces prepare 'decisive' assault in is bastion  via @africareview,0,,,,,
opposition seeks partners after south africa poll success  via @africareview,0,,,,,
army deployed for sa elections  via @africareview,0,,,,,
koffi olominde arrested in kicking saga  via @africareview,0,,,,,
rt @nairobi_news: just in! koffi olomide arrested at his home for kicking dancer at jkia  ,0,,,,,
at least 8 killed in somali twin blasts  via @africareview,0,,,,,
why africa must be on the alert for an ebola outbreak  via @africareview,0,,,,,
nigeria shelves plans for 'kannywood' film village  via @africareview,0,,,,,
riek machar replaced as south sudan vice-president  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
#donaldtrump chief campaigner worked for #kanu in kenya’s darkest moment  ,0,,,,,
thousands register for mass wedding in nigeria  via @africareview,0,,,,,
cnn african journalist award shortlist out  via @africareview,0,,,,,
"rt @nairobi_news: baby abshir,,,0,,,
africa today at a glance  via @africareview,0,,,,,
un seeks end to south sudan violence  via @africareview,0,,,,,
uhuru urges south sudan leaders to end war as heavy fighting erupts  via @africareview,0,,,,,
gabon's bongo to stand for re-election in august  via @africareview,0,,,,,
zambia poll body suspends campaigns  via @africareview,0,,,,,
south sudan: heavy gunfire erupts in capital juba  via @africareview,0,,,,,
gambian leader announces tough measures against child marriages  via @africareview,0,,,,,
breaking: oscar pistorius handed a six year sentence,0,,,,,
south african writer lidudumalingani wins caine prize  via @africareview,0,,,,,
major traffic snarl-up expected in nairobi as israeli pm visits  via @africareview,0,,,,,
un begins verifying refugees in kenya's dadaab camp  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
ethiopia elected to un security council  via @africareview,0,,,,,
khartoum and juba ask au to help mark border  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
catholic bishops in dr congo call for elections to be held on time  via @africareview,0,,,,,
"sa treasury wants zuma to pay back $500,,1,,,,
rt @nairobi_news: kenyan socialite held in ghanaian jail over drug trafficking  ,0,,,,,
khartoum says troops withdrawn from border with south sudan  via @africareview,0,,,,,
roads closed as uganda first lady takes over ministry  via @africareview,0,,,,,
zuma to know nkandla bill  via @africareview,0,,,,,
madagascar stadium blast kills two  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
libya pm says only united military can defeat is  via @africareview,0,,,,,
breaking: big blast rocks mogadishu hotel  via @africareview,0,,,,,
rt @nexuske: kenya and ethiopia to begin construction of a joint oil pipeline in december #transformingdiplomacy ,0,,,,,
"angola is broke,,0,,,,
zambia opposition protests closure of private newspaper  via @africareview,0,,,,,
"in cairo,,0,,,,
equatorial guinea president appoints son vp  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
libya conflict: mystery blast kills dozens in western town  via @africareview,0,,,,,
zambia government shuts private newspaper  via @africareview,0,,,,,
angola and egypt want un to lift car and south sudan sanctions  via @africareview,0,,,,,
icc sentences dr congo's bemba to 18 years in jail  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
developing: icc to sentence dr congo's bemba for war crimes  via @africareview,0,,,,,
families of egyptair crash victims to get compensation  via @africareview,0,,,,,
how naira flotation will affect nigeria  via @africareview,0,,,,,
five kenyan policemen killed in terror attack  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
the riddle of rampant shootouts in uganda  via @africareview,0,,,,,
four killed in cameroon building collapse  via @africareview,0,,,,,
sudanese rebels call for immediate ceasefire talks  via @africareview,0,,,,,
drama as pistorious walks on stumps in court  via @africareview,0,,,,,
gambia threatens military action against senegal  via @africareview,0,,,,,
"angola records 3,,0,,,,
algerian troops kill two islamist militants: ministry  via @africareview,0,,,,,
burundi school suspends 230 students for defacing nkurunziza's photo  via @africareview,0,,,,,
why ethiopia and eritrea could go to war again  via @africareview,0,,,,,
kenyan lawmakers to face hate speech charges  via @africareview,0,,,,,
turkey police seize 'gaddafi dagger' in istanbul: report  via @africareview,0,,,,,
china to write off $4.5m mozambique debt  via @africareview,0,,,,,
steenkamp's father says #pistorius must pay for his sins  via @africareview,0,,,,,
turkey defies odds to change somalia's fortunes  via @africareview,0,,,,,
rwandese tycoon sues kenyan company in share sale row  via @africareview,0,,,,,
gambia bans music and dancing during ramadhan  via @africareview,0,,,,,
'broken' pistorious in court for murder sentencing  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
eritrea accuses ethiopia of launching border attack  via @africareview,0,,,,,
foreign ministers endorse kenya's muburi-muita to take great lakes  via @africareview,0,,,,,
"raila calls off anti-iebc demos,,0,,,,
dar seeks help from east africa to curb export of sex slaves  via @africareview,0,,,,,
guinea leader fires his communication minister over criticism  via @africareview,0,,,,,
tensions build as nigeria retires 35 senior army officers  via @africareview,0,,,,,
dr congo opposition demands kabila quit by year's end  via @africareview,0,,,,,
nigeria army 'killed biafra protesters'  via @africareview,0,,,,,
pistorious grants first tv interview ahead of prison return  via @africareview,0,,,,,
mh370 search: new debris found on madagascar beach  via @africareview,0,,,,,
libya conflict: government forces 'advance' against is-held sirte  via @africareview,0,,,,,
us reaffirms support for war crimes court for south sudan  via @africareview,0,,,,,
uganda police arrest mp over alleged plot to kill president museveni  via @africareview,0,,,,,
ethiopia base in somalia attacked by al-shabab  via @africareview,0,,,,,
"nigeria to start recruiting 500,,0,,,,
suspect extradited for people smuggling 'is wrong man'  via @africareview,0,,,,,
"uganda budget: without a cabinet,,0,,,,
south africa terror alerts spark diplomatic tensions  via @africareview,0,,,,,
eritrean leaders guilty of crimes against humanity: un  via @africareview,0,,,,,
tributes galore as nigeria bids farewell to soccer legend  via @africareview,0,,,,,
egyptair makes 'bomb threat landing'  via @africareview,0,,,,,
africa richest woman edges towards power in angola  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
ex tanzania leader in fresh bid to end burundi strife  via @africareview,0,,,,,
people-smuggling 'kingpin' mered medhanie extradited to italy  via @africareview,0,,,,,
zanu-pf bans mugabe succession talk  via @africareview,0,,,,,
egypt condemns  25 to death over tribal clashes  via @africareview,0,,,,,
sa malls on high alert after terror alert  via @africareview,0,,,,,
malawi albinos 'targeted in unprecedented killing wave'  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
burkina faso cancels arrest warrant for cote d'ivoire speaker  via @africareview,0,,,,,
"300,,0,,,,
inside africa's biggest bushmeat market in angola  via @africareview,0,,,,,
one killed in kenya poll agency demos  via @africareview,0,,,,,
south africa downplays us terror threat alert  via @africareview,0,,,,,
buhari to seek medical care in uk  via @africareview,0,,,,,
sudan authorities intercept cocaine at airport  via @africareview,0,,,,,
"gridlock looms as 3,,0,,,,
africa today at a glance  via @africareview,0,,,,,
libya pm rules out international military intervention  via @africareview,0,,,,,
liberia's sireaf lands ecowas job  via @africareview,0,,,,,
south sudan delegation in khartoum for bilateral talks  via @africareview,0,,,,,
"buhari turns to jonathan,,0,,,,
rt @the_eastafrican: burundi president asks criminal gangs to surrender in 15 days  ,0,,,,,
boko haram attack kills 32 in niger  via @africareview,0,,,,,
kenya: ,0,,,,,
what museveni thinks: ,0,,,,,
connectivity: ,0,,,,,
african leaders and justice  ,0,,,,,
wold bank gives $122m to fight tb in southern africa  ,1,,,,,
gabon bans cameroon poultry over bird flu scare  ,0,,,,,
kenya's president and opposition leaders hold talks  ,0,,,,,
former char ruler handed life sentence for crimes against humanity  ,0,,,,,
"quarter of kenyans live in towns,,0,,,,
indian police arrest five in delhi over assaults on africans  ,0,,,,,
africa at a glance  ,0,,,,,
"jenerali ulimwengu: our mps are drunk,,,0,,,
elsie eyakuze: almost straightened my hair could’ve said it was old school  ,0,,,,,
the bitter truth is that sugar is political in africa  ,0,,,,,
political temperature rise as zambia parties prepare to pick flag bearers  ,0,,,,,
champs: ,0,,,,,
nigeria's buhari to keep delta amnesty programme @mbuhari ,0,,,,,
shipwrecks 'kill up to 700 migrants'  ,0,,,,,
zimbabwe opposition march against mugabe  ,0,,,,,
"au observers call for electoral,,,,,,
 ",0,,,,,
rwanda to scrap visas for africans by 2018  ,0,,,,,
"address energy gaps,,,,,,
",0,,,,,
migrant crisis: uk to send second royal navy ship to libya  ,0,,,,,
south africa's house rules to reign over unruly mps kick in  ,0,,,,,
fresh militant attack deals a blow to nigeria's oil production  ,0,,,,,
african diplomats skip event in protest over india 'racism and afro-phobia'  ,0,,,,,
"no bail for nigerian pro-secessionist,,0,,,,
somali president warns against kenya's decision to close dadaab  ,0,,,,,
rt @nationfmke: children born out of wedlock can have father's name in birth records court rules consent from father not needed. ,0,,,,,
"panic as bird flu outbreak kills 15,,0,,,,
"sierra leone,,,,,,
 ",0,,,,,
rt @nairobi_news: 10 things to remember about former first lady lucy kibaki  ,0,,,,,
al shabaab spy chief killed in attack  via @africareview,0,,,,,
anti-apartheid veteran kathrada calls for zuma to resign  via @africareview,0,,,,,
police to end siege at uganda opposition leader's home  via @africareview,0,,,,,
african union chief dlamini-zuma not to run for second term  via @africareview,0,,,,,
mozambican national to serve 158 years in south african jail  via @africareview,0,,,,,
south africa's opposition leader julius #malema    ,0,,,,,
total opts for tanzania oil route despite kenya-uganda talks  ,0,,,,,
french court to probe karim wade plea  via @africareview,0,,,,,
opposition whistles delay kenya's state of the nation address  via @africareview,0,,,,,
why are south african students so angry?  via @africareview,0,,,,,
cypriot ex-wife recounts 'black years' with egypt hijacking suspect  via @africareview,0,,,,,
zuma must pay rules south africa court  via @africareview,0,,,,,
suicide bomber kills at least 9 in central somalia  via @africareview,0,,,,,
six killed in somalia shootings  via @africareview,0,,,,,
africa today at a glance  ,0,,,,,
kinshasa and juba to revamp cooperation  via @africareview,0,,,,,
nairobi reality distorted in fiction film about drone attack on al  via @africareview,0,,,,,
boko haram attack in niger kills six soldiers  via @africareview,0,,,,,
libya's unity government leaders in tripoli power bid  via @africareview,0,,,,,
mozambican opposition to begin 'governing provinces'  ,0,,,,,
hundreds of ethiopians evacuated from war torn-yemen  via @africareview,0,,,,,
7 million ugandans haven’t been to school - census report  via @africareview,0,,,,,
zambian clergy meet president over poll violence  via @africareview,0,,,,,
"ebola has been contained,,0,,,,
bemba conviction a small step in protecting civilians  via @africareview,0,,,,,
africa today at a glance  ,0,,,,,
world bank commits $500m to nigeria's social protection programme  via @africareview,1,,,,,
cameroon legend roger milla's life after football  ,0,,,,,
egyptair hijack: man held after using fake suicide belt  via @africareview,0,,,,,
severe fuel scarcity hits nigerian cities  ,0,,,,,
"rt @the_eastafrican: french navy seize hundreds of assault riffles,,,0,,,
mtn to lay off south sudan staff  via @africareview,0,,,,,
updates: egyptair hijacker detained  ,0,,,,,
ethiopia to restrict the use of plastic products  via @africareview,0,,,,,
police battle women at uganda opposition leader's home  via @africareview,0,,,,,
updates: #egyptair hijacker demands to see  estranged cypriot  wife  ,0,,,,,
hijacked egyptair plane on the tarmac at larnaca airport in cyprus. photo | afp ,0,,,,,
curse of the black gold: discovery of oil deposits in east africa  via @africareview,0,,,,,
africa today:  ,0,,,,,
"update: negotiations result in the release of all passengers,,0,,,,
#egyptair updates: ,0,,,,,
would-be suicide bomber 'not one of' abducted #chibok schoolgirls  ,0,,,,,
latest on #egyptairhijack ,0,,,,,
17 angola youth activists sent to jail  ,0,,,,,
'hijacked' egypt plane lands in cyprus  ,0,,,,,
uganda police block access to opposition leader's home  via @africareview,0,,,,,
new fifa boss pledges 7 world cup slots for africa  via @africareview,0,,,,,
boko haram abducts 16 women in northeast nigeria  via @africareview,0,,,,,
au warns sudanese opposition over failure to sign deal  via @africareview,0,,,,,
cote d'ivoire song defies al-qaeda after grand bassam attack  via @africareview,0,,,,,
"move on,,,0,,,
sa family gets closure after years of gallows agony  via @africareview,0,,,,,
zanzibar president sets priorities as he's sworn in  via @africareview,1,,,,,
nigerian lawmakers hike fine against mtn to $15.6 billion  ,0,,,,,
rt @the_eastafrican: opposition leader besigye condemns month of house arrest by ugandan govt  ,0,,,,,
congo president denis sassou nguesso wins landslide third term  ,0,,,,,
an unresolved gang-rape shakes up the closed chadian regime  ,0,,,,,
"zuma’s son,,0,,,,
'opposition protests' over congo-brazzaville election results  via @africareview,0,,,,,
hrw fears for the media in kenya  via @africareview,0,,,,,
guptas: south africa’s shadow government?  via @africareview,0,,,,,
zimbabwe gives ultimatum on indigenisation of foreign firms  ,0,,,,,
icc confirms 70 charges against uganda war lord  via @africareview,0,,,,,
rwanda's kagame drops intelligence chief  ,0,,,,,
icc sets date for kenya vp's case  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
liberia shuts down border with guinea over new ebola flare-up  via @africareview,0,,,,,
rights activists hail bemba guilty verdict  via @africareview,0,,,,,
buhari condemns belgium terror attack  via @africareview,0,,,,,
private sierra leonean airline fails to fly  via @africareview,0,,,,,
"rt @africaarguments: #namibia’s president geingob one year on: a for effort,,0,,,,
opposition describe niger's election as a 'sham'  via @africareview,0,,,,,
"communications cut as congo awaits vote outcome,,,,,,
 ",0,,,,,
puntland parades captured al-shabaab militants  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
‘yes’  leads in senegal presidential term vote  ,0,,,,,
"uhuru,,0,,,,
rwandans don’t go rioting in the streets they don’t need to  ,0,,,,,
obbo: why many africans wouldn’t make good suicide bombers  ,0,,,,,
benin pm concedes defeat to businessman in presidential run-off  via @africareview,0,,,,,
benin pm concedes defeat to businessman in presidential run-off  ,0,,,,,
al-shabaab claim killing at least 73 somali troops  via @africareview,0,,,,,
nigeria: audit uncovers more financial sleaze during jonathan regime  via @africareview,0,,,,,
beleaguered zuma gets fulsome anc backing  via @africareview,0,,,,,
juba feels the economic pinch as political crisis persists  via @africareview,0,,,,,
"uhuru,,0,,,,
south africa remembers 1960 sharpeville massacre  via @africareview,0,,,,,
cape verde prepares for parliamentary polls  via @africareview,0,,,,,
accountants: declare graft in kenya a national disaster  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
benin troops ready to join anti-boko haram task force  via @africareview,0,,,,,
how i survived the cote d'ivoire beach attack  via @africareview,0,,,,,
donors give burkina faso $36m for population census  via @africareview,1,,,,,
eu aid to repressive eritrea indefensible  via @africareview,0,,,,,
south africa loses appeal over bashir arrest  via @africareview,0,,,,,
nigerian shi'ite group given ultimatum to testify over clash with  via @africareview,0,,,,,
"unsure of her future,,0,,,,
ivorian leader vows no intimidation by terrorists  via @africareview,0,,,,,
anc marches against hani killer's release  via @africareview,0,,,,,
uganda law lecturers join anti-museveni petition  via @africareview,0,,,,,
today in africa at a glance  via @africareview,0,,,,,
shooting at cote d'ivoire's grand bassam beach resort  via @africareview,0,,,,,
angolan leader says he'll quit after 36 years in office  via @africareview,0,,,,,
moment of truth for sa baby abductor as she faces jail term  via @africareview,0,,,,,
raped ethiopian girl finally gets justice after 15 long years  @judykosgei @undpethiopia ,0,,,,,
"'deficiencies' to blame for failure in al-shabaab war,,0,,,,
"mandela grandson not off the hook for rape,,0,,,,
"nigeria blames mtn for 10,,0,,,,
a  via @africareview,0,,,,,
musicians sucked into uganda political power games  via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
al-shabaab journalist sentenced to death  via @africareview,0,,,,,
impoverished interior poses risk for struggling tunisia  via @africareview,0,,,,,
floods ravage uganda's capital  via @africareview,0,,,,,
uganda dumps kenya in $4bn pipeline deal  via @africareview,-1,,,,,
africa today at a glance  via @africareview,0,,,,,
court confirms touadera as car president-elect  via @africareview,0,,,,,
23 candidates vie for chad presidential election  via @africareview,0,,,,,
"east african leaders to consider banning used vehicles,,0,,,,
museveni victory challenged in court  via @africareview,0,,,,,
"what impending barclays africa sale means for its customers,,,,,,
 ",0,,,,,
judgment on ownership of mandela's qunu home reserved  via @africareview,0,,,,,
nigeria's former ruling pdp splits   via @africareview,0,,,,,
africa today at a glance  via @africareview,0,,,,,
bhang from senegal seized at kenya airport  via @africareview,0,,,,,
ousted zimbabwe vp mujuru launches new party  via @africareview,0,,,,,
israeli pm to tour africa for entebbe raid 40th anniversary  via @africareview,0,,,,,
africa today at a glance  ,0,,,,,
traditionalists back winnie #mandela as she fights for qunu home  ,0,,,,,
protests as kenyan teen shot multiple times by us policemen  via @africareview,0,,,,,
uhuru wants more troops in somalia  via @africareview,0,,,,,
31 killed in twin explosions in somalia's baidoa town  via @africareview,0,,,,,
beijing woos africa's opinion-shapers  via @africareview,0,,,,,
"byanyima: govts,,0,,,,
south african cities 'the best' in africa  ,0,,,,,
plot to kill zuma claim lands man in trouble  ,0,,,,,
niger opposition refuses to recognise presidential poll results  ,0,,,,,
africa today at a glance  via @africareview,0,,,,,
french agency in deal to repair cameroon airport  via @africareview,0,,,,,
kenya police boss orders 'bully' pilot arrest  via @africareview,0,,,,,
zuma to lead au team to burundi to unlock dialogue  via @africareview,0,,,,,
un chief brokers all-party talks in burundi  via @africareview,0,,,,,
more deaths reported as un chief arrives in burundi  via @africareview,0,,,,,
savimbi family demand state funeral for angolan rebel  via @africareview,0,,,,,
university of pretoria students reject afrikaans  via @africareview,0,,,,,
rt @nationfmke: #uganda's main opposition leader @kizzabesigye1 held by police. details w/ @teddyeugene at 1pm. #ugandadecides ,0,,,,,
mugabe at 92: ,0,,,,,
south africa tightens border controls over zika  ,0,,,,,
africa today at a glance  via @africareview,0,,,,,
fifa presidency: no love for sexwale  ,0,,,,,
"museveni defends victory,,0,,,,
defeated car candidate concedes poll results despite ‘massive fraud’  via @africareview,0,,,,,
south africa confirms first case of #zika virus ,0,,,,,
"museveni declared winner,,0,,,,
"ugandan police surround opposition tally centre,,0,,,,
"ugandavotes: police surround opposition party,,,,0,,
touadera ‘comfortably’ leading in car presidential runoff  via @africareview,0,,,,,
zimbabwe police teargas protesting war veterans  via @africareview,0,,,,,
ghana bus crash death toll now 71  via @africareview,0,,,,,
kizza besigye arrest confirmed by opposition party  via @africareview,0,,,,,
rt @dailynation: uganda’s electoral commission extends voting time  #ugandadecides ,0,,,,,
uganda votes:  ,0,,,,,
rt @bbcafrica: uganda's electoral commission says it's not aware of any order to block social media access  ,0,,,,,
rt @ntvkenya: al-shabaab deputy commander mahad karatey killed in kdf strike  ,0,,,,,
uganda blocks social media as polls under way,0,,,,,
"rt @dailymonitor: voting has been suspended in kibale and kitagwenda counties,,0,,,,
gunmen kidnap former nigerian president's foster father  via @africareview,0,,,,,
menengitis outbreak kills 142 in west africa  via @africareview,-1,,,,,
