text,label,,,,,,
imagine official water channels from gok agencies has been diverted by water cartels to sell to us and now we have… ,-1,,,,,,
rt @jumaf3: more tribulations as uchumi supermarket’s loss after tax rises by 63.6%  #sokonews @uchumikenya ,-1,,,,,,
"dear entrepreneur,,,,,,,
success is a bad teacher. if you are successful,,0,,,,,
kenya red cross seeks to raise sh1bn in support of 3.4 million kenyans who are at risk of starvation following drought.,1,,,,,,
"as at december,,1,,,,,
"the coupon on the existing 10-year is at 6.875 percent and as such,,0,,,,,
the maturity of the two eurobond issues are 10-years and 30-years and the initial pricing guidance is 7.625 and 8.6… ,1,,,,,,
kenya intends to raise usd 2 billion (circa 200 billion shillings) in the international markets via two eurobond is… ,1,,,,,,
rt @jumaf3: kenya among top avocado exporters in the world  #sokonews ,1,,,,,,
rt @jumaf3: high debt levels in kenya and unpredictable policies in tanzania among prominent risks to business according to @controlrisk04…,-1,,,,,,
control risks notes that kenya still has a pending first portion of a eurobond worth usd 774.8 million in 2018 whic… ,-1,,,,,,
“2018 is set to be a promising year for kenya and the east african region. we have started to see the recovery of i… ,1,,,,,,
"according to a report released by control risks,,1,,,,,
the ballooning foreign debts in kenya and the uncertain policy making in tanzania are among potential risks that ar… ,-1,,,,,,
"rt @jumaf3: article 8 of #kenyanconstitution: ,,,,,,,
there shall be no state religion  #sokonews ",0,,,,,,
"rt @jumaf3: article 9 of #kenyanconstituition:,,,,,,,
the national symbols of the republic are —,,,,,,,
a) the national flag,,,,,,,
b) the national anthem,,,,,,,
c)…",0,,,,,,
"rt @jumaf3: article 9 (3) the national days are:,,,,,,,
,,,,,,,
a) madaraka day,,,,,,,
b) mashujaa day,,0,,,,,
high debt levels in kenya and unpredictable policies in tanzania among prominent risks to business… ,-1,,,,,,
"dear entrepreneur,,,,,,,
sometimes you find yourself in the middle of nowhere and sometimes in the middle of nowhere you… ",0,,,,,,
rt @peternduati: @sokoanalyst a foreigner may spot gaps in the market that locals don’t. then they don’t have pressure to fit in as locals…,-1,,,,,,
"rt @jumaf3: the market turnover at the bourse declined 22.4 percent to usd 10.11 million or an equivalent to 1,-1,-1,,,,,
"rt @akenyangirl: one of the kindest tweeps on these streets needs our help.,,,,,,,
@natekev needs a boost: a procedure his mom,,,0,,,,
rt @jumaf3: the kenyan shilling exhibited mixed performance on wednesday by weakening against the us dollar and the sterling pound respecti…,-1,,,,,,
"rt @jknjenga: #joshuanjengachats,,,,,,,
,,,,,,,
two people work in the same office. one of them earns 10k,,,,,,,
,,,,,,,
at the end of t…",0,,,,,,
say what? ,0,,,,,,
"rt @jumaf3: just pick that call and place your order with @africasokoni. you are the boss. you order,,0,,,,,
@crazy_nairobian pole sana. god's grace be with you,0,,,,,,
rt @ieakwame: i am making a presentation on behalf of @ieakenya on kenya's public debt at icpak economic symposium,0,,,,,,
"rt @jumaf3: the mood right now after delivery from @africasokoni,,0,,,,,
"rt @jumaf3: follow @africasokoni on @twitter,,0,,,,,
"rt @jumaf3: i ordered a phone via @africasokoni. they promised to deliver it same day. with the delay of most online marketplaces in kenya,,0,,,,,
paint manufacturer @crownpaints has warned of skyrocketing prices for paints in 2018 if the cost of acquiring raw m… ,-1,,,,,,
"on tuesday,-1,-1,,,,,
"dear entrepreneur,,0,,,,,
"dear @igaddo when you get deported,,0,,,,,
"rt @valaafshar: china just built a 55 kilometer bridge to hong kong - the longest sea bridge in the world,,0,,,,,
this has me liking zuma... if only... ,0,,,,,,
@mwalimurachel opportunity is local,0,,,,,,
"rt @mwalimurachel: ""talent is universal,,0,,,,,
rt @evyonk: hello #kot @jahmbeekoikai she urgently need our help to raise 1million ksh for her treatment. no amount is too small send your…,0,,,,,,
@mckym lol,0,,,,,,
@mckym lol you can say that again,0,,,,,,
@mckym it's so intense!,0,,,,,,
my mother's favourite line to get me to eat and i always fell for it #africanmumchallenge ,0,,,,,,
increased dependency on technology and a mobile first approach is being driven by african millennials  #sokonews,1,,,,,,
rt @jamesalanoloo: @nsekenya @sokoanalyst @sokodirectory @sokohisa @primesecurities though things are promising at @nsekenya as stability r…,0,,,,,,
kenyan farmers need to be provided with more technological platforms that can help them reap more from agriculture.… ,1,,,,,,
"rt @mboyaapollo: update:,,,,,,,
1. 26/2/2018-justice mativo to hear application to stop payment of ksh 100 billion annually to 20 power companies,,0,,,,,
rt @telkomkenya: peter oketch is our third #formni50 winner!! 🎉 🎉 . and just like that his airtime got him a brand new toyota belta! we rea…,1,,,,,,
"agriculture extension,,,,1,,,
the social media train long left the station and it is taking over the world by storm. the mainstream media is worr… ,0,,,,,,
sovereignty of the people and supremacy of the constitution  #sokonews ,0,,,,,,
"dear entrepreneur,,,,,,,
hustle until your haters ask if you're hiring. ",0,,,,,,
kenyan medium-sized farmers are set to benefit from 20 billion shillings meant to transform farming into serious co… ,1,,,,,,
@warighej say what now?,0,,,,,,
mahindi boilo and fanta.  the perfect breakfast and lunch combination when you chasing those greenes ,0,,,,,,
@philosopher254 @asamoh_ what do i think is the right price? are you even serious with question or what's your point?,0,,,,,,
"evangelist billy graham,,,0,,,,
impact of digital technology on africa’s economy summit to be held in nairobi  #sokonews ,1,,,,,,
technology has fully taken over kenya according to technology experts who are now rating kenya as one of africa’s m… ,1,,,,,,
social media: kenya’s most feared form of freedom of expression  #sokonews ,0,,,,,,
"if a foreigner can come to our country,,,1,,,,
rt @loker_josphat: how deep is kenya's debt?  #sokonews #sokotv,-1,,,,,,
rt @telkomkenya: will you be the one @talliaoyando & @allantahidi will announce as our third #formni50 winner? 🤔 😄 tune into ktn and ntv at…,0,,,,,,
@mmnjug the lawsuits we are about to experience. wacha tu! including me. no way my data is being accessed by a 3rd… ,0,,,,,,
rt @mmnjug: brace yourselves: gok in elaborate plan to tap into our phone communication through @ca_kenya contractor ,0,,,,,,
rt @mmnjug: .@consumerskenya secgen mutoro said the move is against the constitution and will expose telcos to lawsuits for breach of confi…,0,,,,,,
rt @mmnjug: the @ca_kenya @nemakenya sites were hacked which leaves the public exposed to such breaches in a country where cybercrime is on…,0,,,,,,
rt @mmnjug: private communication data sitting with @ca_kenya  would probably be unsafe from outside parties. - dn,0,,,,,,
"rt @mmnjug: .@ca_kenya has listed anti-counterfeit,,,0,,,,
rt @mmnjug: what is going to happen is an invasion into privacy of kenyans who do not know what is going on - dn,0,,,,,,
rt @mmnjug: .@ca_kenya contractor will get a direct access to call data before transmitting it to the regulator - dn,0,,,,,,
rt @mmnjug: .@ca_kenya contractor does not legally bear the responsibility to protect customer confidentiality - dn,0,,,,,,
rt @mmnjug: .@ca_kenya will involve the third party company getting hooked up to all routers at @safaricomltd @airtel_ke @orangekenya - dn,0,,,,,,
"rt @mmnjug: .@ca_kenya written to telcos setting up dates for the plugging of the snooping device,,0,,,,,
"rt @mmnjug: kenya has no data protection law,,0,,,,,
"rt @mmnjug: gok private conversations and access personal data,,0,,,,,
"rt @mmnjug: gok through @ca_kenya,,0,,,,,
"rt @mmnjug: from tuesday,,,0,,,,
hell no! ,0,,,,,,
i was beaten like a burukenge. wacha tu. ,0,,,,,,
wondering how do i participate #formni50 ,0,,,,,,
rt @lopesinsights: africa spends $35 billion importing food it can produce and process. policy makers ought to give priority to achieve foo…,-1,,,,,,
rt @_sokotv: a list of countries that kenya owes as at june 2017. #sokonews #sokotv ,0,,,,,,
@jumaf3 @twitter @sochinagency it's a good move. it will help show the true value of engagements,0,,,,,,
"@cbkkenya @mmnjug @nderi_j “further to some press reports earlier today,,0,,,,,
@cbkkenya @mmnjug @nderi_j the report which is published on the imf website seems to go against what had been said… ,0,,,,,,
"@cbkkenya @mmnjug @nderi_j but in a twist of even,,0,,,,,
"@cbkkenya @mmnjug @nderi_j which begs the question,,0,,,,,
@cbkkenya @mmnjug @nderi_j kenya was meant to access the facility in march 2016 as a way of cushioning the economy… ,0,,,,,,
@cbkkenya @mmnjug @nderi_j both the national treasury and the central bank of kenya have been silent about the issu… ,0,,,,,,
"@cbkkenya @mmnjug @nderi_j in one of the local dailies,,,0,,,,
rt @jumaf3: chapter one of the kenyan constitution talks about the sovereignty of the people and supremacy of the constitution ,0,,,,,,
@cbkkenya @mmnjug @nderi_j the revelation brought to the surface the contradicting information both the @cbkkenya a… ,0,,,,,,
rt @jumaf3: no person may claim or exercise state authority except as authorised under this constitution (article 2 of the #kenyanconstitut…,0,,,,,,
"rt @jumaf3: article 2 of the #kenyanconstitution says ""this constitution is the supreme law of the republic and binds all persons and all s…",0,,,,,,
"rt @jumaf3: article 3 of the #kenyanconstitution,,,0,,,,
"@cbkkenya @mmnjug @nderi_j according to the information,,0,,,,,
"@cbkkenya @mmnjug @nderi_j on tuesday,-1,-1,,,,,
who is fooling who: the central bank of kenya or imf? @cbkkenya @mmnjug @nderi_j  #sokonews ,0,,,,,,
@genghiscapital the agricultural sector is prone to erratic weather conditions thus food security has been identifi… ,-1,,,,,,
@genghiscapital this drop was mainly attributed to the prolonged drought coupled with the fall army worm infestatio… ,-1,,,,,,
"@genghiscapital the report disclosed that agriculture,,1,,,,,
@genghiscapital export of fresh horticulture showed a marked growth with data in the first eight months of 2017 ind… ,1,,,,,,
"@genghiscapital according to the report,,,1,,,,
"@genghiscapital despite the decreased volumes in the main cash crops,,-1,,,,,
"@genghiscapital tea production,-1,,-1,,,,
@genghiscapital the advent of army worms is said to have destroyed more than a quarter of the expected maize harves… ,-1,,,,,,
@genghiscapital the decline was as a result of the prolonged drought coupled with the fall army worm infestation th… ,-1,,,,,,
"maize production declined to 32 million bags in 2017 from 37.1 million bags in 2016,,-1,,,,,
"dear entrepreneur,,,,,,,
love simply,,0,,,,,
@nemakenya @nemakenya is said to have received numerous complaints from the residents of great wall gardens owned b… ,-1,,,,,,
"@nemakenya “following the complaints,,-1,,,,,
@nemakenya has issued closure orders to london distillers over environmental pollution on residential housing devel… ,-1,,,,,,
"growing up,,,,,,,
,,,,,,,
what do you call them in your mother… ",0,,,,,,
"rt @zahraubah: let's practice kindness and respect,,0,,,,,
rt @saitonne: my sons current  favourite toy is a potato...  yes a potato. he grabs one from the pantry then rolls it and chases it around…,0,,,,,,
rt @brianmbunde: this ad by lexus is just wow #blackpanther ,0,,,,,,
"if there is a journey that epitomizes the essence of pain,,,0,,,,
@kalasinga_ @trackmann how smooth is this manual system? ,0,,,,,,
rt @ntvkenya: thousands facing starvation in western kenya  ,-1,,,,,,
"rt @aishayesufu: twitter will not kiii person  ,,,,,,,
😂😂😂😂🤣🤣🤣🤣😆😆😆😆,,,,,,,
i no fit laugh alone ",0,,,,,,
@keequitybank @kcbgroup bonds turnover increased to 4.31 billion shillings on 60 deals in tuesday’s session from 2.… ,1,,,,,,
"@keequitybank @kcbgroup equities,,,1,,,,
rt @cmakenya: please see our cautionary statement on initial coin offerings. an informed investor is a protected investor @kenyanwalstreet…,1,,,,,,
@keequitybank @kcbgroup the foreign desk recorded overall net outflows in the session compared to net buying activi… ,1,,,,,,
@keequitybank recorded the highest day’s net inflows while @kcbgroup logged the day’s highest net outflows.… ,1,,,,,,
"collectively,,1,,,,,
foreign investor activity rescinded marginally to account for 60.56 percent of total market activity from 63.31 per… ,1,,,,,,
foreign investors dominate the session on tuesday but with reduced activity  #sokonews ,1,,,,,,
"rt @disembe: photos below shows what two mps (ken okoth - kibra,,,0,,,,
"focusing on the east african community markets,,,0,,,,
foreign investors assumed a net buying position by accounting for 72.1 percent of total market purchases and 49.1 p… ,1,,,,,,
"rt @lesanerick: mad respect to the people out here still fuelling vpower 🙄,,,,,,,
hii kenya ni yenu 👏🏽👏🏽",0,,,,,,
"nse 20 and nasi gained 0.21 percent and 0.85 percent to close at 3,1,1,,,,,
"on the kenyan stock market,1,1,,,,,
"against the euro,1,1,,,,,
"on the year-to-date basis,1,1,,,,,
the shilling went further to strengthen against the sterling pound by 0.39 percent from monday’s level to close the… ,1,,,,,,
"on a year-to-date basis,1,1,,,,,
"on tuesday,1,1,,,,,
"the kenyan shilling gained traction against the us dollar,1,,1,,,,
"rt @djeynie: if i send you ""😍😍😍😍"" then you send back ""😍😍😍"" utaniambia hio moja umetumia nani smh",0,,,,,,
"rt @johngachora: we need a national tree planting week. if every able kenyan planted a tree,1,1,,,,,
rt @standardkenya: a team of cardiologists from michigan state university performed the first cardiac heart peacemaker implantation at the…,0,,,,,,
"rt @wazua: before getting into more consumer debt to impress your friends and neighbors remember this — one third won't notice,-1,-1,,,,,
rt @mbenekam: this is it. last day of the campaign. as we go to the polls on thursday 22nd february i look back and remember  interacting w…,0,,,,,,
"rt @nutcrackerke: nairobi securities exchange opening indices for wednesday,,,0,,,,
"rt @nutcrackerke: kenyan shilling forex rates at 07h00 wednesday,,0,,,,,
"dear entrepreneur,,,,,,,
when you take time with god and listen to his voice,,0,,,,,
the supply of green maize has gone down across the country as the dry season continues to bite slightly pushing up… ,-1,,,,,,
"cash from kenyans in north america,1,,,,1,,
one man is said to have lived for one year without food but vitamins and supplements in order to cut weight.… ,0,,,,,,
ascent rift valley fund (arvf) signed an investment deal that will see it acquire a majority stake in auto springs… ,1,,,,,,
"rt @dumesingh: man is born free and everywhere he is in chains,,0,,,,,
"my friend chief chairman of the village peter chetambe has offered a solution to swaleh mdoe.,,,,,,,
,,,,,,,
should we support hi… ",0,,,,,,
fuel prices have been increasing for the last 6 months hitting a 40-month high for the month of february in what ha… ,-1,,,,,,
"rt @mpho_ndobela: white people support white businesses.,,,,,,,
chinese people support chinese businesses.,,,,,,,
indian people support indian businesses…",0,,,,,,
"dear kenyans,,,,,0,,
rt @kawiria: welcome to  for life lessons revolving around everyday experiences shared with a dose of ✨positivity✨#k…,0,,,,,,
coca-cola teams up with @jasonderulo for the 2018 fifa world cup global anthem  #sokonews ,0,,,,,,
rt @bbgafrica: kenya lost imf facility last year someone tell the central bank ,-1,,,,,,
rt @prince_muraguri: @bbgafrica the debt situation in kenya is quite worrisome. the country is currently using almost 60% of total revenue…,-1,,,,,,
"rt @muktar_maalim: ""i was a beauty with brain an alumni of uon and a darling to many but today am in the sick bed with lupus and you're my…",0,,,,,,
"rt @kinyanboy: tough times calls for tough measures. ,,,,,,,
,,,,,,,
this young lady is hawking tea & eggs in nairobi. with a gas cylinder to her back &…",0,,,,,,
no excuses ,0,,,,,,
rt @stripperpoie: date privately. be happy privately. thrive privately. take your ls privately.,0,,,,,,
"rt @kresearcher: in 1938,1,1,,,,,
@_stellawangari thank you so much,0,,,,,,
@codida @nderi_j am just watching because as a country we specialise in fake news to lie to the public that all is… ,0,,,,,,
kenya’s economy is expected to grow at the rate of 5.25 and 5.75 percent in 2018 according to a report released by… ,1,,,,,,
@tonymboyo why?,0,,,,,,
rt for black panther vs.  fav for the pink panther.,0,,,,,,
"dearest #kot if you had some money to spare,,,,,,,
,,,,,,,
please help me make a decision. thank you.",0,,,,,,
"dear entrepreneur,,,,,,,
perseverance is not a long race,,0,,,,,
"how am going for the #blackpanther movie. ,,,,,,,
#wakandaforever ",0,,,,,,
"kenya can clearly be described as tattered infrastructure,,,,,-1,,
"rt @mungaikihanya: only in kenya can a railway line passing nearby make the plots ""prime"". in other countries,,0,,,,,
"rt @thisismlu98: hey guys,,0,,,,,
"rt @6footbarefoot: for all your pillows,,,,0,,,
@hfgroupke and sasini tea and coffee lost 4.67 and 3.77 percent respectively at the price of 10.20 and 25.50 shilli… ,-1,,,,,,
rt @erastussifuma: boom. there you have it. the boring secret to getting rich.,0,,,,,,
rt @erastussifuma: people that i personally know that have achieved stage 3 are absolutely down to earth. that is they are the millionaire…,0,,,,,,
rt @erastussifuma: step 3 is where wealth is. at this stage you have built (can’t be done overnight!) a sustainable business/investment por…,0,,,,,,
"rt @erastussifuma: step 2,,0,,,,,
rt @erastussifuma: the first step in building wealth is doing the essentials right. essentials are learning to live within your means. your…,0,,,,,,
"rt @erastussifuma: wealth is not having a flashy lifestyle,,0,,,,,
"rt @erastussifuma: in my view,,0,,,,,
rt @erastussifuma: @mediamk challenged me to do a thread on kenyans bizarre definition of wealth and how it’s glamorized. so here is.,0,,,,,,
@sanlamkenya and @mumiassugarco lost 5.17 and 5.00 percent respectively at the price of 27.50 and 0.90 shillings pe… ,-1,,,,,,
trans-century was the top loser of the day with 7.44 percent at the price of 5.60 shillings per share.… ,-1,,,,,,
flame tree group and kenya electricity generating company gained 3.37 and 2.44 percent respectively at the price of… ,1,,,,,,
for what really? ,0,,,,,,
@safaricomltd gained 3.42 percent at the all-time high price of 30.25 shillings per share.  ,1,,,,,,
rt @nationbreaking: singapore to pay bonus to all citizens aged 21 and above after 2017 budget shows almost $10 billion surplus.,1,,,,,,
@uchumikenya was the second top gainer with 6.45 percent at the price of 3.30 shillings per share.… ,1,,,,,,
the top gainer of the day was longhorn kenya with 7.92 percent at the price of 5.45 shillings per share.… ,1,,,,,,
@kcbgroup and @kenolkobil sold 6.31 and 2.46 million shares respectively while barclays bank had 1.64 million share… ,1,,,,,,
@keequitybank emerged as the top mover of the day having sold 10.55 million shares followed by @safaricomltd with 8… ,1,,,,,,
rt @keforestservice: cs environment and forestry @tobikokeriako has put on notice rogue sawmillers breaking harvesting rules that their lic…,0,,,,,,
lenders dominated the top mover’s table on at the @nsekenya on tuesday.   #sokonews ,0,,,,,,
"rt @michelleobama: congrats to the entire #blackpanther team! because of you,,0,,,,,
@keequitybank @kcbgroup and @barclays_kenya dominate the top mover’s table at the @nsekenya  ,1,,,,,,
the high court has nullified the election of homa bay governor cyprian awiti and ordered for fresh elections.… ,0,,,,,,
@cbkkenya estimated three-quarters of kenya’s diaspora remittances go to family support obligations such as school… ,0,,,,,,
@cbkkenya the data capture cash sent in through formal channels such as commercial banks and bureaus.  #sokonews,0,,,,,,
@cbkkenya inflows from north america made up 51.54 percent of the total followed by europe which controlled 32.31 p… ,1,,,,,,
"@cbkkenya remittances from the rest of the world,-1,,-1,,,,
"@cbkkenya cash from kenyans in north america,,,,1,,,
@cbkkenya inflows in december rebounded from a marginal slowdown in november to touch a new monthly record of 20.64… ,1,,,,,,
@cbkkenya tea exports earnings grew a modest 7.5 percent to 129 billion shillings and tourist receipts stand at 120… ,1,,,,,,
"@cbkkenya with the increase,1,1,,,,,
"this,1,1,,,,,
diaspora remittances hit an all-time high of 197.12 billion shillings in the 12 months through december 2017.… ,1,,,,,,
kisii county enjoys favorable climatic conditions that favor agriculture. this sector thus provides the veins that… ,1,,,,,,
"rt @janeece4: guyyysss...,,,,,,,
these handbags are going for ksh 3500 and the heels (size 37-40) ksh 2500 ,,,,,,,
,,,,,,,
prices are negotiable!,,,,,,,
hit me up! ,,,,,,,
re…",0,,,,,,
"they say when the gods want to kill you,,0,,,,,
@asamoh_ power is always fleeting and slowly we are waking up. one by one.,0,,,,,,
"dear entrepreneur,,,,0,,,
the favorable climatic conditions in the kisii county ensure that there is an abundance of agricultural raw materia… ,1,,,,,,
"rt @jumaf3: @sokoanalyst @neptonea @david_indeje they say when the gods want to kill you,,0,,,,,
"rt @jumaf3: the gods are furious,,0,,,,,
the county exhibits a highland equatorial climate resulting in a bimodal rainfall pattern with average annual rainf… ,0,,,,,,
the general slope of the land is from east to west. the county is traversed by permanent rivers which flow westward… ,0,,,,,,
"the most notable features in the county include hills,,,,,,,0
"kisii county shares common borders with nyamira county to the northeast,,0,,,,,
investing in kisii county: a haven of ready opportunities for investors  #sokonews ,0,,,,,,
rt @stevekenyan: and we said it here long ago. yesterday's newspaper was full of auction of cars and land. farming the only viable option h…,0,,,,,,
rt @stevekenyan: the mall business like @tworivers_ke is totally unsustainable. @sokoanalyst ,0,,,,,,
i did say it here a while back that its tough and getting out of control....no one listened... ,0,,,,,,
the chickens are coming home to roost...the truth is here... ,0,,,,,,
rt @sokodirectory: diaspora remittances hit an all-time high of ksh.197.12 billion in 2017  #sokonews ,1,,,,,,
