text,label,,,,,,,
"@obrienkimani interview with  okuta ngura-veterinary technician,,,0,,,,,
rt @ruthmutegi: @jessekenya @kbcchannel1 @obrienkimani absolutely! every poultry farmer i have talked to has complained about the cost of f…,0,,,,,,,
rt @fridasfarm360: focus on poultry farming @kbcchannel1  #farmtalk great show,0,,,,,,,
africa contributes 5pc of worlds egg production #farmtalk #big4agenda #kbcbusinessinsight @obrienkimani ^mk ,0,,,,,,,
most poultry farmers in kenya are small scale  #farmtalk #big4agenda #kbcbusinessinsight @obrienkimani ^mk ,0,,,,,,,
influx of cheaper eggs from uganda a major challenge  #farmtalk #big4agenda #kbcbusinessinsight @obrienkimani ^mk ,0,,,,,,,
jeremiah kinyanjui:  #farmtalk #big4agenda #kbcbusinessinsight proper ventilation of poultry house key to prevent d… ,0,,,,,,,
"poultry farming is a sensitive venture,,0,,,,,,
"high cost of feed still a challenge for many poultry farmers,,0,,,,,,
"rt @ruthmutegi: @kbcchannel1 @obrienkimani chicken has become an integral part of meals in kenya. ""chips kuku"" is a popular delicacy,,0,,,,,,
rt @ruthmutegi: @calebkaruga stayed tuned to @kbcchannel1 tonight @calebkaruga! we are discussing poultry farming in the next few minutes.…,0,,,,,,,
members of the cooperative movement are being encouraged to increase their spending on cyber-security measures and… ,0,,,,,,,
the retailer saw its half year profit drop to 900 million shillings in the period june to december 2017… ,0,,,,,,,
"listed retailer uchumi supermarkets has sunk into more problems,,,0,,,,,
#kbcbusinessinsight with @obrienkimani  ^mk ,0,,,,,,,
kenya has raised two billion dollars from a eurobond which the national treasury attributes to a successful roadsho… ,0,,,,,,,
"rt @ruthmutegi: @kbcchannel1 @obrienkimani the question now would be,,0,,,,,,
the father of a baby stolen at knh and later found in kawangware area of nairobi says he was ready to forgive those… ,0,,,,,,,
rt @ruthmutegi: @kbcchannel1 @obrienkimani kenya had banned importation of poultry and poultry products from uganda last year for about eig…,0,,,,,,,
the country is ranked at 143 in the world moving only three places compared to a 2016 report by the same organizati… ,0,,,,,,,
kenya has made slight improvement in  its fight against corruption in the past year according to a report by transp… ,0,,,,,,,
lawyers go to the polls to elect new leaders in an election that was boycotted by a group of young radical lawyers… ,0,,,,,,,
homabay county woman representative gladys wanga was forced to give up her position in favor of ben momanyi… ,0,,,,,,,
parliament has finally approved the appointment of  members to the parliamentary service committee… ,0,,,,,,,
the 21 nominees vetted on wednesday and thursday now await parliament’s decision on whether to approve or reject th… ,0,,,,,,,
"rt @ruthmutegi: @kbcchannel1 @obrienkimani but even with all these birds,,0,,,,,,
"jacob kaimenyi whose short stint at the education ministry drew a lot of heat,,0,,,,,,
the vetting of nominees for various positions in government came to a close on thursday #kbcbusinessinsight with… ,0,,,,,,,
president uhuru urges african governments to lessen bureaucratic red tape which is impeding development… ,0,,,,,,,
blow for embu governor martin wambora as court nullifies his election #kbcbusinessinsight ,0,,,,,,,
@rose_gakuo with a comprehensive news bulletin. watch online #kbcbusinessinsight ,0,,,,,,,
#kbcbusinessinsight starts now with @obrienkimani and @rose_gakuo ,0,,,,,,,
rt @ruthmutegi: @kbcchannel1 @obrienkimani poultry is not limited to chicken. while in kenya layers & broilers are the most popular types o…,0,,,,,,,
rt @ruthmutegi: @kbcchannel1 @obrienkimani diversification to other farming activities besides the traditional maize farming is key in boos…,0,,,,,,,
economic growth catalysed by the development of agriculture can raise the living standards of a majority of kenyans… ,0,,,,,,,
the law society of kenya elections are held in 20 courts countrywide as young radical lawyers boycott poll… ,0,,,,,,,
president @ukenyatta urges african governments to lessen bureaucratic red tape which is impeding development… ,0,,,,,,,
"before the conversation on #big4agenda and poultry farming starts,,0,,,,,,
"you can interact with us by sending your views,,0,,,,,,
kenya’s poultry production is low compared to most countries. influx of cheaper eggs from uganda is also a major ch… ,0,,,,,,,
"kenya has over 31 million birds. 75% of these birds are indigenous,,,0,,,,,
food security is a key pillar of president @ukenyatta's #big4agenda. tonight #kbcbusinessinsight with @obrienkimani… ,0,,,,,,,
rt @obrienkimani: @ruthmutegi @kbcchannel1 on #bizinsight tonight we focus on the poultry farming. stay tuned to find out how #kenya can ta…,0,,,,,,,
rt @presidentke: it was great listening to my brother president @kagutamuseveni as he explained how the sgr has drastically lowered the cos…,0,,,,,,,
"kenya  imepiga  hatua katika vita dhidi  ya ufisadi. kwa mujibu wa shirika la transparency international,,0,,,,,,
mawakili wamewachagua viongozi wao wapya kwenye shughuli iliyosusiwa a kundi moja la mawakili chipukizi wanaodai ku… ,0,,,,,,,
mwakilishi wa wanawake katika kaunti ya homabay gladys wanga amelazimika kutoa nafasi yake kwa ben momanyi… ,0,,,,,,,
bunge hatimaye limeidhinisha uteuzi wa wanachama watakaohudumu katika tume ya kuwaajiri wafanyakazi wa bunge… ,0,,,,,,,
shughuli ya kuwapiga mssa wale walioteuliwa katika nyadhifa mbalimbali serikalini #kbcdarubini ^mk ,0,,,,,,,
shughuli ya kuwapiga mssa wale walioteuliwa katika nyadhifa mbalimbali serikaliniilikamilika leo  huku maafisa wann… ,0,,,,,,,
#kbcdarubini na @ilemoka ,0,,,,,,,
rais uhuru kenyatta yuko ziarani nchini uganda huku maswala ya muundo msingi na afya yakipewa kipa umbele… ,0,,,,,,,
#darubini na @ilemoka mahakama yambandua martin wambora kama gavana wa embu ^mk ,0,,,,,,,
#kbcbusinessinsight #farmtalk #big4agenda ,0,,,,,,,
"rt @ruthmutegi: tonight @kbcchannel1,,,0,,,,,
turkana residents praise huduma centre for efficient service delivery  via @youtube,0,,,,,,,
nasa to agree on its three nominees to psc:  via @youtube,0,,,,,,,
breaking news: the election of embu governor martin wambora has been nullified. embu high court says wambora's elec… ,0,,,,,,,
rt @ruthmutegi: breaking news: the election of embu governor martin wambora has been nullified. embu high court says wambora's election was…,0,,,,,,,
rt @ukenyatta: during the joint east african community heads of state retreat on infrastructure and health financing and development in uga…,0,,,,,,,
rt @ukenyatta: pleased by the report from cs @hkrotich that we have successfully priced a new $2 billion eurobond issue at the london stock…,0,,,,,,,
"rt @ukenyatta: my administration shall ensure the prudent,,0,,,,,,
rt @ukenyatta: president museveni praises kenya for sgr progress  ,0,,,,,,,
rt @npsofficial_ke: ig @jboinnet attending the national association of retired police officers board of trustees meeting where he has expre…,0,,,,,,,
artistes in the country are set to reap the benefits of increased royalties to be boosted by radical changes propos… ,0,,,,,,,
rt @presidentke: the eac summit - presidential retreat on financing and infrastructure in kampala is also a good opportunity to catch up wi…,0,,,,,,,
the ministry of ict is training county officials on implementation of the national addressing system.… ,0,,,,,,,
more than 1700 children born with bone complications in 10 counties in kenya have received free medical attention.… ,0,,,,,,,
rt @firstladykenya: first lady margaret kenyatta launches the kenya girl guides association strategic plan during the celebration of world…,0,,,,,,,
"rt @firstladykenya: the values and principles that founded the girl guides and girl scouts many decades ago,,0,,,,,,
rt @firstladykenya: we see young girls who have taken deliberate and bold actions to transform their lives. we see girls and women display…,0,,,,,,,
the new environment cabinet secretary keriako tobiko is opposed to calls to have forestry service transferred to th… ,0,,,,,,,
a security meeting in alidina village in jomvu constituency ended prematurely after angry villagers stormed the mee… ,0,,,,,,,
angry herders in kajiado county stormed the agricultural finance corporation offices to present their grievances af… ,0,,,,,,,
kenya makes slight improvement in its fight against corruption in the past year according to a report by transparen… ,0,,,,,,,
president uhuru kenyatta in uganda kampala for a meeting with regional leaders on financing infrastructure and heal… ,0,,,,,,,
preparations on top gear for the official launch of the one stop border post ^cw ,0,,,,,,,
artistes to benefit from copyright bill as kra tipped to collect royalties ^cw ,0,,,,,,,
"injera,,0,,,,,,
"strengthen scholarship and fellowship plan,,0,,,,,,
"@statehouseug: president .@kagutamuseveni receives h.e .@ukenyatta,,,0,,,,,
"rt @nassemblyke: the speaker of the national assembly @speakerjbmuturi  when he hosted  h.e hernan brantes -glavic,,0,,,,,,
rt @ukenyatta: arrived in kampala for the eac summit and the presidential retreat aimed at accelerating attainment of eac development targe…,0,,,,,,,
today's indicative rates ^cw ,0,,,,,,,
"rt @stanleywabomba: uchumi supermarkets half year loss to december 2017 has widened from kshs 547 million to kshs 895 million,,0,,,,,,
"rt @kbctelevision: #goodmorningkenya the weekend is almost here with us,,0,,,,,,
"the weekend is almost here with us,,0,,,,,,
university dons is fresh strike notice beginning march 1st if the government fails to sign the collective bargainin… ,0,,,,,,,
the government kicks off the process of translocation of elephants from solio ranch in nyeri county to tsavo conser… ,0,,,,,,,
woman arrested tuesday after stealing a child from knh was arraigned in court. #kbcnewshour ^cm ,0,,,,,,,
lamu west mp stanley muthama’s election has been annulled #kbcnewshour ^cm ,0,,,,,,,
the national super alliance says it needs more time to present names to the parliamentary service commission… ,0,,,,,,,
"nominees  for ambassadorial postings pledge to push kenya’s agenda,,0,,,,,,
us ambassador denies meddling in kenyan affairs  ^cm ,0,,,,,,,
nasa seeks more time to present psc nominees names  ^cm ,0,,,,,,,
ambassadorial nominees pledge to push kenya’s agenda  ^cm ,0,,,,,,,
rt @jkioria: lamu west mp stanley muthama  loses seat in a petition filed by @theodmparty rishad amana @kbcchannel1,0,,,,,,,
amazing story of #hope for #kenyan #cotton #farmers with the revival of rift valley textile mills. ^mc ,0,,,,,,,
thank you for watching #kbcdarubini ,0,,,,,,,
shughuli ya kusaili makatibu wa wizara na mabalozi wateule yaanza. #kbcdarubini ^cm ,0,,,,,,,
balozi  wa marekani humu nchini robert   godec amekanusha madai yaliyotolewa na  upinzani kwamba mabalozi wa kigeni… ,0,,,,,,,
wadau wa sekta ya afya wameeleza wasiwasi kuhusu uwezekano wa kuafikia lengo la serikali la afya kwa wote humu nchi… ,0,,,,,,,
serikali imetahadharisha wakenya dhidi ya kufanya safari zisizo muhimu nchini sudan kusini ikisema nchi hiyo inakum… ,0,,,,,,,
mahakama  kuu imebatilisha uchaguzi wa mbunge wa lamu magharibi stanely muthama  katika kesi iliyowasilishwa na mpi… ,0,,,,,,,
mvutano baina ya vyama tanzu wachelewesha uteuzi wa wanachama wa nasa katika tume ya psc. #kbcdarubini ^cm ,0,,,,,,,
"wahadhiri wa vyuo vikuu vya umma kuanza mgomo machi mosi,,0,,,,,,
uasu issues 7-day strike ultimatum over cba  ^hm ,0,,,,,,,
"indeed @sicilykariuki,,0,,,,,,
@davidbraintex76 @marthakarua hauskii... tuko huku pia. sasa we hope utaendelea kunena nasi so follow us. usimiss news zetu tena.,0,,,,,,,
"@speakerjbmuturi muturi accepts wiper nomination of ben momanyi to psc,,0,,,,,,
govt to establish corridor along galana-kulalu irrigation project   ^bn ,0,,,,,,,
"the urban areas and cities (amendment) bill,,,,,,,,
#nationalsenate",0,,,,,,,
"@sakajajohnson there are a lot of illegal electric connections in informal settlements.,,,,,,,,
the other cause is land gra… ",0,,,,,,,
"let us get a standard for fighting fire in the contry,,,,,,,,
#nationalsenate",0,,,,,,,
@wetangulam national disaster management center to what extend does it collaborate with other counties and does it… ,0,,,,,,,
kenya’s financial standing could suffer if imf renewal fails  ^bn ,0,,,,,,,
"@ongerisamson what is the level of preparedness in terms of reaching the sites,,0,,,,,,
"@wetangulam seeks clarification from the government why there is still plantation of bluegum in wetlands areas.,,,,,,,,
#nationalsenate",0,,,,,,,
follow the senate proceedings as they discuss the irrigation bill #nationalsenate,0,,,,,,,
@jontebaha hey! thanks for watching our #news and responding to us here. well this is more about #kenyans being hel… ,0,,,,,,,
"@paul_kipngeno thank-you,,0,,,,,,
"@masaku_activist @kbctelevision @kbcenglish @kbcradiotaifa check our pinned tweet,,0,,,,,,
@chesingak thank-you and keep it locked ^mc,0,,,,,,,
"two lions,,0,,,,,,
kra bans stripping of containers destined for zanzibar  #kbclunchtimenews ^bn ,0,,,,,,,
kra intercepts gold worth ksh 100m at jkia #kbclunchtimenews ^bn ,0,,,,,,,
"are you a student interested in finding an #internship opportunity,,0,,,,,,
high court upholds election of kilifi governor amason kingi  ^bn ,0,,,,,,,
kajiado county land office says it has harmonized operations with national land registry in a bid to block cartels… ,0,,,,,,,
the government has kicked off phase three of  constructing houses for police officers #kbclunchtimenews ^bn ,0,,,,,,,
first ever open heart surgery performed at kericho referral hospital #kbclunchtimenews ^bn ,0,,,,,,,
kisii county government will now strengthen re-enforcement  of environmental laws to save drying rivers in the area… ,0,,,,,,,
pastoral communities urged to grow drought resistant crops to sustain food security.  #kbclunchtimenews ^bn ,0,,,,,,,
kenya advises her citizens against unnecessary travel to neighboring south sudan citing rampant insecurity.… ,0,,,,,,,
national assembly gives the opposition nasa until tomorrow to iron out differences on its nominees to the parliamen… ,0,,,,,,,
@rose_gakuo with the news making headlines #kbclunchtimenews ^bn ,0,,,,,,,
cyber-security: youth using same password for online services  ^bn ,0,,,,,,,
"two lions,,0,,,,,,
govt warns kenyans against unnecessary travel to south sudan  ^hm ,0,,,,,,,
serena says she almost died giving birth  ^hm ,0,,,,,,,
kra intercepts gold worth ksh 100m at jkia  ^bn ,0,,,,,,,
kra bans stripping of containers destined for zanzibar  ,0,,,,,,,
facetime chat ‘saves woman’s life’  ^bn ,0,,,,,,,
serena says she almost died giving birth  ^hm ,0,,,,,,,
sylvester stallone ‘still punching’ despite death hoax  ^hm ,0,,,,,,,
first ever open heart surgery performed at kericho referral hospital  ^bn ,0,,,,,,,
syria enclave crisis ‘beyond imagining’   ^bn ,0,,,,,,,
dust storm blankets australian town in orange  ^bn ,0,,,,,,,
"n korea cancelled pence olympic meeting in s korea,,0,,,,,,
trump pushes for ban on gun ‘bump stocks’  ^bn ,0,,,,,,,
chelsea  and barcelona are set to go head to head in a highly-anticipated  champions league last 16 first-leg clash… ,0,,,,,,,
academy  of korogocho commonly known as acakoro football academy has kicked off  a recruitment process for 12 new… ,0,,,,,,,
seven  athletes will represent kenya in the 17th edition of iaaf world indoor  event that will start from 2nd throu… ,0,,,,,,,
two  teams out of the 16 that are expected to represent kenya in the  upcoming commonwealth games in australia are… ,0,,,,,,,
the  government’s focus on the big four agenda is expected to widen the  country’s budget deficit and could lead to… ,0,,,,,,,
most  of those who practice farming on middle sized farms ranging between 10  to 100 acres harvest low yields due t… ,0,,,,,,,
the  kenya meat commission will be fully digitized and mechanized in two  weeks as the abattoir seeks to reduce  ma… ,0,,,,,,,
kenyans living or working abroad sent home 197.2 billion shillings between january and december last year.… ,0,,,,,,,
safaricom  is likely to remain dominant in the local telecom market after the  government said there are no plans t… ,0,,,,,,,
operations  at the embu teaching and referral hospital have been paralyzed after a  section of nurses went on strik… ,0,,,,,,,
two kenyan pilots who had been held hostage by south sudan rebels have returned home a day after their release.… ,0,,,,,,,
the  kenya film classification board will team up with stakeholders in the  public transport sector on its crackdow… ,0,,,,,,,
a suspected member of al-shabaab terror gang has been remanded at the industrial area remand prison for further 9 d… ,0,,,,,,,
a suspected member of al-shabaab terror gang has been remanded at the industrial area remand prison for further 9 d… ,0,,,,,,,
the ministry of education has extended the digital registration of primary and secondary schools students to 31st… ,0,,,,,,,
"big question,,,0,,,,,
tsc has ordered for the immediate transfer of non-local teachers from interior regions prone to terrorist attacks.… ,0,,,,,,,
tsc has ordered for the immediate transfer of non-local teachers from interior regions prone to terrorist attacks.… ,0,,,,,,,
siaya  senator james orengo and businessman jimi wanjigi finally left the  country for zimbabwe after a 16 hour hol… ,0,,,,,,,
embattled homabay governor cyprian awiti says he will appeal a court decision nullifying his election as governor.… ,0,,,,,,,
"in our big question,,,0,,,,,
"in our big question we are asking,,0,,,,,,
kenyans abroad remit 197.2 billion shillings in 2017  ^hm ,0,,,,,,,
education ministry extends digital registration exercise  ^hm ,0,,,,,,,
wanariadha  saba watawakilisha taifa kwenye makala ya 17 ya mashindano ya viwanjani  duniani ya yatakayong’oa nanga… ,0,,,,,,,
kampuni  ya mawasiliano ya safaricom itaendelea kudhibiti sekta hiyo bada ya  serikali kusema haina mipango ya kuga… ,0,,,,,,,
tume  ya kuajiri walimu-tsc imeagiza kuhamishwa mara moja kwa walimu ambao si  wenyeji wa maeneo yanayokumbwa na ma… ,0,,,,,,,
"seneta wa  siaya,,0,,,,,,
gavana  wa homabay anayekumbwa na utata cyprian awiti amesema ataelekea katika  mahakama ya rufani kupinga uamuzi w… ,0,,,,,,,
kenyan pilots detained by s. sudan rebels return home  ^rw ,0,,,,,,,
court upholds election of marsabit governor mohammed ali  ^rw ,0,,,,,,,
isiolo county to embark on vaccination of livestock  ^rw ,0,,,,,,,
gov’t denies reports to split safaricom  ,0,,,,,,,
"expect depressed rains in the coming months,,0,,,,,,
govt to begin issuing third generation identity cards from next year.:  via @youtube,0,,,,,,,
"new cabinet secretaries assume office,,0,,,,,,
inquest into the death of baby samantha pendo begins:  via @youtube,0,,,,,,,
pastoralists in kajiado diversify into poultry farming:  via @youtube,0,,,,,,,
harambee stars head coach paul put resigns:  via @youtube,0,,,,,,,
cs matiang’i warns leaders against supporting banditry:  via @youtube,0,,,,,,,
nandi hills mp alfred keter denies fraud charges:  via @youtube,0,,,,,,,
"kura to construct,,0,,,,,,
"five killed,,0,,,,,,
suspect arrested over killing of teachers in wajir terror attack  ^mk ,0,,,,,,,
"immigration defends move to block orengo,,0,,,,,,
ict cs mucheru skips senate session:  via @youtube,0,,,,,,,
rehabilitation of the molo-kibunja road begins:  via @youtube,0,,,,,,,
gor mahia’s tuyisenge to miss return leg match against leones vegetarianos:  via @youtube,0,,,,,,,
cytonn calls for caution on treasury’s borrowing binge:  via @youtube,0,,,,,,,
taxi operators in murang'a frog march and force colleague to take a shower.:  via @youtube,0,,,,,,,
focus on the big four agenda to widen budget deficit  ^bn ,0,,,,,,,
"#kbclunchtimenews,,0,,,,,,
"#kbclunchtimenews,,0,,,,,,
"#kbclunchtimenews,,0,,,,,,
"#kbclunchtimenews,,0,,,,,,
"#kbclunchtimenews,,0,,,,,,
"#kbclunchtimenews,,0,,,,,,
"#kbclunchtimenews,,0,,,,,,
"#kbclunchtimenews,,0,,,,,,
"#kbclunchtimenews,,0,,,,,,
"kenya meat commission to be digitized,,0,,,,,,
mozambique rubbish dump collapse kills at least 17 people  ^bn ,0,,,,,,,
nigerian girls escape boko haram attack  ^bn ,0,,,,,,,
‘baby factory’ dad wins paternity rights  ^bn ,0,,,,,,,
peru’s ex-president fujimori ordered to stand trial again  ^bn ,0,,,,,,,
syrian forces pound rebel enclave  ^bn ,0,,,,,,,
high court quashes homa bay governor cyprian awiti’s election  ^bn ,0,,,,,,,
breaking news: high court nullifies the election of homa bay governor cyprian awiti ^bn ,0,,,,,,,
"several people feared dead after a horrid accident at kikopey,,0,,,,,,
israel rebukes poland pm for holocaust remark  ,0,,,,,,,
devolution cs assures senate of improved gov’t relationship  ,0,,,,,,,
"new cabinet secretaries assume office,,0,,,,,,
raila leaves for zimbabwe to attend tsvangirai’s burial  ,0,,,,,,,
met says rains to start third week of march  ^tm ,0,,,,,,,
student suspended for stealing loaf of bread readmitted unconditionally ,0,,,,,,,
pastoralists in kajiado county diversify into poultry farming  ,0,,,,,,,
farmers offered training aimed at reducing food insecurity  ,0,,,,,,,
ict cs mucheru skips senate session  ,0,,,,,,,
cytonn calls for caution on treasury’s borrowing binge  ,0,,,,,,,
nandi hills mp alfred keter in court over fraud  ,0,,,,,,,
nairobi to host 5th edition of the east africa oil & gas summit  ,0,,,,,,,
mandera slowly reviving after years of terror attacks  ,0,,,,,,,
kicd launches investigations into reports of sub-standard quality  ,0,,,,,,,
kalonzo: nasa is intact and here to stay  ,0,,,,,,,
police urged to act with restraint in ongoing cattle operation  ,0,,,,,,,
teachers unions urge tsc to recall non local teachers  ,0,,,,,,,
dp ruto urges kenyans to respect rule of law  ,0,,,,,,,
eala members want speedy improvement of malaba border post  ,0,,,,,,,
lamu leaders lament on county’s low education standards  ,0,,,,,,,
gor mahia’s lead striker jacques tuyisenge will be the most notable absentee as k’ogallo takes on equitorial guinea… ,0,,,,,,,
national soccer team harambee stars head coach paul put has resigned months after taking up mantle from stanley oku… ,0,,,,,,,
the government has begun rehabilitation of the molo-kibunja road on the north-eastern side of molo town… ,0,,,,,,,
pastoralists in kajiado county are diversifying into poultry farming as a fall back plan after dry weather patterns… ,0,,,,,,,
kenya’s debt sustainability continues to raise concerns with investment firm cytonn calling for caution on treasury… ,0,,,,,,,
the kenya urban roads authority has embarked on construction and rehabilitation of roads in county headquarters acr… ,0,,,,,,,
join @raymanyara for #kbcbusinessnews ,0,,,,,,,
business in murang’a town came to a near standstill as taxi operators frog marched one of their colleagues and forc… ,0,,,,,,,
the inquest into the alleged murder of six-month-old baby samatha pendo kicked off today at a kisumu court with par… ,0,,,,,,,
the government will begin issuance of third generation identity cards next year #kbcnewshour ^rw ,0,,,,,,,
interior cs dr. fred matiang’i warns leaders inciting violence and supporting banditry attacks they will face prose… ,0,,,,,,,
national assembly majority leader aden duale faults an invitation by the senate ict committee to the cabinet secret… ,0,,,,,,,
cabinet secretaries begun moving into their new offices with environment minister keriako tobiko taking up his post… ,0,,,,,,,
kenyans told to brace themselves for depressed rains in the coming months following the latest forecast by the keny… ,0,,,,,,,
last minute rush countrywide as parents and guardians flock registration centers to meet the deadline to have their… ,0,,,,,,,
"nandi hills mp alfred keter has pleaded not guilty to conspiracy to defraud,,0,,,,,,
join  @jkioria and @catoachienga for our comprehensive news bulletin tonight on #kbcnewshour. send your views on ou… ,0,,,,,,,
harambee stars head coach paul put resigns  ^rw ,0,,,,,,,
nandi hills mp alfred keter denies fraud charges  ^rw ,0,,,,,,,
"rt @bonniemusambi: nitakuletea utafiti niliokuandalia leo hii mwishoni mwa #darubini,,0,,,,,,
"rt @bonniemusambi: ungana na @bettygatonye nami @bonniemusambi kwenye meza ya #darubini,,,,,,,,
tukujuze yaliyojiri nchini leo hii.,,,,,,,,
cc. @kbcchannel…",0,,,,,,,
cs matiang’i warns leaders against supporting banditry  ^rw ,0,,,,,,,
shirikisho la karate humu nchini mwezi ujao litateua timu itakayoakilisha kenya kwenye michezo ya jumuiya ya madola… ,0,,,,,,,
"kocha mkuu wa timu ya taifa ya soka harambee stars,,,0,,,,,
halmashauri ya usimamizi wa barabara za mijini imeanza ujenzi na ukarabati wa barabara kwenye makao makuu ya kaunti… ,0,,,,,,,
kiongozi wa wengi katika bunge aden duale akosoa mwaliko uliotolewa na kamati ya bunge la senate kuhusu teknolojia… ,0,,,,,,,
mawaziri wapya waanza kuingia kwenye afisi zao baada ya hafla ya kuapishwa siku ya ijumaa ambapo rais uhuru kenyatt… ,0,,,,,,,
wakenya wapaswa kujiandaa kwa mvua chache itakayonyesha katika miezi ijayo kufuatia utabiri wa hali ya hewa wa hivi… ,0,,,,,,,
"mbunge wa nandi hills alfred keter akanusha madai ya kupanga njama kuilaghai benki kuu ya kenya,,0,,,,,,
karibu kwenye taarifa zetu za #kbcdarubini zikiletwa kwako na @bettygatonye na @bonniemusambi ,0,,,,,,,
"2/2 others who were sworn-in as members are: paul karekezi,,,,0,,,,
james muruthi kihara takes oath of office as chair of the public private partnership petition committee before crj… ,0,,,,,,,
raila leaves for zimbabwe to attend tsvangirai’s burial  ^mk ,0,,,,,,,
met says rains to start third week of march  ^mk ,0,,,,,,,
student suspended for stealing loaf of bread readmitted unconditionally  ^mk ,0,,,,,,,
pastoralists in kajiado county diversify into poultry farming  ,0,,,,,,,
cabinet secretary monica juma is pledging to work on promoting cohesion and building networks that will help spur t… ,0,,,,,,,
the rift between nasa coalition members appears to be widening with wiper allied mp’s accusing odm of a domineering… ,0,,,,,,,
"nandi hills mp alfred keter has pleaded not guilty to conspiracy to defraud,,0,,,,,,
join @muyakane with the news making headlines #kbclunchtimenews ^bn ,0,,,,,,,
cytonn calls for caution on treasury’s borrowing binge  ^bn ,0,,,,,,,
ict cs mucheru skips senate session  ^mk ,0,,,,,,,
avalanche in french alps kills father and daughter  ^bn ,0,,,,,,,
"new cabinet secretaries assume office,,0,,,,,,
five killed in russia church shooting  ^bn ,0,,,,,,,
scientists offer autism test hope  ^bn ,0,,,,,,,
nairobi to host 5th edition of the east africa oil & gas summit  ^bn ,0,,,,,,,
"rt @keforestservice: outgoing cs @judiwakhungu hands over ministry of environment and forestry to the newly appointed cs keriako tobiko,,0,,,,,,
nandi hills mp alfred keter in court over fraud  ^mk ,0,,,,,,,
nandi hills mp #alfredketer has been arraigned at milimani court for presenting fake treasury bills worth 633 milli… ,0,,,,,,,
the kenya meteorological department will this morning officially announce the expected weather conditions for march… ,0,,,,,,,
"the aseman airlines passenger plane came down in the zagros mountains on sunday,,0,,,,,,
"relatives of 66 people who were on board a plane that crashed in iran are desperately waiting for any news,,0,,,,,,
tsvangirai died in hospital in south africa on 15 february at the age of 65 ^mk ,0,,,,,,,
"zimbabwe opposition leader morgan tsvangirai,,0,,,,,,
rt @kbctelevision: @czedabrenda is with you today's morning to discuss the poltical goin ons in the country. what i your take on the matter…,0,,,,,,,
rt @kbctelevision: thats it from james mamboleo and @wakiliomari and @czedabrenda on matters politics.emeber you can still tweet us at #goo…,0,,,,,,,
rt @kbctelevision: good morning. welcome to another episode of #goodmorningkenya. together with @sammy1njoroge and @serfine_achieng we revi…,0,,,,,,,
"nancy: the child should learn in a mainstream environment however,,0,,,,,,
jane ngatia: they should be taken to a learning place where their speed of learning is accommodated   #familymatters #kbcnewshourweekend ^gm,0,,,,,,,
jane ngatia:  these children need to be cared for and handled with a lot of care  #familymatters #kbcnewshourweekend ^gm,0,,,,,,,
parent (josephine): my daughter has been bullied and called names due to her dyslexic condition  #familymatters #kbcnewshourweekend ^gm,0,,,,,,,
nancy: my last born son started showing characteristics of dyslexia after joining school  #familymatters #kbcnewshourweekend ^gm,0,,,,,,,
nancy: my sister's son has dyslexia as well as my cousins #familymatters #kbcnewshourweekend ^gm,0,,,,,,,
parent : my child went on with a lot of difficulty in school. we always knew there was a problem but we could not i… ,0,,,,,,,
