text,label,,,,,
"sandra musujusu,,,0,,,
african #womeninscience play a critical role in advancing innovations across africa. african policymakers must comm… ,0,,,,,
rt @alphonsovm: .@afdb_group  president @akin_adesina hailing #egypt’s success in reducing hepatitis c prevalence in his #africastiforum sp…,0,,,,,
"over the last 15 years,,1,,,,
#didyouknow the pharmaceutical industry is one of the fastest growing industries in #africa with enormous potential… ,0,,,,,
"the time is now to accelerate investments in higher education,,0,,,,
"public private partnerships are critical to driving the science,,0,,,,
investments in science and technology are at the heart of our #high5s - improving the quality of life for people ac… ,0,,,,,
"#africastiforum starts tomorrow! africa can no longer afford to be on the sidelines of science,,0,,,,
"rt @alphonsovm: from #egypttoday magazine: the third edition of the africa forum on science,,0,,,,
a full room discussing the development challenges and opportunities in the #sahel and #lakechad regions during a br… ,0,,,,,
"today at the #africaresilienceforum: panel discussing collaboration + coherent approach between security,,0,,,,
#africaresilienceforum resilience is not built overnight. it requires engagement and connection between… ,0,,,,,
youth are africa's main resource and they need to be involved in building resilience for countries through leadersh… ,0,,,,,
"opening remarks at #africaresilienceforum: ""a pyramid and any structure without a strong base is nothing but a hous… ",0,,,,,
how do we build resilience at the bottom of the pyramid? that's what the 2nd edition of the #africanresilienceforum… ,0,,,,,
the african #leadersfornutrition have joined forces to stop #malnutrition and invest in the #infrastructure that ma… ,0,,,,,
"addressing the diplomatic community in #abidjan today,,,0,,,
rt @victoroladokun: business at the speed of light. the new normal. @afdb_group @akin_adesina ,0,,,,,
"38 of 54 african countries have sea access and profit from maritime fishing,,,0,,,
"by 2025,,0,,,,
"to increase competitiveness,,,0,,,
the 2017 africa competitiveness report’s major conclusion: #subsaharanafrica’s economies need to successfully imple… ,0,,,,,
"good news for #africa: continent's projected growth = 4.1% a year in 2018 and 2019,,0,,,,
improving the lives of 4 million people through agriculture is just a portion of the impact the bank has had in… ,0,,,,,
"this week,,,,0,,
rt @mercylungaho: thank you @afdb_group. this oped idea came to me during the civil society panel @afdbam2017 looking forward to working wi…,0,,,,,
rt @cnbcafrica: we need to ensure that (african) political leaders and heads of state really understand the damage that malnutrition causes…,0,,,,,
rt @e_faal: @afdb_group believes #youth & #women #empowerment is the key to #africa's transformation: a legacy of strong and resilient #gro…,0,,,,,
want to join the bank? we're looking for a #bilingual #consultant to coordinate all of the bank’s #multimedia &… ,0,,,,,
rt @georgeweahoff: the @afdb_group has always been a strong partner for #liberia. thank you for your historical support. i hope we will str…,0,,,,,
#lightup & #powerafrica: the bank plans to reach 29.3 million people in #africa with electricity by 2020! last year… ,0,,,,,
"""i am pleased to continue to support this effort for improved nutrition as an eminent member of the african… ",0,,,,,
malaria is bad for business. #africa should invest in the local manufacturing of low-cost generic medicines to faci… ,0,,,,,
the african #leadersfornutrition is launched! championed by the african development bank and the @_africanunion lea… ,0,,,,,
"african #leadersfornutrition initiative is sharp and decisive,,0,,,,
"""#africa can defeat stunting and #malnutrition if its leaders align and leverage their combined will"" @akin_adesina… ",0,,,,,
"""children are the future of the african continent and it is our duty to invest in them"" - dr motsoahae thomas repre… ",0,,,,,
"""#1000days should be in the minds and discussion of all #african countries"" @_africanunion commissioner of social a… ",0,,,,,
#leadersfornutrition are ready in addis ababa! good #nutrition is both an outcome and driver of human and economic… ,0,,,,,
we are all set for the african #leadersfornutrition launch in addis ababa #coha #aln ,0,,,,,
join the african #leadersfornutrition in fighting #malnutrition. stand with us! #aln #investinnutrition @glo_pan… ,0,,,,,
#malnutrition = lost brainpower. we must #investinnutrition and grey matter #infrastructure to unlock every child’s… ,0,,,,,
"stand with @afdb_group,,0,,,,
#malnutrition holds people and nations back from reaching their full potential. we can and must do better for every… ,0,,,,,
#didyouknow: african nations lose up to 16% of gdp each year to #malnutrition. we can change this if we… ,0,,,,,
"are you following us on #instagram? you should! keep up with our #news,,0,,,,
"rt @educommission: today in davos at #wef18,,0,,,,
rt @au_economy: all accredited journalists and media outlets for the #30thausummit are invited to the launch of the 2018 african economic o…,0,,,,,
"new #mdbstoolbox outlines instruments available to governments,,,0,,,
"#icymi: our #eminentspeaker,,,0,,,
rt @morenobid: glad to meet with all of my mdb colleagues and swiss federal councillor ammann to discuss how growth is impacted by technolo…,0,,,,,
"#farmingiscool: ezra is the winner of the junior art contest promoted in #nigeria by @afdb_rdng. ""i’m overwhelmed!… ",0,,,,,
#farmingiscool-the 2nd place win at junior art contest promoted by @afdb_rdng is a new addition to precious's other… ,0,,,,,
"#farmingiscool: 16 year old vivienne took 3rd place at junior art contest promoted by @afdb_rdng. ""i’m grateful to… ",0,,,,,
#icymi: @akin_adesina interview on @cnbcafrica below 👇🏾 ,0,,,,,
rt @cnbcafrica: we have launched a $500 million fund to support businesses in africa that are producing power in a decentralised way - @aki…,1,,,,,
"definitely,,0,,,,
"congratulations to #liberia’s new president,,,0,,,
"thank you for joining us on our first #eminentspeaker lecture.,,,,,,
we hope you enjoyed it!",0,,,,,
"#eminentspeaker,,,0,,,
"to achieve african #cooperation,,,0,,,
#eminentspeaker: a modern governance framework is crucial to the improvement of the business climate and boosting t… ,0,,,,,
a huge challenge for #african cooperation is the complex environment resulting from a diversity of legal systems as… ,0,,,,,
as #african #leaders our responsibility is to strengthen economic ties by promoting trade in goods and services and… ,0,,,,,
the #diaspora must play a decisive role in integrating #africa into the world economy and in consolidating the link… ,0,,,,,
"african cooperation is not a dream! we can make it a reality by creating opportunities for research,,0,,,,
"""i stand for the building of an #africa that is reliant on know-how an africa that grows from strength to strength… ",0,,,,,
"#ouidedbouchamaoui ""there's great untapped cooperation potential in #africa that extends beyond the economy,,0,,,,
"it is our honor to host ouided bouchamaoui as #eminentspeaker,,,0,,,
"we have a full house here at our #eminentspeaker lecture. are you watching too? ,,,,,,
 ",0,,,,,
"we are #live with “african cooperation: dream or reality?”,,0,,,,
"retrouvez-nous aujoud'hui pour une nouvelle conférence du cycle de #eminentspeaker.  ,,,,,,
#ouidedbouchamaoui,,0,,,,
"starting in 25m! ,,,,,,
join our conversation and ask questions using #eminentspeaker,,,,,,
 ",0,,,,,
"is african cooperation a dream or a reality? that's the theme of mrs. ouided bouchamaoui lecture,,0,,,,
#farmingiscool: a junior art contest in #nigeria promoted the potential of #agriculture to secondary school childre… ,0,,,,,
"#joinus tomorrow - jan 22 - for our #eminentspeaker seminar with mrs ouided bouchamaoui,,0,,,,
"#refugee policy,,,,0,,
"renowned businesswoman. 2015 nobel peace prize co-laureate. and now #eminentspeaker. join us monday,,,0,,,
"""the marriage partnership between #nigeria and the bank is now 54 years old. and you will agree with me no doubt th… ",0,,,,,
"#icymi: african development bank’s lifeline lifted #nigeria out of recession,,0,,,,
rt @victoroladokun: yesterday was historic.  a new day following the commissioning of the african development bank’s nigeria office in abuj…,0,,,,,
rt @celestinmonga: the state of africa's economies? first ever homegrown @afdb_group economic flagship report launched in africa. free down…,0,,,,,
today in #abuja: commissioning of the #nigeria country department complex of the african development bank! it's the… ,0,,,,,
the african economic outlook 2018 is officially launched! download and browse by country here:… ,0,,,,,
the best way to optimize #infrastructure that allows countries to drive growth is through investments in rural infr… ,0,,,,,
"rt @juvonenk: afdb president adesina: #africa is growing faster (expected 4,,0,,,,
"to #endpoverty,,,0,,,
rt @juvonenk: new #afdb estimates! #investment needs for #infrastructure will be in the range of usd 130-170 billion per year in #africa #2…,0,,,,,
"#2018aeo - #africa's projected growth = 4.1% a year in 2018 and 2019,,0,,,,
"rt @stephen_yeboah: .@afdb_group has proposed new indicators for financing infrastructure in #africa,,0,,,,
"one of the main questions the #2018aeo tries to answer: if we want to achieve the #sdgs and the #high5s,,0,,,,
"what's new in the #2018aeo? it's shorter,,,0,,,
"""i'm biased,,,0,,,
"rt @stephen_yeboah: the african economic outlook 2018 provides an indication of where africa is,,0,,,,
introducing the #2018aeo @victoroladokun highlights how this is the first time the report is being launched in janu… ,0,,,,,
"we are #live! join us as we officially launch the #2018aeo!,,,,,,
#facebooklive:  ,,,,,,
",0,,,,,
starting soon! we're live on facebook:  ,0,,,,,
"#2018aeo launch starts in one hour 🙌🏽 join us and add your voice to the conversation!,,,,,,
#facebooklive:… ",0,,,,,
a high-level panel met yesterday in #liberia to discuss regional #migration priorities and actionable commitments t… ,0,,,,,
"yesterday,,0,,,,
"@annatwum thanks! no need to moderate,,0,,,,
#tomorrow: launch the 2018 african economic outlook our flagship report that highlights the state of socio-economic… ,0,,,,,
new #blog: ensuring equal access to improved water and sanitation services💧requires an inclusive approach where bot… ,0,,,,,
"rt @irena: ‘the energy transformation is unstoppable. if you cannot fight it,,,0,,,
rt @hmkemiadeosun: on thursday in abidjan i attended a special meeting of the @afdb_group board of governors.  the afdb continues to be an…,0,,,,,
the hkb bridge in #abidjan #cotedivoire gave commuters more time to engage in more productive and/or recreational a… ,0,,,,,
great read from our weekly 10-must read stories on economics &social development: a 12-year basic income experiment… ,0,,,,,
"#impact ""a lot of my customers are on the other side of the lagoon. ,,,,,,
traffic was so bad i never knew how long it'd… ",0,,,,,
development is as much about economic #growth as it is about #empowering people to achieve their needs & aspiration… ,0,,,,,
the largest private infrastructure project in #côtedivoire in over a decade the hkb #bridge opened in 2014 and sinc… ,0,,,,,
"here is your weekly update of some of the most interesting stories on economic #growth,,0,,,,
"earlier this week,,,,0,,
how can survivors of gender-based violence emerge from conflict? an award winning project provided an integrated se… ,0,,,,,
"what are we doing in #cotedivoire? visit our interactive platform,,,0,,,
#didyouknow: economic growth in #cotedivoire remains very strong (8.4% in 2016!) but still relies on exporting raw… ,0,,,,,
the bank is one of the three key collaborating partners for the 2018 world water week💧have you submitted your propo… ,0,,,,,
"one of our projects targets the root causes of drought crises in the #hornofafrica,,0,,,,
"rt @choi_afdb: the preparatory meeting of the @afdb_group annual meetings 2018 kicked off on monday,,0,,,,
#savethedate: our #eminentspeaker lecture series will be back jan 22 with 2015 nobel peace prize laureate ouided bo… ,0,,,,,
"starting this week we'll feature our work across #africa,,0,,,,
#didyouknow that #africa is leading the path to exploit drones to deliver aid and support development projects? rea… ,0,,,,,
"by unlocking the  potential of african #entrepreneurs,,0,,,,
#blog: what is a truly global response to #climatechange? effective global partnerships to mobilize funding and tra… ,0,,,,,
#didyouknow africa loses 11% of its gdp because of poor #nutrition? boosting nutrition boosts economies!… ,-1,,,,,
the picos dam changed amalia’s life: higher sales meant she could send her son to university… ,0,,,,,
#nutrition and #jobs4youth are key points of intervention to anchor a #foodsecurity agenda!  ,0,,,,,
#results: 4.6 million farmers have seen an income increase between 2005 and 2015 in #cameroon… ,1,,,,,
"what's in store for africa in #2018? this is one of the stories include in this week's 10 must-read economics,,0,,,,
@sidchat1 precisely 👉🏽 ,0,,,,,
"🎥 a #shortandsweet video that explains the #high5s,,0,,,,
"the 1⃣  🐄 per family programme in #rwanda has many benefits: it improves #nutrition,,,0,,,
"#didyouknow: by 2030,,0,,,,
social spending pays off! just look at #cameroon! find out how the country has become an economic powerhouse in cen… ,0,,,,,
@donwuegbu thanks for adding to the discussions!,0,,,,,
a month ago at the #2017aec a question was raised: should #africa be inspired by #china’s industrial #development?… ,0,,,,,
looking for practical knowledge on various themes pertinent to the #development of #africa? we have you covered! br… ,0,,,,,
"african development bank achieves 100% investment in #green #energy projects in 2017,,1,,,,
when @billgates says @akin_adesina's donation of his #foodprize17 money to africa’s #youth is one of his top moment… ,0,,,,,
"#happynewyear! may 2018 bring you health,,,0,,,
thank you for your support throughout 2017! we hope you will continue to engage with us in the new year. we will ke… ,0,,,,,
a high5 in the fight against #climatechange! #afdb signed new partnership w/ @gcf_news to unlock #africa's potentia… ,0,,,,,
"at the forefront of the fight against #climatechange: the #afdb was once again at the #cop23,,0,,,,
"in 2017,,,0,,,
"in 2017,,,0,,,
#icymi #foodprize17 laureate @akin_adesina wrote an op-ed published on @ipsnews on transforming #agriculture in… ,0,,,,,
"we celebrated @akin_adesina the #foodprize17 laureate,,,,0,,
retake a journey around #africa with the #high5s! watch the video:  #yearinreview #afdbam2017 ,0,,,,,
#yearinreview: we had @edithbrou and @jabdulai with us at the #afdbam2017! #empoweringwomen ,0,,,,,
"at the #afdbam2017,,0,,,,
"we travelled to india for the #afdbam2017 where over 3,,,,0,,
"#yearinreview: we said goodbye to babacar ndiaye,,0,,,,
the 2017 africa competitiveness report’s major conclusion: #subsaharanafrica’s economies need to successfully imple… ,0,,,,,
"sending all of our followers holiday cheers!,,,,,,
#happyholidays! ",0,,,,,
"#didyouknow africa produces 75% of global cocoa production? in addition to developing value chains,,0,,,,
"#yearinreview: the bank and partners invested in the infrastructure needed for integration,,0,,,,
#didyouknow that there are several economic benefits of #opendata? discover them on our report:… ,0,,,,,
"“the future of humankind will be decided in the world's #rural areas."" said @akin_adesina,,0,,,,
"the world of international #development is changing and so is the #afdb,,0,,,,
"do you know the the “10,,,0,,,
the #afdb is actively working to facilitate access to affordable and safe #healthcare in #africa! find out how:… ,0,,,,,
"to increase competitiveness,,,0,,,
"by 2025,,,0,,,
"#yearinreview: in april,,0,,,,
#yearinreview: members of new presidential youth advisory group pose with @akin_adesina. these young successful lea… ,0,,,,,
"the african economic outlook 2017. released in may,,0,,,,
as #africa's leading #development bank and our job is to give the continent the transformation it needs. how well a… ,0,,,,,
africans are tired of being in the dark. @akin_adesina and @kofiannan called for big investment in #africa's… ,0,,,,,
african nations lose up to 16% of gdp each year to #malnutrition. we can change this if we #investinnutrition.… ,-1,,,,,
"the german government unveiled its #marshallplan with #africa - focused on #entrepreneurship,,,0,,,
"on #iwd2017,,,0,,,
#migrantsday: #afdb calls on african countries to create greater economic opportunities to motivate african #youth… ,0,,,,,
“even insects migrate from where it's dark to where there's light. no wonder africa’s youth take huge risks migrati… ,0,,,,,
#afdb and #sudan launched enable youth to create business opportunities and employment for young women and men alon… ,0,,,,,
how do we build #africa’s #education systems for a prosperous future? vp jennifer blanke reflected on the topic in… ,0,,,,,
#yearinreview: #afdb encouraged investments in sustainable #tourism. we promoted africa’s cultural and creative ind… ,0,,,,,
"38 of the 54 african countries have sea access and profit from maritime fishing,,,0,,,
#africa is a vibrant continent of diverse cultures and countless languages. 2017 marked the international year of s… ,0,,,,,
"in 2017,,0,,,,
new report tracks #africa's progress on agenda 2063 and on #sdgs. findings point to slow progress in reducing… ,0,,,,,
how can #naturalresources be better managed to better drive structural transformation across the continent? at the… ,0,,,,,
"youth ambassador @ada_osakwe talks about the bank's plan to create 25 million jobs in 10 years through integration,,0,,,,
african development bank increased its share of energy investments in #renewableenergy from 14% in 2015 to 70% by 2… ,1,,,,,
rt @thegef: .@thegef ceo @naokoishiigef  announced today at the #oneplanet summit a proposal to x2 $$$ contribution to our #cities program.…,0,,,,,
news from #oneplanetsummit : major development finance institutions align financial flows with #parisagreement. fin… ,0,,,,,
what would the 🌍look like if there were only 100 people on it? a story in the list of most interesting articles on… ,0,,,,,
"strengthening food security in #tanzania is about tailoring approaches to different communities,,0,,,,
#2017pidaweek has kicked off! watch #live streaming and join the conversation:  ,0,,,,,
"want to visit #senegal? the new international blaise diagne airport,,,0,,,
giving wings to #senegal’s aviation industry! ✈️new international blaise diagne #airport opened yesterday and was c… ,0,,,,,
leading the way in #renewableenergy: this year alone the bank’s investments will contribute to 1.4 gw of additional… ,1,,,,,
#2017aec: most #african governments haven't focused intensely on youth employment. 'this can come about by listenin… ,0,,,,,
employment trends in #african countries and the impact of tax reforms and its contribution to the improved well-bei… ,0,,,,,
"unanimous conclusion at closing of #2017aec: african economies are among the most dynamic in the world,,0,,,,
curtain falls on #2017aec where african governments were urged to put #governance at the heart of their agenda! we… ,0,,,,,
rt @eca_official: #2017aec comes to a close with lessons to advance #governance for africa’s structural transformation. coverage & resource…,0,,,,,
prof. richard joseph from @northwesternu calls for the establishment of an ‘african governance and development lear… ,0,,,,,
"ameth saloum also awarded best paper award at #2017aec! 🎉 his paper answers the question: ""does the implementation… ",0,,,,,
"""economic regulation and employment elasticities of growth in sub-saharan africa"" by abidemi c. adegboye is awarded… ",0,,,,,
rt @ecalibrary: congratulations to the best research papers nominees #2017aec #agenda2030 #agenda2063 @eca_official @afdb_group @undpafrica…,0,,,,,
rt @undpafrica: africa must look inwards for workable solutions to #governance challenges to achieve structural transformation: ,0,,,,,
"it's day 3 of the african economic conference in addis ababa. for official coverage,,0,,,,
#agricultural growth through enhanced productivity and smallholder farmers goes hand in hand with structural transf… ,0,,,,,
"south africa,,,,,,0
"what are the most unequal countries in #africa? @undpafrica launched its ""inequality trends in sub-saharan africa""… ",0,,,,,
