text,label,,,,,,,,
"the know-it-all mwalimu kipnai is back and will fight with anyone who doesn't agree with his views!,,,,,,,,,
,,,,,,,,,
catch new epis… ",0,,,,,,,,
congratulations to nana the melanin queen  for being voted the #msetoultimatestar february 2018 : today she joins u… ,0,,,,,,,,
"remember on #msetotbt today we are making you richer,,0,,,,,,,
"the winner of the mseto ultimate star @nanathemelaninq is in the building,,0,,,,,,,
karibu ndani ya awamu ya tatu #msetotbt ikiongozwa na @mzaziwillytuva @djflashkenya @emanyikah,0,,,,,,,,
"#msetomitaani ina #kutananakatana kwenye kitaa cha mishomoroni,,,0,,,,,,
rt @cindypennie1: @mzaziwillytuva 😂😂😂 #msetotbt,0,,,,,,,,
"rt @sirjackoficial: @djflashkenya  deporting us 😂😂😂 enzi hizoo ..#msetotbt @radiocitizenfm  with @mzaziwillytuva ,,,,,,,,,
stay tuned till 3pm .usib…",0,,,,,,,,
rt @arnoldo_ke: @cindypennie1 @mwadimepatrick @gilbert07langat @pascalipaat @peter_mur @mzaziwillytuva @radiocitizenfm io set 🔥🔥🔥🔥@djflashk…,0,,,,,,,,
"#wamboravskivuti,,,,,,,,,
@wambora ,,,,,,,,,
@gvnlennykivuti ",0,,,,,,,,
"#kutananakatana kwenye #msetomitaani tunapokupeleka mitaa ya mishomoroni,,0,,,,,,,
"it's time for @djflashkenya to take you on a ride across east africa with the hottest oldskool hits,,0,,,,,,,
the eac summit in kampala is also a good opportunity to catch up with my brothers @kagutamuseveni @salvakiir… ,0,,,,,,,,
it's about time and we are live on #msetotbt taking you back in to time with @djflashkenya as we prepare for… ,0,,,,,,,,
sura yako by @sautisol now playing on #msetotbt with @mzaziwillytuva @djflashkenya @emanyikah,0,,,,,,,,
rt @mohamed01324804: @djflashkenya @radiocitizenfm sydney kinyozi wjr tuko ndaaaani #msetotbt,0,,,,,,,,
rt @mohamed01324804: @mzaziwillytuva @radiocitizenfm @djflashkenya wajir sydney kinyozi tuko ndani #msetotbt,0,,,,,,,,
"#lskelections ,,,,,,,,,
,,,,,,,,,
embu county ",0,,,,,,,,
"kenya raises sh203b through eurobond listed on london stock exchange,,1,,,,,,,
we are playing you the hottest oldskool reggae music on the first hour #msetotbt live on air with @mzaziwillytuva o… ,0,,,,,,,,
welcome to the first round #msetotbt live on air with @mzaziwillytuva on the mic @djflashkenya on the decks and @emanyikah on the interwebs,0,,,,,,,,
"the first hour is the reggae music hour,,0,,,,,,,
it's the first hour of the hottest show #msetotbt and with @mzaziwillytuva and @djflashkenya joined by @emanyikah,0,,,,,,,,
"rt @oopatrobin: @radiocitizenfm @djflashkenya @mzaziwillytuva #msetotbt amukurateso imekubalika kwa saana,,0,,,,,,,
rt @djflashkenya: listen to the number one show #msetotbt live @radiocitizenfm with @mzaziwillytuva on the mic and am on the decks,0,,,,,,,,
rt @kinstonk: is vipi @radiocitizenfm na @mzaziwillytuva poromosha moja ya lucky dube @djflashkenya ndani sana kutoka joyriders mwisho wa l…,0,,,,,,,,
"rt @djflashkenya: welcome to the tbt edition of mambo mseto live @radiocitizenfm ,,,,,,,,,
,,,,,,,,,
#msetotbt",0,,,,,,,,
#msetotbt kicking off 12pm-3pm radio citizen fm,0,,,,,,,,
"self-proclaimed opposition leader ekuru aukot unveils 22-member shadow cabinet,,0,,,,,,,
"self-proclaimed opposition leader @ekuruaukot unveils 22-member shadow cabinet,,0,,,,,,,
"are you having a good day? even if the answer is no,,0,,,,,,,
"the first edition is usually a reggae music edition,,0,,,,,,,
welcome to the first round #msetotbt live on air with @mzaziwillytuva @djflashkenya and @emanyikah,0,,,,,,,,
"sirisia mp john waluke's election upheld by high court,,0,,,,,,,
"#mjadalawakazi,,,,,,,,,
je,,,,,,,,,
#chapakazi",0,,,,,,,,
sirisia mp john waluke's election victory upheld by high court. ,0,,,,,,,,
"all you need to know about raising a happy and healthy baby is now on @viusasa.,,,,,,,,,
,,,,,,,,,
get tips on how to take care of... ",0,,,,,,,,
#np afro by les wanyika nadni ya #chapakazi. standby kwa #mjadalawakazi ukiwa nao @jeridahandayi na @syombuaosiany,0,,,,,,,,
#chapakazi #hadassa kutoka #waitingwombstrust akielezea changamoto katika ndoa pale mwanamke anapokosa mtoto... ,0,,,,,,,,
"election of bomachoge chache mp alfa miruka upheld by kisii high court,,0,,,,,,,
"all you need to know about raising a happy and healthy baby is now on @viusasa,,,,,,,,,
,,,,,,,,,
download the app from google play s… ",0,,,,,,,,
standby kwa habari za michezo #jukwaalamichezo kisha turejelee mahojiano yetu na editar hadassa #chapakazi,0,,,,,,,,
"@uchumikenya loss for half year ending dec 2017 rises to sh895m from sh547m a year earlier,,0,,,,,,,
"je,,0,,,,,,,
editar hadassa wa @waitingwombske anakiri kwamba kwa miaka 10 sasa hawajafanikiwa kumpata mtoto na ni hiki kilichom… ,0,,,,,,,,
karibu sana kwenye raundi yetu ya pili ya #chapakazi tukiwa hii leo tunamsherehekea mwanamke editar hadassa aliye m… ,0,,,,,,,,
"good morning and welcome to #chapakazi with @jeridahandayi and @syombuaosiany ,,,,,,,,,
where are you listening from?",0,,,,,,,,
"count down begins for #inoorothanksgiving.,,,,,,,,,
,,,,,,,,,
@wanjiku_gitonga ,,,,,0,,,,
"ujaluo ni gharama my frens! and j.m is learning this the hard way.,,,,,,,,,
,,,,,,,,,
catch new episodes of 'tich tek ta' exclusively… ",0,,,,,,,,
"rais wa marekani @realdonaldtrump aunga mkono walimu kupewa bunduki ili kupunguza visa vya mauaji shuleni,,0,,,,,,,
"get  all your local,,,0,,,,,,
#jambokenya > awamu ya mwisho hii stori eti muguka hupunguza nguvu za kiume ni ukweli ama ni pang'ang'a tu?,0,,,,,,,,
tunaingia katika awamu ya mwisho ya mpango wa #jambokenya #playingnow jallousie by madilu ft nyboma @luchivya @inspektamwala @wilbrodanyamin,0,,,,,,,,
"rt @ngetichfred: rais wa marekani @realdonaldtrump aunga mkono walimu kupewa bunduki ili kupunguza visa vya mauaji shuleni,,0,,,,,,,
"rais wa marekani @realdonaldtrump aunga mkono walimu kupewa bunduki ili kupunguza visa vya mauaji shuleni,,0,,,,,,,
#jambokenya > mjadala je mambo yako shwari ndani ya muungano wa nasa ikizingatiwa kuna vuta nikuvute kutokana na ku… ,0,,,,,,,,
#jambokenya #mjadala je mambo yako shwari ndani ya muungano wa nasa ikizingatiwa kuna vuta nikuvute kutokana na... ,0,,,,,,,,
"rt @benkimbwereza: @radiocitizenfm,,,,,,,,,
@emanyikah,,,,,,,,,
@luchivya,,,,,,,,,
@wilbrodanyamin,,,,,,,,,
@inspektamwala ,,,,,,,,,
watu wa nguvu hamyambo? kwema wanakwetu?,,,,,,,,,
mie kama k…",0,,,,,,,,
the second round #jambokenya on air @radiocitizenfm,0,,,,,,,,
the hottest and trendiest breakfast show #jambokenya now live on air with @luchivya @wilbrodanyamin @inspektamwala @emanyikah,0,,,,,,,,
start your day with #jambokenya only on chemchemi ya ukweli cc @luchivya @wilbrodanyamin @inspektamwala @emanyikah,0,,,,,,,,
the home of entertainment and national debates #jambokenya continues on air with @luchivya @wilbrodanyamin @inspektamwala @emanyikah,0,,,,,,,,
the breakfast crew is live in studio...... get to enjoy #jambokenya with @luchivya @wilbrodanyamin @inspektamwala @emanyikah,0,,,,,,,,
"good morning my good people,,0,,,,,,,
#jambokenya > #uchambuziwamagazeti tume ya uajiri wa walimu @tsckenya sasa inasema degree haitamsaidia mwalimu kupa… ,0,,,,,,,,
wana #citizenexpress wanaondoka sasa kinakuja kikosi cha #jambokenya kigogo @luchivya @inspektamwala na… ,0,,,,,,,,
np #endanasi ya reuben kigame katika #citizenexpress ndani ya @radiocitizenfm ukiwa na @kakazema na… ,0,,,,,,,,
rt @justus_sifuna: juja kama kawa @radiocitizenfm @kakazema @nashipaimercy16 niko ndani...hadi wasaa wa majogoo #citizenexpress,0,,,,,,,,
np #islandinthestream ya kenny rogers na dolly parton katika #citizenexpress ndani ya @radiocitizenfm ukiwa na… ,0,,,,,,,,
np #falseprophet ya lucky dube katika #citizenexpress ndani ya @radiocitizenfm ukiwa na @kakazema na… ,0,,,,,,,,
rt @kondireleone: @radiocitizenfm @kakazema @nashipaimercy16 niko ndani... #citizenexpress,0,,,,,,,,
np #anacheka ya rose muhando katika #citizenexpress ndani ya @radiocitizenfm ukiwa na @kakazema na @nashipaimercy16… ,0,,,,,,,,
karibu katika #citizenexpress ndani ya @radiocitizenfm ukiwa na @kakazema na @nashipaimercy16 hadi chee...wakilisha… ,0,,,,,,,,
wasichana wanapenda sana mwanamume anayeongea mambo ya kujiendeleza na ya siku za usoni...#goodeveningkenya,0,,,,,,,,
rt @thomaso37508661: @bekimwamburi @officialgmfc @radiocitizenfm @icia_jacob @isaacswila great,0,,,,,,,,
"rt @bekimwamburi: #jukwaalamichezo ft: leones vegetarianos 1-1 gor mahia (agg 1-3). ,,,,,,,,,
@officialgmfc are through to the #cafcl 1st round wher…",0,,,,,,,,
kisii brace yourselves for this 💥 #msetocampustour 💥 kisii university 💥 saturday 24th february from 2pm 💥 with... ,0,,,,,,,,
"russia pays ksh1.5 billion olympic doping fine,,,,,,,,,
 ",0,,,,,,,,
restless @fcbayern wait on @jamesdrodriguez fitness  ,0,,,,,,,,
"election of #stanleymuthama as lamu west mp nullified,,0,,,,,,,
president @ukenyatta set to start a three-day official visit to uganda tomorrow  to attend presidential retreat on… ,0,,,,,,,,
american evangelist billy graham dies aged 99 he was one of the most influential preachers of the 20th century.… ,0,,,,,,,,
afc leopards draw 0-0 with fosa juniors in madagascar to crash out on away goal rule as the caf confederation cup p… ,0,,,,,,,,
us evangelist @billygraham dies aged 99 he was one of the most influential preachers of the 20th century.… ,0,,,,,,,,
us evangelist @billygraham - one of the most influential preachers of the 20th century - has died aged 99.… ,0,,,,,,,,
@migunamiguna protests defacing of his passport hours after immigration dep't surrendered the travel document to hi… ,0,,,,,,,,
@migunamiguna protests defacing of his passport hours after immigration dep't surrendered the travel document to hi… ,0,,,,,,,,
@manutd's #matic gets a street in his hometown h ,0,,,,,,,,
twins discharged from knh following theft drama nairobi court remands suspect for five days as police conclude chi… ,0,,,,,,,,
@migunamiguna: my response to the so-called “return of passport.”  ,0,,,,,,,,
"speaker muturi accepts wiper nomination of ben momanyi to psc,,0,,,,,,,
#np #justthewayyouare @tarrusriley #driveonreloaded @radiocitizenfm @ogaltina @munaigeneral #driveonreloaded #driveonreloaded,0,,,,,,,,
"kwa nini unafinya serekali sehemu nyeti?! 😂😂😂😭,,,,,,,,,
,,,,,,,,,
watch more of this on makarao  here >>> ,,,,,,,,,
,,,,,,,,,
do… ",0,,,,,,,,
#driveonreloaded tumeanza kuwasha moto jumatano hii ya akina dada tunatumai unaburudika hapo ulipo.@abdi munai... ,0,,,,,,,,
awamu ni ya kwanza ndani ya #driveonreloaded @radiocitizenfm ukiwa na wazito @ogaltina @munaigeneral #driveonreloaded,0,,,,,,,,
"what color is a tennis ball?,,,,,,,,,
 ",0,,,,,,,,
"brand new:,,,,,,,,,
,,,,,,,,,
tam tam by @timmytdat ft @otilebrown now playing on #msetotamu right here on chemchemi ya ukweli",0,,,,,,,,
rt @pascalipaat: #msetotamu @mzaziwillytuva @cindypennie1 na @peter_murunga1 ,0,,,,,,,,
rt @wilsonmwanthi: @humbaba95 @oloo_collinss @victorngaohimhi #msetotamu ,0,,,,,,,,
"rt @cindypennie1: @radiocitizenfm @namelesskenya @ezekielmutua ata wasanii wazingatie jamii pia wanapotoa video,,0,,,,,,,
rt @engfranc: #msetotamu np moyo mashine,0,,,,,,,,
"rt @peter_murunga1: #msetotamu @mzaziwillytuva,,,,,,,,,
@djflashkenya @radiocitizenfm,,,,,,,,,
#msetoreggaemix @cocacola #beattheheat ",0,,,,,,,,
"czechs knock frustrated #usa out of olympic men’s hockey #usavscze,,,,,,,,,
 ",0,,,,,,,,
rt @franxwaburundu1: @radiocitizenfm @bahatikenya #msetotamu malava kabras lkd,0,,,,,,,,
"rt @bramuelkedi: @emanyikah @willypaulbongo #msetotamu show iko swafee,,0,,,,,,,
jamila by @jchameleone now playing on #msetotamu on chemchemi ya ukweli,0,,,,,,,,
standby for @namelesskenya who has a message intended for @ezekielmutua right here on #msetotamu ,0,,,,,,,,
moyo mashine by @iambenpol now playing on #msetotamu right here on chemchemi ya ukweli,0,,,,,,,,
"rt @ondanyacyrus: @radiocitizenfm,,,,,,,,,
@mzaziwillytuva,,,,,,,,,
let's trend this ,,,,,,,,,
,,,,,,,,,
 #msetotamu,,,,,,,,,
#msetotamu,,,,,,,,,
#msetotamu,,,,,,,,,
#msetotamu,,,,,,,,,
#msetotamu,,,,,,,,,
#msetotamu,,,,,,,,,
#ms…",0,,,,,,,,
"brand new:,,,,,,,,,
,,,,,,,,,
malingo by @willypaulbongo now playing on #msetotamu right here on chemchemi ya ukweli",0,,,,,,,,
"rt @ondanyacyrus: @mzaziwillytuva ,,,,,,,,,
@radiocitizenfm ,,,,,,,,,
@djflashkenya ,,,,,,,,,
,,,,,,,,,
kisii tuko ready welcome kisii ,,,,,,,,,
#msetotamu,,,,,,,,,
#msetotamu ,,,,,,,,,
#msetotamu,,,,,,,,,
#mset…",0,,,,,,,,
immigration dep't surrenders miguna miguna's passport as ordered by the high court.  ,0,,,,,,,,
rt @anitasoina: @mzaziwillytuva @djflashkenya #msetotamu play bamchikicha by @coopercooper254,0,,,,,,,,
rt @254trends_: trend alert: #msetotamu. more trends at  #trndnl ,0,,,,,,,,
rt @bramuelkedi: @radiocitizenfm @ksheebah1 #msetotamu amongura teso am tuned,0,,,,,,,,
rt @masaamasaa3: @mzaziwillytuva @namelesskenya @ezekielmutua ni huzuni sana na adhabu isiyo na maana kwa wasanii wetu nko bomet #msetotamu…,0,,,,,,,,
rt @gilbert07langat: namba one show #msetotamu @radiocitizenfm @mzaziwillytuva @djflashkenya ,0,,,,,,,,
rt @cindypennie1: @mzaziwillytuva @fredomachoka 👊👊👊 #msetotamu,0,,,,,,,,
mama by @bahatikenya now playing on #msetotamu live on chemchemi ya ukweli,0,,,,,,,,
#np #nzewuwo by @ksheebah1 on #msetotamu live on chemchemi ya ukweli,0,,,,,,,,
"naughty students alert!! ,,,,,,,,,
,,,,,,,,,
but this teacher is not here to play games..weeeuuh!,,,,,,,,,
,,,,,,,,,
these new episodes of 'mwarimu... ",0,,,,,,,,
"speedster injera,,,,,,,,,
,,,,,,,,,
 ",0,,,,,,,,
rt @shikomsimple: @radiocitizenfm @jchameleone #msetotamu  kasonge kusonga,0,,,,,,,,
sikiza anachokisema @namelesskenya kuhusu video za wasanii kupigwa marufuku na dr. @ezekielmutua wa kenya film clas… ,0,,,,,,,,
rt @otieno_tebby: @mzaziwillytuva nawapata wana ##msetotamu nikiwa hapa mtandaoni,0,,,,,,,,
"naughty students alert!! ,,,,,,,,,
,,,,,,,,,
but this teacher is not here to play games..weeeuuh!,,,,,,,,,
,,,,,,,,,
these new episodes of 'mwarimu mug… ",0,,,,,,,,
rt @charleskimkim1: @mzaziwillytuva @jchameleone @radiocitizenfm pamoja locked in enjoying the show country bus listening loud and clear #m…,0,,,,,,,,
rt @cindypennie1: @mzaziwillytuva @jchameleone @radiocitizenfm hii song iko juu tu sana #msetotamu,0,,,,,,,,
rt @ledamakorir: @radiocitizenfm #msetotamu nko ndani at transmara east,0,,,,,,,,
"rt @mcyoungde: @mzaziwillytuva kisii university tuko locked in...show iko sawa,,,,,,,,,
#msetocampustour ,,,,,,,,,
#msetotamu",0,,,,,,,,
rt @cindypennie1: @radiocitizenfm lazima wajue mnaenda kisii #msetocampustour #msetomashinani #msetotamu ,0,,,,,,,,
#tatuchachu > mwanadada @melodysinzore anamkalisha @dkkwenyebeat kujibu maswali matatu moto 🔥🔥🔥 stay tuned to… ,0,,,,,,,,
we just about to award a lucky winner on #msetotamu : stay tuned for this and much more live on air ,0,,,,,,,,
songea by @jchameleone ft icey kiba now playing on #msetotamu @radiocitizenfm ,0,,,,,,,,
unatupata ukiwa maeneo gani? jamaa wa bomet na kisii waambie tunakuja! ni wakati wa #msetotamu ndani ya radio number one,0,,,,,,,,
"coach shedu opens up on the injury nightmare that has turned his life upside down,,,,,,,,,
,,,,,,,,,
 ",0,,,,,,,,
tunakupakulia nyimbo taaaaamu ndani ya #msetotamu kwenye decks akiwa ni @djflashkenya,0,,,,,,,,
it's the official east african time on #msetotamu right here on air with @djflashkenya on the decks,0,,,,,,,,
welcome to the second round #msetotamu on @radiocitizenfm,0,,,,,,,,
"cursed? @elise_christie,,,,,,,,,
 ",0,,,,,,,,
#np #amina by @sanaipei_tande on #msetotamu : standby for @dkkwenyebeat on #tatuchachu on @radiocitizenfm,0,,,,,,,,
leo kwenye #tatuchachu mwanadada @melodysinzore anamkalisha @dkkwenyebeat kujibu maswali matatu moto 🔥🔥🔥 stay tuned… ,0,,,,,,,,
"it's #msetosalon time on #msetotamu and the discussion today is a controversial topic around samantha,,0,,,,,,,
what do you want to listen to today? it's #msetotamu the wednesday edition of the hottest show right here on @radiocitizenfm,0,,,,,,,,
reggae music time on the first round #msetotamu live on air with @djflashkenya,0,,,,,,,,
#msetotamu > who is that legendary artist that we are going with to #msetocampustour ? text us your answer to 40919… ,0,,,,,,,,
"remember on #msetotamu today we are making you richer,,0,,,,,,,
remember on the decks is the king of the turntable @djflashkenya and we are on the first hour #msetotamu live on air,0,,,,,,,,
"the sweet wednesdat edition of the number one show #msetotamu is now live on air,,0,,,,,,,
the first round #msetotamu is live on air with @djflashkenya on the decks,0,,,,,,,,
"kumbuka ijumaa wiki hii tunapeperusha mseto kutokea maeneo ya bomet,,,,0,,,,,
welcome to the first round #msetotamu live on air with @djflashkenya,0,,,,,,,,
karibu kwenye awamu ya kwanza ya #msetotamu ndani ya radio citizen,0,,,,,,,,
"it's dangerous and illegal to drink and drive,,,,,,,,,
,,,,,,,,,
watch crazy drunk... ",0,,,,,,,,
#kutananakatana #msetomitaani on #msetotamu radiocitizenfm ,0,,,,,,,,
