text,label,,,,,,,
"are you a bride,,,,,,,,
prepare to be dazzled,,0,,,,,,
gor mahia qualify for caf champions league first round… via @gameyetu ,0,,,,,,,
rt @monyquexo: mothers when they're dozing off and you try to change the channel 😂😂 #africanmumchallenge ,0,,,,,,,
"participate in the e4impact accelerator! get funded,,0,,,,,,
"are you an ambitious entrepreneur? do you have the confidence to face the lions in the den? ,,,,,,,,
,,,,,,,,
kcb lions den season… ",0,,,,,,,
"rt @louise_thuku: *watch movie volume 15.*,,,,,,,,
mum: weeee hio kelele yote unataka niharibike maskio...,,,,,,,,
mum: *nine oclock news volume 77*&....wa…",0,,,,,,,
"you know the #africanmumchallenge ,,,,,,,,
 is real when your mum will only settle for grandchildren ",0,,,,,,,
"mps question quality of food,,,,,,,,
 ",0,,,,,,,
rt @chemwetichyano: #africanmumchallenge how mum looks at you when you are in a function n you know that means ngoja tufike nyumbani ,0,,,,,,,
"rt @_wangwe: african moms were terrorists,,0,,,,,,
rt @korsen17: how your african mum looks at you when the pastor mentions something about disobedient children #africanmumchallenge ,0,,,,,,,
"rt @iamdavidbett: @xtiandela it's at 7pm and mum is back home. ,,,,,,,,
mum: did you sweep the house.,,,,,,,,
me: yes,,,,,,,,
mum: did you buy omena for super?,,,,,,,,
me:…",0,,,,,,,
rt @siralexas: how we used to watch our siblings as mums gave them proper beating 😂😂😂😂😭😭😭 #africanmumchallenge ,0,,,,,,,
"rt @standardkenya: kenya records slight improvement,,,,,,,,
 ",0,,,,,,,
rt @es_tee_ell: when shes about to ask about your profile picture...ni nini hizo umeeka wozap??😂😂😂😂😂 #africanmumchallenge ,0,,,,,,,
"rt @xtiandela: mum: have you finished your food?,,,,,,,,
me: no mum,,,,,,,,
mum: come here,,0,,,,,,
"rt @mainamasha: seated in kitchen patiently,,0,,,,,,
de gea stars as ‘toothless’ manu united battle for a draw against sevilla…  ,0,,,,,,,
"rt @ktnnews: karibu kwenye taarifa za #leomashinani hapa kwenye @ktnnews na @loftymatambo ,,,,,,,,
tazama sasa kupitia  ",0,,,,,,,
"rt @ktnnews: nani wa kulaumiwa kwa wizi wa watoto hospitalini?,,,,,,,,
@loftymatambo @ktnnews ,,,,,,,,
#leomashinani",0,,,,,,,
"why police is investigating a ‘child trafficking syndicate’ at knh,,,,,,,,
 ",0,,,,,,,
de gea discloses what muriel told him after his magic save against sevilla… via @gameyetu ,0,,,,,,,
"rt @ktnnews: let's take a look at the profiles of the two candidates vying for the lsk presidency ,,,,,,,,
@bettymkyallo ,,,,,,,,
#ktnnewscentre ",0,,,,,,,
murang’a county government allocates resources to capture monkeys  ,0,,,,,,,
rt @ktnnews: today our top story on #ktnnewscentre is on the lsk elections. do you  think the young lawyers are justified to boycott the ls…,0,,,,,,,
"watch how kenyan mps are lamenting about their welfare,,,,,,,,
 ",0,,,,,,,
rt @ktnnews: nasa leader raila odinga is today scheduled to chair the odm national executive committee meeting where he is expected to give…,0,,,,,,,
"rt @ktnnews: you will now be required to produce proof of marriage before the nhif accepts your application for your spouse,,,,,,,,
@bettymkyallo…",0,,,,,,,
rt @ktnnews: the public procurement regulatory authority has opened investigations into a contract awarding saga at the nhif that could see…,0,,,,,,,
"raila odinga slams election observers ,,,,,,,,
 ",0,,,,,,,
guddah and genje dancers on stage this #artisticthursday #ktnlifeandstyle ,0,,,,,,,
"immigration department surrenders miguna’s passport,,,,,,,,
 ",0,,,,,,,
"looming lecturers’ strike as uasu issues 7-day notice,,,,,,,,
 ",0,,,,,,,
we feature local talent on movie review!great productions made right here in kenya! meet the cast and crew of watu… ,0,,,,,,,
sh22.5b kenya railways land allocated irregularly  ,0,,,,,,,
"nelson marwa vetted,,,,,,,,
 ",0,,,,,,,
"rt @ktnnews: do you think the young lawyers are justified to boycott the lsk elections?,,,,,,,,
@bettymkyallo  @malutimusau @ktnnews ,,,,,,,,
#ktnnewscentre",0,,,,,,,
"coming up on #artisticthursday is great performances by young and gifted people!tune on 8am!,,,,,,,,
#ktnlifeandstyle ",0,,,,,,,
rt @ktnnews: join @michaelggitonga on #morningexpressktn on @ktnnews  @ktnkenya as he takes you through the latest headlines this morning.…,0,,,,,,,
"bad news for nairobi hawkers starting this morning,,,,,,,,
 ",0,,,,,,,
"rt @cathmwangi: billy graham,,,,,,,,
,,,,,,,,
the icon and epitome of faith,,,,,,,,
,,,,,,,,
#ripbillygraham",0,,,,,,,
"the horror and hilarity of the customer ,,,,,,,,
 ",0,,,,,,,
"immigration department surrenders miguna’s passport but destroyed,,,,,,,,
 ",0,,,,,,,
"sonko’s workers plan strike over intimidation,,,,,,,,
read more at:  ",0,,,,,,,
"watch how kenyan mps are lamenting about their welfare,,,,,,,,
 ",0,,,,,,,
"police say there could be a child trafficking syndicate at knh,,,,,,,,
 ",0,,,,,,,
rt @ktnnews: share your thoughts/comments with @yussufibra @ktnnews or sms to 22155 starting with a yes or no followed by a short comment u…,0,,,,,,,
rt @ktnnews: do you support the travel advisory by kenya against south sudan? @yussufibra @ktnnews #bottomlineafrica,0,,,,,,,
"there's plenty of money in small things,,,,,,,,
 ",0,,,,,,,
rt @ktnnews: dr. mumo nzau: it's not right to put the ambassador on support because there are rules that guide diplomatic conduct. south su…,0,,,,,,,
"uganda’s ruling party nrm sacks all employees,,,,,,,,
 ",0,,,,,,,
"he might be leaving old trafford!,,,,,,,,
manchester united star 'wants showdown talks' with jose mourinho…… ",0,,,,,,,
"lamu mp stanley muthama loses seat,,,,,,,,
 ",0,,,,,,,
"south sudan civil war timelines:,,,,,,,,
,,,,,,,,
july 9,,,,,,,,
,,,,,,,,
july 2013: kiir dismisse… ",0,,,,,,,
"south sudan's ambassador to kenya chol ajongo: ""the advisory was not sent to us officially. we saw it online..."" @ktnnews #thebigstory",0,,,,,,,
"south sudan's ambassador to kenya chol ajongo: ""as a government we know what we are doing in south sudan..."" @ktnnews #thebigstory",0,,,,,,,
"south sudan's ambassador to kenya chol ajongo: the government of south sudan is in full control..."" @ktnnews… ",0,,,,,,,
"south sudan's ambassador to kenya chol ajongo: ""crime can happen anywhere... there are only a few isolated cases re… ",0,,,,,,,
"south sudan's ambassador to kenya chol ajongo: ""security is a matter of relativity. it depends on where you are...… ",0,,,,,,,
"south sudan's ambassador to kenya chol ajongo: ""the advisory issued by kenya doesn't represent realities on ground.… ",0,,,,,,,
"south sudan's ambassador to kenya chol ajongo: ""the great upper nile is not that risky. the two pilots landed on a… ",0,,,,,,,
south sudan's ambassador to kenya chol ajongo: i've seen the areas listed by kenya and i think it's a blanket cover… ,0,,,,,,,
"hilarious here are the 5 weirdest jobs in the world,,,,,,,,
 ",0,,,,,,,
"in studio @yvonneokwara speaks with john gachie,,0,,,,,,
"monica juma,,0,,,,,,
rt @alexchamwada: the baptismal site of river jordan. watch more on #acrossholycities on #thechamwadareport with @itselijahmwangi on @ktnne…,0,,,,,,,
kenyans in other parts of the country are advised to exercise extreme caution as they undertake their daily activit… ,0,,,,,,,
"good news to kenyan football fans!,,,,,,,,
confirmed: here is the big champions league match ktn will be broadcasting tonig… ",0,,,,,,,
"kenya south sudan advisory: ,,,,,,,,
the travel advisory applies specifically to parts of greater upper nile and in particu… ",0,,,,,,,
"tonight,,0,,,,,,
"kfcb launches crackdown on matatus airing pornographic content ,,,,,,,,
 ",0,,,,,,,
welcome to another episode of #thebigstory with @yvonneokwara and @sophiawanuna on @ktnnews stream live via… ,0,,,,,,,
rt @ktnnews: asanteni kwa kutazama @ktnleo na @ali_manzu . nawatakia jioni njema @ali_manzu #ktnleo ,0,,,,,,,
rt @ktnnews: wachuzi wamepigwa marufuku kutoka cbd @ali_manzu #ktnleo ,0,,,,,,,
"why this is good news to trans nzoia residents,,,,,,,,
 ",0,,,,,,,
rt @ktnnews: nelson marwa: kwanini tusiwapatie akina mama kandarasi  wafanye biashara ? ,0,,,,,,,
rt @ktnnews: nelson marwa ameapa kupambana na matapeli iwapo uteuzi wake utaidhinishwa @ali_manzu  #ktnleo ,0,,,,,,,
"rt @ktnnews: tahadhari ya usafiri ,,,,,,,,
serikali ya kenya imetoa vikwazo vya usafiri kwa wakenya wanaoshi na kufanya kazi nchini sudan kusini@a…",0,,,,,,,
"rt @ktnnews: to south sudan? tread carefully!,,,,,,,,
join @yvonneokwara and @sophiawanuna at the top of the hour for another insightful episode of…",0,,,,,,,
rt @ktnnews: upepo mkali ulitoa paa la shule ya tiaty. @ali_manzu #ktnleo ,0,,,,,,,
"rt @ktnnews: tonight on the big story with @yvonneokwara @sophiawanuna @ktnnews #thebigstory ,,,,,,,,
stay tuned 1 ",0,,,,,,,
rt @ktnnews: watoto wa shule moja huko tiaty baringo wanasomea mazingira ya hali duni kwa kukosa madarasa na mahitaji mengineo @ali_manzu #…,0,,,,,,,
rt @ktnnews: mwanamke aliyeiba mtoto kutoka hospitali ya kenyatta amezuiliwa katika kituo cha polisi cha kilimani mjini nairobi @ali_manzu…,0,,,,,,,
"looming lecturers’ strike as uasu issues 7-day notice,,,,,,,,
 ",0,,,,,,,
"rt @cathmwangi: there was ever only one billy graham.,,,,,,,,
,,,,,,,,
none like him.,,,,,,,,
,,,,,,,,
rest in him.,,,,,,,,
,,,,,,,,
 #ripbillygraham",0,,,,,,,
"rt @ktnnews: asanteni kwa kutazama kipindi cha jukwaa la ktn na @ali_manzu .,,,,,,,,
usiende mbali. habari za ktn leo zinafuata @ali_manzu #ktnleo…",0,,,,,,,
"rt @ktnnews: ni jukumu gani amechukua kuona kuwa walemavu wa ngozi wanaishi maisha yanayofaa ?,,,,,,,,
isaa mwaura: mimi kama seneta mteule sina he…",0,,,,,,,
rt @ktnnews: isaac mwaura: kukaa na wanasiasa kuliwasaidia kuelewa  shida zinazokumba wale walio na ulemavu wa ngozi. waliweza kutupatia he…,0,,,,,,,
rt @ktnnews: toa maoni yako kwa @ali_manzu @ktnnews au tuma arafa kwa 22155 ukianza kwa ndio au la #jukwaalaktn  htt…,0,,,,,,,
"rt @ktnnews: je,,0,,,,,,
"rt @ktnnews: kuna mikakati imeweka kuzingatia swala la ulemavu kwa ujumla hasa ulemavu wa ngozi :,,,,,,,,
isaac mwaura: tumepiga hatua kubwa sana.…",0,,,,,,,
"rt @ktnnews: swali letu leo ni:,,,,,,,,
unadhani serikali inathamini masilahi ya watu wanaoishi na ulemavu wa ngozi ? ",0,,,,,,,
"rt @ktnnews: vidokezo,,,,,,,,
kenya yatoa tahadhari dhidi ya usafiri nchini sudan,,,,,,,,
- maandamano limuru,,,,,,,,
- wachhuzi kuondolewa kati kati mwa jiji,,,,,,,,
- ul…",0,,,,,,,
"rt @ktnnews: leo tutaangazia maslahi ya watu wenye ulemavu wa ngozi kwa kimombo (albinism) @ali_manzu,,,,,,,,
#jukwaalaktn ",0,,,,,,,
"rt @ktnnews: karibu kwa sehemu nyingine ya kipindi  cha jukwaa la ktn na @ali_manzu,,,,,,,,
stream live via  #jukwaalaktn ht…",0,,,,,,,
"sad: nasa’s raila odinga eulogizes morgan tsvangirai,,,,,,,,
 ",0,,,,,,,
"rt @standardkenya: suspect found with stolen baby now blames witchcraft,,,,,,,,
 ",0,,,,,,,
"rt @ktnnews: suspect found with stolen baby now blames witchcraft,,,,,,,,
 ",0,,,,,,,
"rt @ktnkenya: suspect found with stolen baby now blames witchcraft,,,,,,,,
 ",0,,,,,,,
"suspect found with stolen baby now blames witchcraft,,,,,,,,
 ",0,,,,,,,
catch dolce amore every weekday starting from 6pm ,0,,,,,,,
"latest raila odinga slams election observers ,,,,,,,,
 ",0,,,,,,,
catch dolce amore every weekday starting from 6pm ,0,,,,,,,
"rt @ktnnews: je,,,,,,,,
#zi…",0,,,,,,,
