text,label,,,
revealed: fee structures of the most popular universities in kenya- via @ureportke  ,0,,,
"nigeria rescues 76 schoolgirls after boko haram attack,,,,
 ",0,,,
"tough talking cs tobiko wants to emulate fred matiang’i ,,,,
 ",0,,,
"katani,,,,
 ",0,,,
"nullification wave hits embu governor martin wambora,,,,
 ",0,,,
"johnston muthama is back with strong nasa message ,,,,
 ",0,,,
"miguna miguna releases dates for nrm global recruitment tour -via @ureportke,,,,
 ",0,,,
"rt @ktnnews: cs keriako tobiko’s strong warning to saw millers ,,,,
 ",0,,,
father takes his own life after failing to kill his children  ,0,,,
"rt @ktnnews: unadhani serikali imefanya juhuzi za kutosha kupambana na ugaidi? ,,,,
#jukwaalaktn ,,,,
@ali_manzu",0,,,
"rt @ktnnews: this is latest nhif requirement for the married ,,,,
 ",0,,,
kenyan football stars flaunt their expensive cars...  via @gameyetu ,0,,,
"ig joseph boinnet sued over police transfer ,,,,
 ",0,,,
"the e4impact accelerator is looking for innovative enterprises,,,,0
"louis otieno,,,,
 ",0,,,
"revealed,,,,
 ",0,,,
"‘i don’t want to divorce’ – what is chelsea’s antonio conte talking about? -via @ureportke,,,,
 ",0,,,
"tsc urges teachers to pursue higher academic qualifications ,,,,
 ",0,,,
"government raises sh200 billion eurobond ,,,,
 ",0,,,
"kenya’s latest ranking in global corruption index ,,,,
 ",0,,,
"good news to governor joho,,,,
 ",0,,,
"why foreigners are buying luxury homes in kenya ,,,,
 ",0,,,
"opinion: of kindiki,,,,
 via @ureportke",0,,,
"this is why jubilee governor’s election win has been nullified,,,,
 ",0,,,
i shoplifted perfumes in a particular supermarket- dennis itumbi admits- via @ureportke  ,0,,,
"high court nullifies election of embu governor martin wambora -via @ureportke,,,,
  ",0,,,
"father commits suicide after attempt to kill two children,,,,
 ",0,,,
"breaking news: court nullifies governor martin wambora’s election win,,,,
 ",0,,,
"rt @ktnnews: breaking news: the high court has nullified embu governor martin wambora's election following lenny kivuti's petition.,,,,
more de…",0,,,
rt @ktnnews: listed retailer uchumi supermarket has posted an 895.1 million shilling net loss in its half year financial results for the pe…,0,,,
"ig joseph boinnet sued over police transfer,,,,
 ",0,,,
"mwalimu rachel: campus isn't built for serious relationships,,,,
 via @ureportke",0,,,
rt @ktnnews: ktb is slated to participate in the pearl of africa travel expo which has been organized by the ugandan tourism board. the exp…,0,,,
rt @ktnnews: the kenya tourism board (ktb) has stepped up its engagement with the ugandan travel market in a strategy that seeks to make ke…,0,,,
"lobby asks court to disband uhuru's cabinet ,,,,
 ",0,,,
rt @ktnnews: nhif has been ordered to recover the money from the companies after it emerged that there were massive irregularities in the a…,0,,,
rt @ktnnews: the public procurement regulatory authority has opened investigations into a contract awarding saga at the nhif that could see…,0,,,
"rt @ktnnews: let's have a look at the nse performance:,,,,
1. most active stock,,,,
2. winning stock,,,,
3. losing stock,,,,
@ashleymazuri,,,,
#ktnbusiness htt…",0,,,
"why woman want men out of delivery rooms,,,,
 ",0,,,
"rt @ktnnews: here's how the kenya shilling is faring against the major world currencies,,,,
@ashleymazuri ,,,,
#ktnbusiness ",0,,,
rt @ktnnews: welcome to #ktnbusiness on @ktnnews with @ashleymazuri where we give you briefing on the latest news and trends in the world o…,0,,,
"three children die after fire gut down their house in kariobangi,,,,
 ",0,,,
"rt @ktnnews: #africanmumchallenge mum explains why she said no to range rover gift from her son,,,,
@zindzi_k ",0,,,
"sad! pupils in a baringo school learn under trees,,,,
 ",0,,,
"three die in road accident at magina along nakuru-nairobi highway,,,,
 ",0,,,
"fee structures: this is how much it will cost you to go to university in 2018,,,,
 via @ureportke",0,,,
"rt @ktnnews: ""i'm from a life where i had two phones ringing 24/7,,,0,
"i shoplifted perfumes in a particular supermarket- dennis itumbi admits,,,,
 via @ureportke",0,,,
rt @ktnnews: don't fail to catch 'louis otieno's story' tonight at 9pm with dr. mercy korir ,0,,,
rt @ktnnews: kenyans online react to the new nhif measure that states that you will now be required to produce proof of marriage before the…,0,,,
"monkeys hunting business in murang'a,,,,
 ",0,,,
"why police battled with angry traders in kongowea,,,,
 ",0,,,
"rt @ktnnews: environment cabinet secretary keriako tobiko has warned saw millers  against  logging beyond their licensed permits,,0,,
"new rules give traffic police extra muscles,,,,
 ",0,,,
"woman accused of stealing baby at knh arraigned in court ,,,,
 ",0,,,
rt @ktnnews: in a surprise move that was condemned by the opposition. duale named borabu mp ben momanyi of wiper party as a nominee to the…,0,,,
rt @ktnnews: the leader of the majority in the national assembly aden duale has shut down the opposition's plan to nominate makueni senator…,0,,,
"how to conceive a baby boy scientifically,,,,
 via @ureportke",0,,,
"urgently probe security lapses at kenyatta national hospital,,,,
 ",0,,,
rt @jimnah_jimnah: you will always find this in an african home #africanmumchallenge ,0,,,
"rt @ktnnews: the index which ranks countries on a scale of zero,,,0,
"kenya's top eight most wanted criminals,,,,
 via @ureportke",0,,,
rt @ktnkenya: the annual corruption perceptions index released by the transparency international has ranked kenya number 143 out of 180 cou…,0,,,
"rt @ktnnews: ""we were not given notice...we have no one to help us "" traders react to demolition of their kiosks and other structures by th…",0,,,
"act now to reverse environmental degradation,,,,
 ",0,,,
"why court nullified lamu west mp win,,,,
 ",0,,,
rt @ktnnews: latest updates on the demolition of kiosks and other structures by kenya national highways authority (kenha) at the kongowea m…,0,,,
rt @ktnkenya: for the latest news this hour join @akisawandera on #ktnnewsdesk on @ktnnews @ktnkenya . join in on the conversation on @akis…,0,,,
"u.s. students protest gun laws,,,,
 ",0,,,
"rt @ktnnews: mtazamaji leo kwenye vijimambo tunaangazia ubunifu wa waafrika ,,,,
@loftymatambo ,,,,
#leomashinani ",0,,,
"are you a bride,,,,
prepare to be dazzled,,0,,
"latest nhif scam! how kenyans may have lost ksh400 million,,,,
 ",0,,,
"wiper bid for parliamentary service commission seats rock unity in nasa,,,,
 ",0,,,
lack of education is what cost you lsk presidency - murkomen hits back at nelson havi after ugly fight online… ,0,,,
"judges face off with clashing orders on motor vehicle yard ,,,,
 ",0,,,
calling on the post-revenue start-ups or scale-ups! be part of the e4impact accelerator 2017. apply by visiting… ,0,,,
"rt @ktnkenya: you know the #africanmumchallenge ,,,,
 is real when your mum will only settle for grandchildren ",0,,,
"‘i don’t want to divorce’ – what is chelsea’s antonio conte talking about? -via @ureportke,,,,
 ",0,,,
"kisii county to become the second cancer treatment centre in nyanza,,,,
 ",0,,,
"rt @ktnkenya: mps question quality of food,,,,
 ",0,,,
"the deadly borehole of silale ,,,,
 ",0,,,
"kenya records slight improvement,,,,
 ",0,,,
"woman arrested 'for abortion' ,,,,
 ",0,,,
"miguna miguna releases dates for nrm global recruitment tour -via @ureportke,,,,
 ",0,,,
"governor wants board dissolved ,,,,
 ",0,,,
"kdf official arrested for killing his first wife ,,,,
 ",0,,,
"rt @ktnnews: karibu kwenye taarifa za #leomashinani hapa kwenye @ktnnews na @loftymatambo ,,,,
tazama sasa kupitia  ",0,,,
"miguna miguna releases dates for nrm global recruitment tour,,,,
 via @ureportke",0,,,
"pcea to sell 70-acre to clear sh0.5b bank loan,,,,
 ",0,,,
"rt @ktnnews: nani wa kulaumiwa kwa wizi wa watoto hospitalini?,,,,
@loftymatambo @ktnnews ,,,,
#leomashinani",0,,,
"why police is investigating a ‘child trafficking syndicate’ at knh,,,,
 ",0,,,
"rt @ktnnews: let's take a look at the profiles of the two candidates vying for the lsk presidency ,,,,
@bettymkyallo ,,,,
#ktnnewscentre ",0,,,
murang’a county government allocates resources to capture monkeys  ,0,,,
"county to evict traders from the streets of bomet,,,,
 ",0,,,
"the big hole in uhuru million jobs promise ,,,,
 ",0,,,
rt @ktnnews: today our top story on #ktnnewscentre is on the lsk elections. do you  think the young lawyers are justified to boycott the ls…,0,,,
"watch how kenyan mps are lamenting about their welfare,,,,
 ",0,,,
rt @ktnnews: nasa leader raila odinga is today scheduled to chair the odm national executive committee meeting where he is expected to give…,0,,,
"nurses on go-slow over pay ,,,,
 ",0,,,
"best in the world: david de gea could have stopped the titanic from sinking,,,,
 via @ureportke",0,,,
"rt @ktnnews: you will now be required to produce proof of marriage before the nhif accepts your application for your spouse,,,,
@bettymkyallo…",0,,,
rt @ktnnews: the public procurement regulatory authority has opened investigations into a contract awarding saga at the nhif that could see…,0,,,
"raila odinga slams election observers ,,,,
 ",0,,,
"opinion: six reasons why kenyans have lost confidence in kalonzo musyoka,,,,
 via @ureportke",0,,,
"could your fruit vendor be selling you poison?,,,,
 ",0,,,
"former css fight tag of 'sacked' in jobs vetting ,,,,
 ",0,,,
"immigration department surrenders miguna’s passport but destroyed,,,,
 ",0,,,
"questions raised on kenya railways land ownership ,,,,
 ",0,,,
"looming lecturers’ strike as uasu issues 7-day notice,,,,
 ",0,,,
"revealed: fee structures of the most popular universities in kenya,,,,
 via @ureportke",0,,,
"uhuru's nominees in a spot over graft claims ,,,,
 ",0,,,
"opinion: miguna’s outbursts portray a man on a selfish mission,,,,
 via @ureportke",0,,,
"man,,,,
 ",0,,,
"miguna raises storm over defaced passport,,,,
 ",0,,,
"nelson marwa vetted,,,,
 ",0,,,
"teenager plunges to her death while trying to 'save her phone' -via @ureportke,,,,
 ",0,,,
"rt @ktnnews: do you think the young lawyers are justified to boycott the lsk elections?,,,,
@bettymkyallo  @malutimusau @ktnnews ,,,,
#ktnnewscentre",0,,,
rt @ktnnews: join @michaelggitonga on #morningexpressktn on @ktnnews  @ktnkenya as he takes you through the latest headlines this morning.…,0,,,
"bad news for nairobi hawkers starting this morning,,,,
 ",0,,,
"top 30 hilarious lies kenyan men tell their ‘mpango wa kandos’ -via @ureportke,,,,
 ",0,,,
"seven mysterious things women do after sex that men will never realise -via @ureportke,,,,
 ",0,,,
he looks the age of my grandchild-millie odhiambo lashes out at secret admirer- via @ureportke… ,0,,,
,0,,,
"seven mysterious things women do after sex that men will never realise -via @ureportke,,,,
 ",0,,,
"the horror and hilarity of the customer ,,,,
 ",0,,,
"immigration department surrenders miguna’s passport but destroyed,,,,
 ",0,,,
"sonko’s workers plan strike over intimidation,,,,
read more at:  ",0,,,
"watch how kenyan mps are lamenting about their welfare,,,,
 ",0,,,
"sevilla coach reveals to the media the ‘perfect’ way to stop alexis sanchez- via @ureportke,,,,
  ",0,,,
"police say there could be a child trafficking syndicate at knh,,,,
 ",0,,,
rt @ktnnews: share your thoughts/comments with @yussufibra @ktnnews or sms to 22155 starting with a yes or no followed by a short comment u…,0,,,
rt @ktnnews: do you support the travel advisory by kenya against south sudan? @yussufibra @ktnnews #bottomlineafrica,0,,,
rt @ktnnews: john gachie: the impart and the unravelling of south sudan is coming home to the people of east africa and the international c…,0,,,
"there's plenty of money in small things,,,,
 ",0,,,
rt @ktnnews: dr. mumo nzau: it's not right to put the ambassador on support because there are rules that guide diplomatic conduct. south su…,0,,,
"uganda’s ruling party nrm sacks all employees,,,,
 ",0,,,
"90 schoolgirls go missing after boko haram attack,,,,
 ",0,,,
"lamu mp stanley muthama loses seat,,,,
 ",0,,,
"he might be leaving old trafford!,,,,
manchester united star 'wants showdown talks' with jose mourinho…… ",0,,,
"raila's speech during veteran morgan tsvangirai excites mourners -via @ureportke,,,,
 ",0,,,
"south sudan civil war timelines:,,,,
,,,,
july 9,,,,
,,,,
july 2013: kiir dismisse… ",0,,,
"south sudan's ambassador to kenya chol ajongo: ""the advisory was not sent to us officially. we saw it online..."" @ktnnews #thebigstory",0,,,
"south sudan's ambassador to kenya chol ajongo: ""as a government we know what we are doing in south sudan..."" @ktnnews #thebigstory",0,,,
"south sudan's ambassador to kenya chol ajongo: the government of south sudan is in full control..."" @ktnnews… ",0,,,
"south sudan's ambassador to kenya chol ajongo: ""crime can happen anywhere... there are only a few isolated cases re… ",0,,,
"south sudan's ambassador to kenya chol ajongo: ""security is a matter of relativity. it depends on where you are...… ",0,,,
"south sudan's ambassador to kenya chol ajongo: ""the great upper nile is not that risky. the two pilots landed on a… ",0,,,
south sudan's ambassador to kenya chol ajongo: i've seen the areas listed by kenya and i think it's a blanket cover… ,0,,,
"hilarious here are the 5 weirdest jobs in the world,,,,
 ",0,,,
"in studio @yvonneokwara speaks with john gachie,,0,,
"seven mysterious things women do after sex that men will never realise -via @ureportke,,,,
 ",0,,,
"top 30 hilarious lies kenyan men tell their ‘mpango wa kandos’ -via @ureportke,,,,
 ",0,,,
"monica juma,,0,,
rt @alexchamwada: the baptismal site of river jordan. watch more on #acrossholycities on #thechamwadareport with @itselijahmwangi on @ktnne…,0,,,
kenyans in other parts of the country are advised to exercise extreme caution as they undertake their daily activit… ,0,,,
"good news to kenyan football fans!,,,,
confirmed: here is the big champions league match ktn will be broadcasting tonig… ",0,,,
"kenya south sudan advisory: ,,,,
the travel advisory applies specifically to parts of greater upper nile and in particu… ",0,,,
"tonight,,0,,
"kfcb launches crackdown on matatus airing pornographic content ,,,,
 ",0,,,
welcome to another episode of #thebigstory with @yvonneokwara and @sophiawanuna on @ktnnews stream live via… ,0,,,
rt @ktnnews: asanteni kwa kutazama @ktnleo na @ali_manzu . nawatakia jioni njema @ali_manzu #ktnleo ,0,,,
rt @ktnnews: wachuzi wamepigwa marufuku kutoka cbd @ali_manzu #ktnleo ,0,,,
"why this is good news to trans nzoia residents,,,,
 ",0,,,
rt @ktnnews: nelson marwa: kwanini tusiwapatie akina mama kandarasi  wafanye biashara ? ,0,,,
rt @ktnnews: nelson marwa ameapa kupambana na matapeli iwapo uteuzi wake utaidhinishwa @ali_manzu  #ktnleo ,0,,,
"rt @ktnnews: tahadhari ya usafiri ,,,,
serikali ya kenya imetoa vikwazo vya usafiri kwa wakenya wanaoshi na kufanya kazi nchini sudan kusini@a…",0,,,
"rt @ktnnews: to south sudan? tread carefully!,,,,
join @yvonneokwara and @sophiawanuna at the top of the hour for another insightful episode of…",0,,,
"teenager plunges to her death while trying to 'save her phone' -via @ureportke,,,,
 ",0,,,
rt @ktnnews: upepo mkali ulitoa paa la shule ya tiaty. @ali_manzu #ktnleo ,0,,,
"rt @ktnnews: tonight on the big story with @yvonneokwara @sophiawanuna @ktnnews #thebigstory ,,,,
stay tuned 1 ",0,,,
rt @ktnnews: watoto wa shule moja huko tiaty baringo wanasomea mazingira ya hali duni kwa kukosa madarasa na mahitaji mengineo @ali_manzu #…,0,,,
rt @ktnnews: mwanamke aliyeiba mtoto kutoka hospitali ya kenyatta amezuiliwa katika kituo cha polisi cha kilimani mjini nairobi @ali_manzu…,0,,,
"looming lecturers’ strike as uasu issues 7-day notice,,,,
 ",0,,,
"rt @ktnnews: asanteni kwa kutazama kipindi cha jukwaa la ktn na @ali_manzu .,,,,
usiende mbali. habari za ktn leo zinafuata @ali_manzu #ktnleo…",0,,,
"rt @ktnnews: ni jukumu gani amechukua kuona kuwa walemavu wa ngozi wanaishi maisha yanayofaa ?,,,,
isaa mwaura: mimi kama seneta mteule sina he…",0,,,
rt @ktnnews: isaac mwaura: kukaa na wanasiasa kuliwasaidia kuelewa  shida zinazokumba wale walio na ulemavu wa ngozi. waliweza kutupatia he…,0,,,
rt @ktnnews: toa maoni yako kwa @ali_manzu @ktnnews au tuma arafa kwa 22155 ukianza kwa ndio au la #jukwaalaktn  htt…,0,,,
"rt @ktnnews: je,,0,,
"rt @ktnnews: kuna mikakati imeweka kuzingatia swala la ulemavu kwa ujumla hasa ulemavu wa ngozi :,,,,
isaac mwaura: tumepiga hatua kubwa sana.…",0,,,
"rt @ktnnews: swali letu leo ni:,,,,
unadhani serikali inathamini masilahi ya watu wanaoishi na ulemavu wa ngozi ? ",0,,,
"rt @ktnnews: vidokezo,,,,
kenya yatoa tahadhari dhidi ya usafiri nchini sudan,,,,
- maandamano limuru,,,,
- wachhuzi kuondolewa kati kati mwa jiji,,,,
- ul…",0,,,
"rt @ktnnews: leo tutaangazia maslahi ya watu wenye ulemavu wa ngozi kwa kimombo (albinism) @ali_manzu,,,,
#jukwaalaktn ",0,,,
"rt @ktnnews: karibu kwa sehemu nyingine ya kipindi  cha jukwaa la ktn na @ali_manzu,,,,
stream live via  #jukwaalaktn ht…",0,,,
"sad: nasa’s raila odinga eulogizes morgan tsvangirai,,,,
 ",0,,,
"please listen carefully!,,,,
thierry henry's brutal advice to neymar - and it's all because of lionel messi...… ",0,,,
"rt @standardkenya: suspect found with stolen baby now blames witchcraft,,,,
 ",0,,,
"rt @ktnnews: suspect found with stolen baby now blames witchcraft,,,,
 ",0,,,
"rt @ktnkenya: suspect found with stolen baby now blames witchcraft,,,,
 ",0,,,
"suspect found with stolen baby now blames witchcraft,,,,
 ",0,,,
"latest raila odinga slams election observers ,,,,
 ",0,,,
"trust bank customers to access deposits from march 5,,,,
 ",0,,,
"why eacc is currently questioning garissa mcas who fought each other,,,,
 ",0,,,
"john munyes has assumed office officially as the cabinet secretary for petroleum and mining,,,,
#ktnbusiness ",0,,,
"court orders detention of woman accused of stealing baby at knh,,,,
 ",0,,,
kenya's ability to tap into the international monetary pre cautionary standby facility is still within accessible t… ,0,,,
"raila among thousands of mourners at tsvangirai burial,,,,
 ",0,,,
"kra officials arrest tanzanian man with gold worth sh100 million at jkia,,,,
 ",0,,,
"looking for a winning idea? how i found my inspiration,,,,
 ",0,,,
"government finally surrenders miguna miguna’s passport,,,,
 via @ureportke",0,,,
"six simple ways to save money,,,,
 ",0,,,
"professional learning: three apps that bring the classroom to your smartphone,,,,
 ",0,,,
"six ways to survive your first year as an entrepreneur,,,,
 via @ureportke",0,,,
"three arrested in kidnap gone awry in langata,,,,
 ",0,,,
"kenya issues travel advisory against parts of south sudan,,,,
 ",0,,,
woman accused of stealing baby at knh detained  ,0,,,
"we have no presidential candidate in 2022,,,,
 ",0,,,
"intimacy: seven things you must never try while in bed with your lover,,,,
 via @ureportke",0,,,
"tsc seeks to employ 12,,,,
 ",0,,,
"sacked vc wants to auction university’s 8 vehicles,,,,
 ",0,,,
"kazungu kambi loses petition against governor kingi,,,,
 ",0,,,
"fire victims say camp managers are stealing food,,,,
 ",0,,,
"he looks the age of my grandchild-millie odhiambo lashes out at secret admirer,,,,
 via @ureportke",0,,,
"anc hints at move to discipline party rebels,,,,
 ",0,,,
"firm now backs down on proposal to split safaricom,,,,
 ",0,,,
"miguna miguna is a jubilee mole,,,,
 ",0,,,
"why i took the baby,,,,
 ",0,,,
"is jubilee justified to decide who joins psc from opposition nasa?,,,,
 ",0,,,
"meru county set to invest in tourism ,,,,
 ",0,,,
"raila's speech during veteran morgan tsvangirai excites mourners,,,,
",0,,,
"change of mindset necessary in building affordable houses,,,,
 ",0,,,
youths turned away in army recruitment over missing teeth  ,0,,,
"rt @ktnnews: je,,0,,
"tea farmers to earn mini-bonus by april ,,,,
 ",0,,,
"50 acres of land with historical site grabbed,,,,
 ",0,,,
"rt @ktnnews: je,,,,
#leomashinani ,,,,
@nicholaswambua_",0,,,
mind games: sevilla coach reveals to the media the ‘perfect’ way to stop alexis sanchez- via @ureportke… ,0,,,
"kenya's dual citizenship law remains a trap for the unwary,,,,
 ",0,,,
"carrier unveils kisumu-mombasa direct flights ,,,,
 ",0,,,
"photos: matatu flees after kicking passenger out and crushing him to death,,,,
 via @ureportke",0,,,
members in retirement benefits product are eligible for these benefits when they attain mandatory retirement age of… ,0,,,
"firm eyes project for electricity ,,,,
 ",0,,,
kijiji fire victims say camp managers are stealing food  ,0,,,
"auditor general,,,,
 ",0,,,
"vetting of uhuru’s pss' and envoy nominees to start today,,,,
 ",0,,,
"awiti loses seat,,,,
 ",0,,,
nasa leader raila odinga led a delegation of opposition politicians in mourning the late mogran tsvangirai in zimba… ,0,,,
malindi tourism stakeholders have dismissed claims that terrorism has contributed to the downfall of the sector… ,0,,,
kenya forest service officers intercepted a lorry carrying 50 bags of charcoal at dakabuko area in magarini sub cou… ,0,,,
domestic tourism in trans nzoia has received a major boost due to the arrival of two lions and a hyena at a conserv… ,0,,,
"teenager plunges to her death while trying to 'save her phone',,,,
 via @ureportke",0,,,
"mps query matiang'i's budget on police hiring ,,,,
 ",0,,,
the advocates complaints commission (acc) has expressed serious concern over the rise in the number of complaints b… ,0,,,
a team of cardiologists from michigan state university performed the first cardiac heart peacemaker implantation at… ,0,,,
welcome to news centre for the most comprehensive news bulletin and latest news updates with @bettymkyallo on ktn n… ,0,,,
"raila joins thousands of zimbabweans to bid final farewell to tsvangirai,,,,
 ",0,,,
"2022 politics: north rift jubilee mps accuse each other,,,,
 ",0,,,
"ignore me at your own peril- miguna hits back at raila after defending ndii and magaya,,,,
 via @ureportke",0,,,
proposal to split safaricom abandoned  ,0,,,
"homabay governor,,,,
#ktnmorningexpress ",0,,,
kra faulted for giving sh4.5b tender to swiss printer  ,0,,,
"siaya senator james orengo and businessman jimi wanjigi were finally allowed to leave the country for harare,,0,,
"police officers gamble with death sentence to fight for freedom,,,,
 ",0,,,
"the two kenyan pilots held in south sudan by the country’s rebel group are home,,,,
#ktnmorningexpress ",0,,,
ministry announced the extension of deadline for registration owing to hitches with birth certificates… ,0,,,
the two kenyan pilots held in south sudan by the country’s rebel group are home ,0,,,
"kenya has a shortfall of 104,,,0,
"imf denies kenya access to sh150b credit facility,,,,
 ",0,,,
"sports cs rashid echesa issues ‘red alert’ to cartels ,,,,
 ",0,,,
"why i took the baby,,0,,
"the baby stolen at kenyatta national hospital has been found and reunited with his family,,,,
#ktnmorningexpress ",0,,,
the county government of mombasa has raised concern over the reluctance by pedestrians to use footbridges… ,0,,,
imf denies kenya access to sh150b credit facility  ,0,,,
the kenya film classification board says the crackdown on public service vehicles playing music videos and movies w… ,0,,,
"tension high as gang brutally kills six people in mt. elgon,,,,
 ",0,,,
reactions after homa bay governor cyprian awiti loses his seat are the best you'll see all day- via @ureportke… ,0,,,
"governor awiti to appeal nullification of win ,,,,
 ",0,,,
"jubilee mps attack cj maraga and the judiciary,,,,
 ",0,,,
"without city jobs,,,,
 ",0,,,
more policemen for what? mps query matiang'i's budget on hiring  ,0,,,
"this is the woman who stole the twin at knh ,,,,
 ",0,,,
"carlo ancelotti makes a return to london – premier league move imminent - @ureportke,,,,
 ",0,,,
"internet outage blamed for loss of revenue at city hall ,,,,
 ",0,,,
"find out why these kuria leaders are supporting fgm,,,,
 ",0,,,
"court nullifies election of homa bay governor cyprian awiti ,,,,
 ",0,,,
"james orengo & jimmy wanjigi allowed to fly to zimbabwe ,,,,
 ",0,,,
"eight common dangers sexual addiction poses to women -via @ureportke,,,,
 ",0,,,
"drc president’s convoy involved in a fatal road accident ,,,,
 ",0,,,
"this is why nasa governor lost his seat,,,,
 ",0,,,
"why mp aden duale has attacked senate ict committee,,,,
 ",0,,,
mike sonko responds to viral pictures of a clean water lorry fetching dirty water for supply- via @ureportke… ,0,,,
"the kenyan church has been hijacked by scheming politicians ,,,,
 ",0,,,
"two kenyan pilots abducted by sudanese rebels released,,,,
 ",0,,,
"twin baby stolen at knh found,,,,
 ",0,,,
"one of the wajir attack ‘perpetrators’ arrested ,,,,
 ",0,,,
"kenyans cautioned against coin offerings,,,,
 ",0,,,
"three judge bench order to over 40,,,,
 ",0,,,
"nigeria boko haram: schoolgirls escape militant attack ,,,,
 ",0,,,
"cj maraga fires at political class over criticism of judiciary ,,,,
 ",0,,,
"let's deliver ourselves from wrong mindsets ,,,,
 ",0,,,
rt @gameyetu: bayern munich took control of their champions league last 16 tie by beating 10-man besiktas in the first leg ,0,,,
rt @gameyetu: lionel messi breaks blues goal drought to hand barca champions league advantage ,0,,,
"rt @gameyetu: full-time,,,,
champions league - round of 16 - 1st leg,,,,
chelsea 1 - 1 barcelona,,,,
bayern munich5 - 0 besiktas",0,,,
"the gusto in the education sector reforms must be sustained ,,,,
 ",0,,,
