lupita sponsors 600 school kids from her hometown to watch black panther:  #kenya… ,,,,,,,,,,,,0
barclays confirms teleology as preferred bidder of 9mobile:  #nigeria ,,,,,,,,,,,,0
zimbabwe govt warns civil servants against mugabe day absenteeism:  #zimbabwe ,,,,,,,,,,,,0
sub-saharan africa fares badly in 2017 corruption index  #africa #southafrica #corruption ,,,,,,,,,,,,0
nnamdi kanu is a liar - abia governor:  #nigeria #biafra ,,,,,,,,,,,,0
rwandan authorities suspend christian radio over misogyny  #rwanda ,,,,,,,,,,,,0
"one of world's 6,000 languages disappears every two weeks - unesco:  #nigeria #unesco ",,,,,,,,,,,,0
malawi ruling party rejects chaponda cash claims:  #malawi ,,,,,,,,,,,,0
"namibia prosecutor general fends off u.s.$1,2 million treason claim:  #namibia ",,,,,,,,,,,,0
international index ranks nigeria high on corruption  #nigeria #corruption ,,,,,,,,,,,,0
child birth in west and central africa a 'hidden tragedy' -  - un  #africa #nigeria… ,,,,,,,,,,,,0
flying car infrastructure sees development in 13 countries including kenya:  #kenya ,,,,,,,,,,,,0
kenyan actress lupita to play trevor noah's mom in biopic  #kenya #bornacrime #trevornoah… ,,,,,,,,,,,,0
rt @allafricasport: cycling - rwanda ranked second best in africa:  #rwanda ,,,,,,,,,,,,0
lecturers to go on strike next week:  #kenya #cba ,,,,,,,,,,,,0
coffee price jumps 75% on high quality beans:  #kenya #coffee ,,,,,,,,,,,,0
how kenya police prevented plot to kill queen elizabeth:  #kenya ,,,,,,,,,,,,0
rt @allafricasport: connor wilson crashes out of winter olympics:  #southafrica ,,,,,,,,,,,,0
cycling - rwanda ranked second best in africa:  #rwanda ,,,,,,,,,,,,0
'monkeys' eat money belonging to nigerian senators' forum  #nigeria ,,,,,,,,,,,,0
'black panther' - sign of a new inclusiveness... or one-off?:  #africa #blackpanther ,,,,,,,,,,,,0
power supply worsens as 6 systems collapse:  #nigeria ,,,,,,,,,,,,0
uganda releases results of 'a-level' exams #uace2017  #uganda ,,,,,,,,,,,,0
nigerian schoolgirls rescued after boko haram attack  #nigeria #bokoharam ,,,,,,,,,,,,0
influx of congolese #refugees worries local leaders in #uganda:  ,,,,,,,,,,,,0
student's exam results released after his death #uace2017 :  #uganda ,,,,,,,,,,,,0
corruption getting worse in nigeria - transparency international:  #nigeria #corruption ,,,,,,,,,,,,0
nigerian singer davido's hit songs if and fall break records  #nigeria ,,,,,,,,,,,,0
senate moves to reduce central bank governor's powers:  #nigeria ,,,,,,,,,,,,0
"lupita won a bet against co-star, now he has to do push-ups on demand:  #kenya #blackpanther ",,,,,,,,,,,,0
connor wilson crashes out of winter olympics:  #southafrica #winteroympics2018 ,,,,,,,,,,,,0
nigeria urges caution on ecowas' currency integration proposal:  #westafrica #ecowas ,,,,,,,,,,,,0
"govt to engage 100,000 chips agents to curb maternal death:  #nigeria ",,,,,,,,,,,,0
"publish assets recovered, names of 'looters' before sale, fayose tells buhari:  #nigeria… ",,,,,,,,,,,,0
mass sack looms at matric board:  #nigeria ,,,,,,,,,,,,0
amnesty group accuses security forces of widespread abuses:  #nigeria #amnesty ,,,,,,,,,,,,0
sub-saharan africa fares badly in 2017 #corruption index #transparencyinternational  #africa ,,,,,,,,,,,,0
"stop tagging ethnic groups as criminals, sultan pleads with nigerians:  #nigeria ",,,,,,,,,,,,0
anti-graft agency grills former army chief ihejirika:  #nigeria ,,,,,,,,,,,,0
cape town car washes fined for using municipal water #watercrisis #dayzero:  #southafrica ,,,,,,,,,,,,0
#durban community opens hearts after fire at children's home:  #southafrica ,,,,,,,,,,,,0
edo records 521 suspected cases of lassa fever:  #nigeria #lassa ,,,,,,,,,,,,0
cabinet approves u.s.$6.7 billion for ibadan-kaduna rail project:  #nigeria ,,,,,,,,,,,,0
opposition lays complaint against finance minister #malusigigaba for 'lying under oath':  ,,,,,,,,,,,,0
"monkeys 'eat' u.s.$194,000 belonging to northern senators:  #nigeria ",,,,,,,,,,,,0
#southafrica drops lower on corruption index #transparencyinternational:  ,,,,,,,,,,,,0
"uche okechukwu, ifejiagwa launch football academy:  #nigeria ",,,,,,,,,,,,0
#tsvangirai family says will work with constitutionally elected #mdct leader:  #zimbabwe ,,,,,,,,,,,,0
zanu-pf youth plan to visit #mugabe on birthday fizzles out:  #zimbabwe ,,,,,,,,,,,,0
anti-corruption body not targeting #gracemugabe over phd:  #zimbabwe ,,,,,,,,,,,,0
opposition spokesperson gutu quits after violence #mdct:  #zimbabwe ,,,,,,,,,,,,0
military rescues dozens of girls after suspected #bokoharam kidnapping:  #nigeria ,,,,,,,,,,,,0
uk govt warns of terror threat in south africa:  #southafrica ,,,,,,,,,,,,0
"rubbish dump collapse death toll up to 21, rescue operation ends:  #mozambique ",,,,,,,,,,,,0
"the song that has south africa talking - deeply rooted in choral tradition, it swept nation, prompting messages to… ",,,,,,,,,,,,0
budget 2018 - vat is increased - a first for new sa:  #southafrica ,,,,,,,,,,,,-1
defense officials promise citizens' army:  #liberia ,,,,,,,,,,,,0
"lec assures caldwell residents, others of electricity:  #liberia ",,,,,,,,,,,,0
violence mars tsvangirai burial:  #zimbabwe ,,,,,,,,,,,,0
fire disaster in monrovia:  #liberia ,,,,,,,,,,,,0
"sirleaf, boakai case postponed:  #liberia ",,,,,,,,,,,,0
what finance minister gigaba said in his budget 2018 speech:  #southafrica ,,,,,,,,,,,,0
newsflash - malusi gigaba under shadow on budget day as damning judgment emerg:  #southafrica ,,,,,,,,,,,,0
water restrictions stay put for mozambique's capital:  #maputo #waterrestrictions #drought… ,,,,,,,,,,,,0
namibia football boss rukoro accused of attacking cosafa head  #namibia #zimbabwe ,,,,,,,,,,,,0
budget 2018 hits south africa hard  #southafrica #budget2018 ,,,,,,,,,,,,0
au chair gives reforms thumbs up:  #zimbabwe #au #reforms ,,,,,,,,,,,,0
cape town water crisis highlights deep-running inequality:  #southafrica #watercrisis ,,,,,,,,,,,,0
kenya can still access precautionary financing - imf  #kenya ,,,,,,,,,,,,0
dana air's many troubles and aviation regulation in nigeria:  #nigeria #danaair ,,,,,,,,,,,,0
zambezi region faces first flood threats in four years:  #namibia ,,,,,,,,,,,,0
south african govt to release zimbabwean children found in truck  #southafrica #zimbabwe ,,,,,,,,,,,,0
"the song that has south africa talking - deeply rooted in choral tradition, it swept nation, prompting messages to… ",,,,,,,,,,,,0
senate president 'banned' from parliament:  #swaziland ,,,,,,,,,,,,0
tsvangirai family defends stance on widow:  #zimbabwe ,,,,,,,,,,,,0
no security issues in ethiopia - foreign minister  #ethiopia #soe #oromia ,,,,,,,,,,,,0
baby stolen from kenyan hospital had a u.s.$68 price tag  #kenya #knh ,,,,,,,,,,,,0
"collapse death toll up to 21, rescue operation ends:  #mozambique ",,,,,,,,,,,,0
"demonstrations suspended, 45 detainees released:  #togo ",,,,,,,,,,,,0
ghanaian boxer ayittey powers beats up comedian on live tv:  #ghana ,,,,,,,,,,,,0
kra intercepts sh100 million gold at jkia in nairobi:  #kenya #jkia ,,,,,,,,,,,,0
kenya issues travel warning on parts of south sudan:  #kenya ,,,,,,,,,,,,0
"togo demonstrations suspended, detainees released  #ghana #togo #talks #politicalimpass ",,,,,,,,,,,,0
dana aircraft skids off runway in nigeria  #nigeria #danaair ,,,,,,,,,,,,0
teacher allegedly flogs student to death:  #nigeria ,,,,,,,,,,,,0
david banda is malawi's future president - madonna:  #malawi #madonna ,,,,,,,,,,,,0
malawi's first karate movie that will move a town man:  #malawi ,,,,,,,,,,,,0
nigerian singer davido's hit songs if and fall break records  #nigeria #davido ,,,,,,,,,,,,0
zimbabwean singer tererai 'has no idea' how sextape leaked  #zimbabwe ,,,,,,,,,,,,0
khupe attacked at tsvangirai funeral:  #zimbabwe ,,,,,,,,,,,,0
govt to preserve $1bn forex from africa's largest egg plant:  #africa ,,,,,,,,,,,,0
"biafra - court okays separate trial for nnamdi kanu, co-defendants:  #nigeria ",,,,,,,,,,,,0
how raila odinga mourned morgan tsvangirai in buhera:  #kenya ,,,,,,,,,,,,0
'boy' who tried to seduce mp millie odhiambo got the perfect answer:  #kenya ,,,,,,,,,,,,0
malawi cholera death toll rises - report:  #cholera #malawi ,,,,,,,,,,,,0
petroleum summit - pricing major issue affecting oil industry - kachikwu:  #nigeria ,,,,,,,,,,,,0
u.s.$1.3 billion facilities idle as delay stalls upstream sector projects:  #nigeria ,,,,,,,,,,,,0
ghanaian boxer ayittey powers beats up comedian on live tv  ,,,,,,,,,,,,0
zimbabwe parliament warns artisanal miners:  #mineralresources #zimbabwe ,,,,,,,,,,,,0
"buhari and trump - comparisons, contrasts of consolers-in-chief:  #nigeria ",,,,,,,,,,,,0
woman sneaks past police at airport:  #police #namibia #southafrica ,,,,,,,,,,,,0
kenya warns citizens against travel to south sudan:  #kenya ,,,,,,,,,,,,0
"akwilina's funeral to cost u.s.$36,000, says family:  #tanzania ",,,,,,,,,,,,0
"zimbabwe's mujuru makes u-turn, joins opposition alliance:  #morgantsvangirai #mdcalliance… ",,,,,,,,,,,,0
"tanzanian govt to pay u.s.$36,000 for slain student's funeral  #tanzania ",,,,,,,,,,,,0
uk govt warns of terror threat in south africa:  #southafrica ,,,,,,,,,,,,0
uk govt warns of terror threat in south africa:  #southafrica #police ,,,,,,,,,,,,0
dare to dream - nigeria savours its olympic bobsled debut  #nigeria #winterolympics ,,,,,,,,,,,,0
zimbabwe: chaos at tsvangirai's burial as succession woes mount  #tsvangiraiburial… ,,,,,,,,,,,,0
okonjo-iweala appointed into commonwealth high-level group:  #nigeria #iweala ,,,,,,,,,,,,0
"davido announces his songs go diamond, platinum in sales:  #nigeria ",,,,,,,,,,,,0
"3 years after ebola, west africa's response to epidemics is on:  #westafrica #ebola ",,,,,,,,,,,,0
presidency debunks yusuf buhari's death rumour:  #nigeria #buhari ,,,,,,,,,,,,0
senator queries claim new election sequence 'targeted' at buhari:  #nigeria ,,,,,,,,,,,,0
fuel scarcity may worsen as depot owners give 14-day ultimatum:  #nigeria  #fuelscarcity ,,,,,,,,,,,,0
govt can still access precautionary loan - imf:  #kenya ,,,,,,,,,,,,0
kenyan travellers warned 'where not to go' in south sudan  #kenya #southsudan ,,,,,,,,,,,,0
rt @allafricasport: bobsled team makes first olympic appearance:  #nigeria ,,,,,,,,,,,,0
94 girls reportedly missing after boko haram attack in nigeria  #nigeria #bokoharam #yobe ,,,,,,,,,,,,0
unicef affirms commitment to fight newborn mortality rate:  #tanzania ,,,,,,,,,,,,0
cloud hangs over gigaba at south africa's budget 2018  #southafrica #budget2018 #teamtreasury ,,,,,,,,,,,,0
how terrorists use local businesses to raise money:  #eastafrica ,,,,,,,,,,,,0
bobsled team makes first olympic appearance:  #nigeria ,,,,,,,,,,,,0
kenya can still access precautionary financing - imf  #kenya #imf ,,,,,,,,,,,,0
south african govt to release zimbabwean children found in truck  #southafrica #zimbabwe ,,,,,,,,,,,,0
"ngo sets aside over u.s.$445 million for education, child protection:  #tanzania ",,,,,,,,,,,,0
oil state firm lauds azikel refinery:  #nigeria ,,,,,,,,,,,,0
malawi's first karate movie that will move a town man:  #malawi ,,,,,,,,,,,,0
lagos govt arrests operators for illegal dumping of waste:  #nigeria ,,,,,,,,,,,,0
david banda is malawi's future president - madonna:  #malawi #madonna ,,,,,,,,,,,,0
nigeria gets world bank loan to improve electricity supply  #nigeria #worldbank ,,,,,,,,,,,,0
"zimbabwe authorities warn of more rains, flooding:  #zimbabwe ",,,,,,,,,,,,0
zimbabwe minister muchinguri humiliated at tsvangirai burial:  #zimbabwe ,,,,,,,,,,,,0
zimbabwe opposition leader khupe's attack tribal - mwonzora:  #tsvangiraiburial  #zimbabwe ,,,,,,,,,,,,0
"south african police officers overpowered, killed on duty  #southafrica #mthata #ipid ",,,,,,,,,,,,0
u.s.$1.3 billion facilities idle as delay stalls upstream sector projects:  #nigeria ,,,,,,,,,,,,0
zimbabwe health minister parirenyatwa sued:  #zimbabwe ,,,,,,,,,,,,0
zimbabwe opposition leaders attacked at tsvangirai funeral:  #tsvangiraiburial… ,,,,,,,,,,,,0
ruling party youth league to honour ex-president mugabe:  #zimbabwe ,,,,,,,,,,,,0
mugabe mourns tsvangirai:  #mugabeat94 #morgantsvangirai #zimbabwe ,,,,,,,,,,,,0
tanganyika province faces humanitarian disaster:  #drc #tanganyika #refugees ,,,,,,,,,,,,0
herdsmen take oath in ekiti to stop killings:  #nigeria #herdsmen #ekiti ,,,,,,,,,,,,0
"illicit financial flows outpace development in africa, oecd says:  #africa… ",,,,,,,,,,,,0
zimbabwe: no lavish party for mugabe's 94th birthday?  #zimbabwe ,,,,,,,,,,,,0
ebola's impact reached beyond death toll to basic health care:  #westafrica #ebola… ,,,,,,,,,,,,0
no security concerns in country - fm:  #ethiopia #security #oromia ,,,,,,,,,,,,0
is messi argentina's only threat to eagles?:  #nigeria #supereagles #worldcup2018 #messi ,,,,,,,,,,,,0
african union to provide assistance for elections:  #zimbabwe #elections #africanunion… ,,,,,,,,,,,,0
u.s. designates ansarul islam as terrorist organization:  #westafrica #burkinafasso #ansarul… ,,,,,,,,,,,,0
dana aircraft skids off runway in nigeria  #nigeria #danaair ,,,,,,,,,,,,0
dse turnover marches up 20pc:  #tanzania ,,,,,,,,,,,,0
government yet to release funds to hire new teachers:  #kenya ,,,,,,,,,,,,0
kenyan gay woman weds her model lover in u.s.:  #kenya #us ,,,,,,,,,,,,0
uk parliamentary committee grills oxfam's winnie byanyima #oxfam #oxfamscandal  #africa ,,,,,,,,,,,,0
"buhari and trump - comparisons, contrasts of consolers-in-chief:  #nigeria #trump #buhari ",,,,,,,,,,,,0
"the song that has south africa talking - deeply rooted in choral tradition, it has swept the nation, prompting many… ",,,,,,,,,,,,0
all is set for somalia to join eac fraternity:  #eastafrica ,,,,,,,,,,,,0
finance minister explains borrowing to pay salaries:  #uganda ,,,,,,,,,,,,0
"moses, oshoala win big at nff, aiteo awards:  #nigeria ",,,,,,,,,,,,0
"u.s. warns uganda, rwanda, tanzania on used clothes imports ban:  #eastafrica ",,,,,,,,,,,,0
94 girls reportedly missing after boko haram attack in nigeria  #nigeria #bokoharam ,,,,,,,,,,,,0
state extends students pin listing to march 31:  #kenya #pin ,,,,,,,,,,,,0
nigerian musician davido to perform in rwanda  #nigeria #rwanda #davido ,,,,,,,,,,,,0
mixed fortunes for nigeria's bobsled team at winter olympics:  #nigeria #olympics… ,,,,,,,,,,,,0
how terrorists use local businesses to raise money:  #eastafrica ,,,,,,,,,,,,0
pilots held captive in south sudan arrive in nairobi:  #kenya #southsudan ,,,,,,,,,,,,0
govt to preserve $1bn forex from africa's largest egg plant:  #africa ,,,,,,,,,,,,0
shilling exposed after imf pullout:  #kenya #imf ,,,,,,,,,,,,0
court rules president kenyatta can't be prosecuted:  #kenya #kenyatta ,,,,,,,,,,,,0
court postpones dr stella nyanzi's case to march 7:  #uganda ,,,,,,,,,,,,0
"niger state applies for 2 oil blocks, targets own refinery:  #nigeria ",,,,,,,,,,,,0
37% of privatised nigerian firms are failing - agency:  #nigeria ,,,,,,,,,,,,0
"5 policemen, soldier killed at eastern cape police station:  #southafrica #mthata #ipid ",,,,,,,,,,,,0
use of #rail cargo increases in #eastafrica:  ,,,,,,,,,,,,0
"expert calls for nigeria's participation in $75bn global hides, skin market:  #nigeria ",,,,,,,,,,,,0
"dana aircraft overshoots runway, runs into bush at port harcourt airport:  #nigeria #danaair ",,,,,,,,,,,,0
unhcr denies recalling country head over refugee scam:  #uganda ,,,,,,,,,,,,0
film on witch-hunts in zambia may help to curb attacks on women  #zambia #baftas ,,,,,,,,,,,,0
petroleum summit - pricing major issue affecting oil industry - kachikwu:  #nigeria #oil… ,,,,,,,,,,,,0
"eu, british council, borno collaborate to treat victims of rape:  #nigeria ",,,,,,,,,,,,0
zimbabwean singer tererai 'has no idea' how sextape leaked  #zimbabwe ,,,,,,,,,,,,0
emir sanusi gets new appointment:  #nigeria ,,,,,,,,,,,,0
"3 years after ebola, west africa's response to epidemics is on:  #westafrica #ebola ",,,,,,,,,,,,0
"don't allow destroyers of nigeria pose as saviours, minister charges media:  #nigeria ",,,,,,,,,,,,0
"biafra - court okays separate trial for nnamdi kanu, co-defendants:  #nigeria #biafra… ",,,,,,,,,,,,0
airport authority sanctions officials over cow invasion of runway:  #nigeria ,,,,,,,,,,,,0
senator queries claim new election sequence 'targeted' at buhari:  #nigeria ,,,,,,,,,,,,0
"we have 'technical challenges' in water meter readings, cape town tells residents #dayzero #watercrisis:… ",,,,,,,,,,,,0
we've not relented in fight against corruption - buhari:  #nigeria #buhari #corruption ,,,,,,,,,,,,0
"low-carb advocate #noakes, medical body to lock horns again #lchf:  #southafrica ",,,,,,,,,,,,0
yobe attack - 'many girls are missing' - escapee schoolgirl:  #nigeria #bokoharam #yobe ,,,,,,,,,,,,0
ramaphosa 'determined to atone' for #marikanamassacre:  #southafrica ,,,,,,,,,,,,0
zimbabwe's tsvangirai buried amid scuffles between supporters #ripmorgantsvangirai  #zimbabwe ,,,,,,,,,,,,0
#mugabe to make first public appearance since november coup?:  #zimbabwe ,,,,,,,,,,,,0
succession wrangle at morgan tsvangirai's funeral #ripmorgantsvangirai:  #zimbabwe ,,,,,,,,,,,,0
the deep roots of ramaphosa's 'thuma mina':  #southafrica ,,,,,,,,,,,,0
the song that has #southafrica talking #sendme  ,,,,,,,,,,,,0
liberian president pays first official visit to france  #liberia #senegal ,,,,,,,,,,,,0
africa's little miracle nation turns fifty:  #mauritius ,,,,,,,,,,,,0
zimbabwe: twitter trolls respond to latest mugabe pic  ,,,,,,,,,,,,0
govt to compel oil firms to build refineries in nigeria:  #nigeria ,,,,,,,,,,,,0
residents protest for electricity:  #liberia ,,,,,,,,,,,,0
"new justice minister wants term of court, grand jury sitting extended:  #liberia ",,,,,,,,,,,,0
liberia and sierra leone can achieve real women's empowerment:  #africa ,,,,,,,,,,,,0
how can president george weah's government balance foreign policy with rival world blocs - america and chi:… ,,,,,,,,,,,,0
mass dismissal looms:  #liberia ,,,,,,,,,,,,0
'i will reactivate police patrol division':  #liberia ,,,,,,,,,,,,0
attack on liberian parliamentary correspondent condemned:  #westafrica ,,,,,,,,,,,,0
liberian historian weighs in on president weah's french-speaking talk in senegal:  #liberia ,,,,,,,,,,,,0
togo opens talks to end political impasse  #ghana #guinea #togo ,,,,,,,,,,,,0
zimbabwean children smuggled into south africa:  #southernafrica ,,,,,,,,,,,,0
picture of the mugabes and au commission chair goes viral:  #zimbabwe ,,,,,,,,,,,,0
what ramaphosa said in parliament today:  #southafrica ,,,,,,,,,,,,0
over u.s.$270 million needed for refugees in tanzania - un  #tanzania ,,,,,,,,,,,,0
authorities oppose atul gupta's asset forfeiture  unit challenge:  #southafrica ,,,,,,,,,,,,0
kenyan school re-admits student suspended for stealing bread  #kenya ,,,,,,,,,,,,0
ovaherero rebuts claim ovaherero enslaved san:  #namibia ,,,,,,,,,,,,0
ngos in the dark as 475 boko haram suspects released:  #nigeria #bokoharam ,,,,,,,,,,,,0
domestic dispute ends in tragedy:  #zimbabwe ,,,,,,,,,,,,0
"zimbabwe: moyo, zhuwao blast au for mnangagwa support:  #zimbabwe ",,,,,,,,,,,,0
zimbabwe cement manufacturer appoints new ceo:  #zimbabwe ,,,,,,,,,,,,0
kakobe's church account contains almost $4-million:  #tanzania ,,,,,,,,,,,,0
police arrest woman over theft of twin boy in nairobi:  #kenya ,,,,,,,,,,,,0
zimbabwe: chamisa maintains he was anointed by tsvangirai:  #tsvangiraiburial #chamisa ripts… ,,,,,,,,,,,,0
zimbabwe prisons a living hell for mental patients:  #zimbabwe ,,,,,,,,,,,,0
"besigye no show at court, magistrate issues criminal summons:  #uganda #besigye ",,,,,,,,,,,,0
namibia bomb survivor zaaruka opens up after 30 years:  #namibia ,,,,,,,,,,,,0
president ramaphosa to host honorary dinner for zuma - the former president was not present for ramaphosa's electio… ,,,,,,,,,,,,0
#dayzero - cape town buys one more month:  #southafrica #thinkwaterct #dayzero ,,,,,,,,,,,,0
foreign investors told to avoid politics:  #zimbabwe ,,,,,,,,,,,,0
draconian emergency is counter-productive:  #ethiopia ,,,,,,,,,,,,0
kenyan appeal court - arrest sudan president when he visits the country:  #sudan #kenya #al-… ,,,,,,,,,,,,0
india to power ethio-djibouti electric interconnection line with u.s.$100 million:  ,,,,,,,,,,,,0
"ramaphosa speaks on south africa's 'original sin', corruption  #southafrica #sonadebate… ",,,,,,,,,,,,0
number of internet users hits 23 million mark in tanzania - report:  #tanzania ,,,,,,,,,,,,0
retirees welcome pension increase:  #rwanda ,,,,,,,,,,,,0
